onshore wind,gas,nuclear
14536.630497907097,8047.356581977324,2400.0
13914.905756461576,8047.356581977324,2400.0
13363.325924368166,8047.356581977324,2400.0
13345.482431583572,8047.356581977324,2400.0
13973.734541129335,8047.356581977324,2400.0
15280.466214308426,8047.356581977324,2400.0
15165.754637966134,8047.356581977324,2400.0
15535.779571971725,8047.356581977324,2400.0
14736.566383343792,8047.356581977324,2400.0
14141.857972967373,8047.356581977324,2400.0
13807.172067887981,8047.356581977324,2400.0
14620.559928881541,8047.356581977324,2400.0
14919.417624361791,8047.356581977324,2400.0
16160.140594410079,8047.356581977324,2400.0
16046.873919186364,8047.356581977324,2400.0
15532.523509198669,8047.356581977324,2400.0
14674.200866366129,8047.356581977324,2400.0
14458.436439600648,8047.356581977324,2400.0
14863.142247972217,8047.356581977324,2400.0
15808.0463219259,8047.356581977324,2400.0
16465.960924463176,8047.356581977324,2400.0
15901.431918656948,8047.356581977324,2400.0
15568.939783985803,8047.356581977324,2400.0
14741.369921868984,8047.356581977324,2400.0
13887.241452015705,8047.356581977324,2400.0
14585.682792300458,8047.356581977324,2400.0
15682.360072611404,8047.356581977324,2400.0
15804.54265791533,8047.356581977324,2400.0
16023.052150291474,8047.356581977324,2400.0
14829.788910788673,8047.356581977324,2400.0
14424.575454637758,8047.356581977324,2400.0
14028.659228352517,8047.356581977324,2400.0
14226.328090810617,8047.356581977324,2400.0
15101.95967289907,8047.356581977324,2400.0
15370.483035083638,8047.356581977324,2400.0
15160.468557968878,8047.356581977324,2400.0
14813.493441356266,8047.356581977324,2400.0
13842.357333915628,8047.356581977324,2400.0
13196.062838218986,8047.356581977324,2400.0
13691.658092881027,8047.356581977324,2400.0
14688.32825737864,8047.356581977324,2400.0
14534.278569773312,8047.356581977324,2400.0
14834.069726446107,8047.356581977324,2400.0
14026.024359151155,8047.356581977324,2400.0
12885.237179988879,8047.356581977324,2400.0
13138.317866649126,8047.356581977324,2400.0
13510.607255802448,8047.356581977324,2400.0
13705.154396042593,8047.356581977324,2400.0
14396.651759250812,8047.356581977324,2400.0
14360.20298121561,8047.356581977324,2400.0
13369.675892568945,8047.356581977324,2400.0
12678.71274731272,8047.356581977324,2400.0
12205.97657256805,8047.356581977324,2400.0
12816.759886451122,8047.356581977324,2400.0
13758.044242256961,8047.356581977324,2400.0
14417.160317042542,8047.356581977324,2400.0
13935.459006328203,8047.356581977324,2400.0
13060.71079287693,8047.356581977324,2400.0
12492.167029040527,8047.356581977324,2400.0
11908.229812017558,8047.356581977324,2400.0
12606.304411062481,8047.356581977324,2400.0
13306.912086618891,8047.356581977324,2400.0
14263.688520477801,8047.356581977324,2400.0
13779.214503427262,8047.356581977324,2400.0
12779.247111293942,8047.356581977324,2400.0
11854.478287392878,8047.356581977324,2400.0
11993.85212256657,8047.356581977324,2400.0
12780.427193556776,8047.356581977324,2400.0
13675.411102216764,8047.356581977324,2400.0
14111.578399738459,8047.356581977324,2400.0
13473.79391025654,8047.356581977324,2400.0
13032.980350255168,8047.356581977324,2400.0
12143.161371082473,8047.356581977324,2400.0
12258.776188439362,8047.356581977324,2400.0
12943.586114187668,8047.356581977324,2400.0
14046.150188560425,8047.356581977324,2400.0
14170.14547873126,8047.356581977324,2400.0
14011.148214951216,8047.356581977324,2400.0
13286.027270863093,8047.356581977324,2400.0
12907.020865557657,8047.356581977324,2400.0
12839.973151611144,8047.356581977324,2400.0
13327.53943381426,8047.356581977324,2400.0
14429.182137950454,8047.356581977324,2400.0
14809.049227825773,8047.356581977324,2400.0
14416.705616048139,8047.356581977324,2400.0
13609.862417232542,8047.356581977324,2400.0
13265.631504020159,8047.356581977324,2400.0
13468.558415156589,8047.356581977324,2400.0
14288.955129429281,8047.356581977324,2400.0
15722.002551214477,8047.356581977324,2400.0
15656.407578051874,8047.356581977324,2400.0
15271.025930570995,8047.356581977324,2400.0
14540.554756791975,8047.356581977324,2400.0
13888.856463917691,8047.356581977324,2400.0
14019.939480317376,8047.356581977324,2400.0
14921.330859603451,8047.356581977324,2400.0
15804.00326852224,8047.356581977324,2400.0
16045.791940538755,8047.356581977324,2400.0
15812.973536311885,8047.356581977324,2400.0
14999.056913917715,8047.356581977324,2400.0
14259.734215379754,8047.356581977324,2400.0
14518.354725791385,8047.356581977324,2400.0
15008.19990271678,8047.356581977324,2400.0
15930.705122123898,8047.356581977324,2400.0
16166.972007260007,8047.356581977324,2400.0
15909.119902677696,8047.356581977324,2400.0
15180.284483918862,8047.356581977324,2400.0
14345.74525575415,8047.356581977324,2400.0
14690.62891838799,8047.356581977324,2400.0
15100.586343528092,8047.356581977324,2400.0
15752.812681887115,8047.356581977324,2400.0
15834.000774102526,8047.356581977324,2400.0
15309.819114904123,8047.356581977324,2400.0
14569.472258052165,8047.356581977324,2400.0
14011.845075359652,8047.356581977324,2400.0
14358.853029323163,8047.356581977324,2400.0
14483.245819724156,8047.356581977324,2400.0
15431.755655587374,8047.356581977324,2400.0
15743.835408277811,8047.356581977324,2400.0
14765.142301849453,8047.356581977324,2400.0
14075.303302028931,8047.356581977324,2400.0
13383.343865074194,8047.356581977324,2400.0
13658.878083594427,8047.356581977324,2400.0
14321.704765206445,8047.356581977324,2400.0
14721.745397430112,8047.356581977324,2400.0
14966.340662444738,8047.356581977324,2400.0
14447.605494701696,8047.356581977324,2400.0
13459.917720533927,8047.356581977324,2400.0
12941.319034468539,8047.356581977324,2400.0
12841.636878030044,8047.356581977324,2400.0
13761.91081471677,8047.356581977324,2400.0
14231.747772755292,8047.356581977324,2400.0
14468.457603698022,8047.356581977324,2400.0
13914.70160196271,8047.356581977324,2400.0
12868.065778199514,8047.356581977324,2400.0
12062.32823245846,8047.356581977324,2400.0
12186.623551053439,8047.356581977324,2400.0
13402.690401723177,8047.356581977324,2400.0
13528.175422141287,8047.356581977324,2400.0
13901.66506043328,8047.356581977324,2400.0
13398.633166428683,8047.356581977324,2400.0
12419.4744081383,8047.356581977324,2400.0
12025.60087719058,8047.356581977324,2400.0
12428.25993294148,8047.356581977324,2400.0
12820.872706600667,8047.356581977324,2400.0
13546.26242614174,8047.356581977324,2400.0
13883.645616976532,8047.356581977324,2400.0
13396.619784004954,8047.356581977324,2400.0
12593.051909444568,8047.356581977324,2400.0
11970.761480164027,8047.356581977324,2400.0
11922.482545728148,8047.356581977324,2400.0
13347.872147634751,8047.356581977324,2400.0
13882.567388662215,8047.356581977324,2400.0
14132.126999608192,8047.356581977324,2400.0
13209.165218962102,8047.356581977324,2400.0
12378.90773438139,8047.356581977324,2400.0
12263.529632178474,8047.356581977324,2400.0
12705.021133039814,8047.356581977324,2400.0
13318.440828200459,8047.356581977324,2400.0
14685.763322592702,8047.356581977324,2400.0
13819.774742018091,8047.356581977324,2400.0
13745.767369259898,8047.356581977324,2400.0
13347.903525302247,8047.356581977324,2400.0
12758.198602588638,8047.356581977324,2400.0
13625.422618699917,8047.356581977324,2400.0
14389.722624001926,8047.356581977324,2400.0
15190.478699744148,8047.356581977324,2400.0
15427.725618469156,8047.356581977324,2400.0
