onshore wind,gas,nuclear
12939.394239467776,8047.356581977324,2400.0
12485.20314804225,8047.356581977324,2400.0
12117.602267130047,8047.356581977324,2400.0
12098.420401993886,8047.356581977324,2400.0
12602.451317656702,8047.356581977324,2400.0
13642.46357090524,8047.356581977324,2400.0
13722.754676583922,8047.356581977324,2400.0
13978.41337481282,8047.356581977324,2400.0
13336.30876618831,8047.356581977324,2400.0
12795.64395546393,8047.356581977324,2400.0
12522.101560868872,8047.356581977324,2400.0
13253.864930534199,8047.356581977324,2400.0
13827.343724907749,8047.356581977324,2400.0
15027.802858038938,8047.356581977324,2400.0
14878.830792203706,8047.356581977324,2400.0
14486.912013003044,8047.356581977324,2400.0
12864.628311937502,8047.356581977324,2400.0
13569.52025784249,8047.356581977324,2400.0
12664.748687313288,8047.356581977324,2560.7592023144025
13903.467573275322,8047.356581977324,2400.0
14544.607105538773,8047.356581977324,2400.0
12928.034079861916,8047.356581977324,3264.3012967904724
13977.944993958048,8047.356581977324,2400.0
13270.999103107799,8047.356581977324,2400.0
12652.87540455948,8047.356581977324,2400.0
13194.93539284261,8047.356581977324,2400.0
14075.684669448787,8047.356581977324,2400.0
14269.786326338433,8047.356581977324,2400.0
14379.676375643694,8047.356581977324,2400.0
13442.261039739094,8047.356581977324,2400.0
13002.331562777543,8047.356581977324,2400.0
12678.893125412975,8047.356581977324,2400.0
12891.938823246515,8047.356581977324,2400.0
13620.97446538995,8047.356581977324,2400.0
13897.247466463314,8047.356581977324,2400.0
13714.441081533168,8047.356581977324,2400.0
13316.776477509415,8047.356581977324,2400.0
12505.025811828726,8047.356581977324,2400.0
12019.393343715243,8047.356581977324,2400.0
12426.366971338482,8047.356581977324,2400.0
13229.999648726993,8047.356581977324,2400.0
13222.939050027,8047.356581977324,2400.0
13362.074809167105,8047.356581977324,2400.0
12659.47984048123,8047.356581977324,2400.0
11738.770133161886,8047.356581977324,2400.0
11843.549712382739,8047.356581977324,2400.0
12175.817956628662,8047.356581977324,2400.0
12459.144079459902,8047.356581977324,2400.0
12998.322015379465,8047.356581977324,2400.0
12914.99810422681,8047.356581977324,2400.0
12094.247571308437,8047.356581977324,2400.0
11472.893983983337,8047.356581977324,2400.0
