hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km
hex_000,-19.712527417328438,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.32873897912859,401.94869598655094,209.80741851465152
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662
hex_002,-18.69682496106341,15.561555013934127,0.5817130228384195,0.649807766345918,25.688858679272826,17.689641590834682,238.2976785700376,63.933817239716994
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675
hex_004,-27.869871825348206,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117783,349.6854701288347,216.0451032366615
hex_005,-17.292531780358928,13.652599027179999,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.00028115508482
hex_006,-19.866323576115764,12.818901074696603,0.8211226579792855,0.29689983490629557,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741
hex_007,-19.567228336676553,17.65986896716307,0.8293347235199925,0.33293312913653694,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166
hex_008,-27.46263640789345,14.176730886712377,0.7151274927751562,0.35159505814683967,30.333727092025153,87.51235910013904,338.58742899357145,278.63095254691973
hex_009,-23.595368745253197,20.377395925555145,0.7037648207335433,0.40041297585977775,148.97292018353946,92.46905153820119,125.48262700606045,122.28556717835748
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.41417814169599093,231.6544290023153,110.00540957137534,116.02705300250129,149.13229337870234
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.54494276525682
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.49656040434078613,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623
hex_015,-26.273135338582676,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275887,45.13975177963021,88.8780555894052,277.818486647048
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.40995734799851846,239.8470072441541,99.74497943275716,273.72842826917116,12.333549958945614
hex_017,-28.234192926749895,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101055,97.18192517565191,394.80729796848436,168.7834224864133
hex_018,-19.068425936089014,20.554937055649656,0.7072747353663466,0.40749669176341285,196.77013067632012,38.739528245903124,96.43125291441223,192.02265794592012
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.49914503861491566,25.268849980997448,114.39502801329965,146.5424160760417,36.23973410647223
hex_020,-19.902947118975515,13.798714834651516,0.8125590393967337,0.6760462206186093,124.23129105534929,35.61922273867412,352.05812882611815,46.400181133854225
hex_021,-24.74568838244158,11.103071776514078,0.7190653460279761,0.29090193652114776,125.22321361685762,62.29179837857403,437.6036274668256,128.63872419830963
hex_022,-17.35162370726116,22.016941285029937,0.7956775237557412,0.6151635465318787,234.76748146887078,31.45984577754473,230.32612192903062,290.0384140822386
hex_023,-18.282546544133627,20.30791199228845,0.6838074058933349,0.5856603403498417,145.07337283213846,112.38918483582664,73.31490112255034,180.83255320414
hex_024,-19.659398035114858,20.87231530076869,0.7136946153434929,0.4608775066454809,121.00490325895369,20.58833029226016,16.13196659160868,280.2418503720623
hex_025,-26.66433550577639,21.93020643430755,0.711826210600167,0.33309132184173185,70.40903745751393,6.344363707687149,111.04865319949631,242.28647010582637
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.776550140361515,68.00177582606926,142.877572458811
hex_027,-28.474354810553255,18.962376743340513,0.7986972480785581,0.4705760936404297,132.56473860552677,119.0926921226446,308.1698163896573,236.50521752939528
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382
hex_029,-20.803412561090546,12.603421029503629,0.7512494118727687,0.5532778218285165,10.294959570680955,90.08435431537696,232.78516991307853,37.19747904589181
