hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,pv_share,wind_share,solar_lcoe,wind_lcoe,renewable_lcoe,delivered_power_cost_per_mwh,effective_cf,electrolyzer_cost,electricity_cost,infrastructure_cost,ammonia_conversion_cost,shipping_cost,reconversion_cost,delivered_cost_eur_per_kg,scenario,europe_h2_cost,cost_gap_vs_europe,competitive_vs_europe,rank
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,0.71354870705959,0.28645129294041005,20.389313870720105,34.67547115899619,24.481602097096854,27.044186581811932,0.7291002269881327,0.8688901833068553,1.6821484053887024,0.38282639794543083,0.5853050423815503,2.590909090909091,1.0442136622952911,7.3755595693061045,baseline,7.2,0.17555956930610428,False,1.0
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,0.5458703004753137,0.4541296995246863,22.15716327628381,29.132168502529474,25.32472030386187,25.875163909565636,0.7668373111217469,0.8261309415814398,1.6094351951749828,0.547088551782842,0.57595286100358,2.590909090909091,1.0442136622952911,7.416216806955904,baseline,7.2,0.21621680695590406,False,2.0
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,0.547621928586724,0.452378071413276,20.80397495832473,27.466198624058613,23.817818851553312,24.389281994594,0.8051000486985911,0.786868701474837,1.5170133400637469,0.7409278845610147,0.5640658056838069,2.590909090909091,1.0442136622952911,7.468039675245143,baseline,7.2,0.2680396752451424,False,3.0
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,0.605418632293206,0.394581367706794,21.2780444324926,31.018809150471856,25.121568697422937,26.386592284941408,0.7579570534752632,0.835809927451864,1.6412460401233557,0.6524900997505796,0.5800442880065861,2.590909090909091,1.0442136622952911,7.5718691840585235,baseline,7.2,0.3718691840585233,False,4.0
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,0.5292119448789092,0.4707880551210908,23.174175503824657,29.66197262454423,26.228552892308436,26.579096230855345,0.7462880636274893,0.8488786847232823,1.6532197855592026,0.6405219998674948,0.5815843195738977,2.590909090909091,1.0442136622952911,7.586935611266247,baseline,7.2,0.38693561126624676,False,5.0
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,0.71354870705959,0.28645129294041005,20.389313870720105,34.67547115899619,24.481602097096854,27.044186581811932,0.7291002269881327,0.6466089017125111,1.6821484053887024,0.38282639794543083,0.536256505329032,2.4886363636363638,1.0106068734303237,6.60575613138388,derisked,7.4,-0.7942438686161202,True,1.0
hex_028,-27.148526095189425,12.957157973787204,0.7030597659797276,0.5849014317032056,112.53330777473644,107.10959468433477,63.60630203655369,10.261851273211382,0.5458703004753137,0.4541296995246863,22.15716327628381,29.132168502529474,25.32472030386187,25.875163909565636,0.7668373111217469,0.6147884175347467,1.6094351951749828,0.547088551782842,0.5269043239510617,2.4886363636363638,1.0106068734303237,6.657690438670435,derisked,7.4,-0.7423095613295656,True,2.0
hex_015,-26.27313533858268,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275889,45.13975177963021,88.8780555894052,277.818486647048,0.547621928586724,0.452378071413276,20.80397495832473,27.466198624058613,23.817818851553312,24.389281994594,0.8051000486985911,0.5855703247977757,1.5170133400637469,0.7409278845610147,0.5150172686312886,2.4886363636363638,1.0106068734303237,6.719868098062386,derisked,7.4,-0.6801319019376146,True,3.0
hex_019,-21.420027210535224,12.956534770530338,0.7658539691076715,0.4991450386149156,25.268849980997448,114.39502801329964,146.5424160760417,36.23973410647223,0.605418632293206,0.394581367706794,21.2780444324926,31.018809150471856,25.121568697422937,26.386592284941408,0.7579570534752632,0.6219913052455354,1.6412460401233557,0.6524900997505796,0.5309957509540678,2.4886363636363638,1.0106068734303237,6.810790137257965,derisked,7.4,-0.5892098627420355,True,4.0
hex_026,-23.39934795527559,17.42482085753676,0.630416035441096,0.5608194261570805,86.23440434892528,52.77655014036152,68.00177582606926,142.877572458811,0.5292119448789092,0.4707880551210908,23.174175503824657,29.66197262454423,26.228552892308436,26.579096230855345,0.7462880636274893,0.6317167860351312,1.6532197855592026,0.6405219998674948,0.5325357825213793,2.4886363636363638,1.0106068734303237,6.822409887680305,derisked,7.4,-0.5775901123196956,True,5.0
