energy,kx,intensity
-0.5,0.08255033557046976,0.5072620565446982
-0.4949748743718593,0.08255033557046976,0.5070954717820356
-0.4899497487437186,-0.08255033557046981,0.5059437538684971
-0.4849246231155779,-0.08255033557046981,0.5030968277914099
-0.4798994974874372,0.07852348993288588,0.5046448313794842
-0.4748743718592965,0.07852348993288588,0.5071362901405331
-0.46984924623115576,0.07852348993288588,0.5077090101782561
-0.4648241206030151,-0.07852348993288591,0.5063997894629951
-0.45979899497487436,-0.07852348993288591,0.5032406548950416
-0.4547738693467337,-0.07449664429530203,0.5063029039637706
-0.44974874371859297,-0.07449664429530203,0.5082640739914983
-0.44472361809045224,-0.07449664429530203,0.5083730965421062
-0.4396984924623116,0.074496644295302,0.5066715491557903
-0.43467336683417085,0.07046979865771807,0.5042704646793117
-0.4296482412060302,0.07046979865771807,0.5078564051147436
-0.42462311557788945,0.07046979865771807,0.5095348210957826
-0.41959798994974873,0.07046979865771807,0.5093660900294686
-0.41457286432160806,0.07046979865771807,0.5073498888350605
-0.40954773869346733,0.0664429530201342,0.5061962296652092
-0.40452261306532666,-0.06644295302013425,0.5094542507074624
-0.39949748743718594,-0.06644295302013425,0.5108300052024788
-0.3944723618090452,0.0664429530201342,0.5103416870395809
-0.3894472361809045,0.0664429530201342,0.508062549489001
-0.3844221105527638,0.06241610738255032,0.5085594681539259
-0.37939698492462315,0.06241610738255032,0.5115022628310102
-0.3743718592964824,0.06241610738255032,0.512622318372887
-0.3693467336683417,0.06241610738255032,0.5118173589849692
-0.364321608040201,0.06241610738255032,0.5090726280699789
-0.3592964824120603,-0.05838926174496645,0.5112069928888308
-0.35427135678391963,-0.05838926174496645,0.5139134368440398
-0.3492462311557789,-0.05838926174496645,0.5146920486996956
-0.3442211055276382,-0.05838926174496645,0.5134958548064626
-0.33919597989949746,-0.05838926174496645,0.5104942378281564
-0.3341708542713568,-0.05436241610738257,0.5142175459404282
-0.3291457286432161,-0.05436241610738257,0.5164845031322991
-0.3241206030150754,-0.05436241610738257,0.516911243512492
-0.31909547738693467,-0.05436241610738257,0.5155161229573859
-0.31407035175879394,0.05033557046979864,0.5138893324269924
-0.30904522613065327,0.05033557046979864,0.5178044543874354
-0.30402010050251255,0.05033557046979864,0.5198331832164769
-0.2989949748743719,-0.05033557046979867,0.5199978337222895
-0.29396984924623115,-0.05033557046979867,0.5183662355397436
-0.2889447236180904,-0.046308724832214765,0.5187594657465717
-0.28391959798994976,-0.046308724832214765,0.5224026665399428
-0.27889447236180903,-0.046308724832214765,0.5241712084714992
-0.27386934673366836,-0.046308724832214765,0.5240748379255757
-0.26884422110552764,-0.046308724832214765,0.5221990349781842
-0.2638190954773869,-0.04228187919463089,0.5247666191887319
-0.25879396984924624,0.042281879194630834,0.5281765666726516
-0.2537688442211055,0.042281879194630834,0.5298004867037687
-0.24874371859296485,0.042281879194630834,0.5296174228532964
-0.24371859296482412,0.042281879194630834,0.5275648691896726
-0.2386934673366834,0.03825503355704696,0.5326376180358217
-0.23366834170854273,-0.038255033557047013,0.5359845017575431
-0.228643216080402,-0.038255033557047013,0.5375193998327845
-0.22361809045226128,0.03825503355704696,0.5372208477107686
-0.2185929648241206,0.03422818791946308,0.5384303785402421
-0.21356783919597988,0.03422818791946308,0.5436568819877474
-0.2085427135678392,0.03422818791946308,0.5470795739909522
-0.20351758793969849,-0.03422818791946308,0.5486141573911706
-0.19849246231155776,-0.03422818791946308,0.5483331215916977
-0.1934673366834171,0.03020134228187915,0.5534115408354957
