Bus1->Bus2,Bus2->Bus3,Bus3->Bus4,Bus4->Bus5,Bus6->Bus7,Bus7->Bus8,Bus8->Bus9,Bus9->Bus10,Bus10->Bus11,Bus11->Bus12,Bus12->Bus13,Bus13->Bus14,Bus14->Bus15,Bus15->Bus16,Bus16->Bus17,Bus17->Bus18,Bus18->Bus19,Bus19->Bus20,Bus1->Bus6,Bus2->Bus7,Bus3->Bus8,Bus4->Bus9,Bus5->Bus10
0.3948677008719342,0.88536164501208,0.7691623608405049,0.16852463023053454,0.44817438131756787,0.49302308215429586,0.22401898057683392,0.6290125367414652,0.6447562140683903,0.8351779456787064,0.9292079826720826,1.0,0.21559147572584716,0.6538055260704013,0.5029189195827943,0.32510726534640655,0.21291148249329508,0.11206490963886773,1.0,1.0,1.0,1.0,1.0
0.3789614438894268,0.849890006661832,0.2399757222033364,0.08484989684784891,0.4261451668504211,0.8357859975143028,1.0,1.0,0.3434228866535326,0.5422106335778992,0.6384344261005548,0.7133497159388353,0.36599704880232675,0.6656387182894854,0.4994578547582982,0.3337869513455631,0.21195822828726996,0.11111165543284278,1.0,1.0,1.0,1.0,1.0
0.38215617535499724,0.8273513809147589,0.7884530495216497,0.18703362493121625,0.43643153486549874,0.8319128099057571,0.4733497305633511,0.24176572801715282,0.7255680511111005,0.9066413091951361,1.0,1.0,0.17752592973162754,0.29796545814253605,0.4511189929434924,0.6337185971124695,0.2256775789006806,0.11646639272239208,1.0,1.0,1.0,1.0,1.0
0.41012768931989324,0.8455894917452752,0.013569420834374478,0.2463914570729189,0.4275022235714507,0.8333402094283386,0.5256945822102318,0.13201933157712537,0.33728895067271353,0.5178179409565157,0.104312664415592,1.0,0.824138492067872,0.675271196049661,0.5208048374234965,0.3428202944964405,0.23714176760549127,0.12241870297119022,1.0,1.0,1.0,1.0,1.0
0.42331602328306317,0.7720021590096255,0.10604168872149075,0.2745547375946008,0.07055079063530438,0.5797837887742989,1.0,0.8122884134020862,0.32261121108915525,0.139932952867721,0.021339488221061766,0.060225434531267275,0.8427751102120141,0.6767400159953307,0.5252755267740182,0.32669030025870743,0.22897187950851877,0.11703971971989613,1.0,1.0,1.0,1.0,1.0
0.44959654681008576,0.9336067443603461,0.07937315965857737,0.13263297026414256,0.7558733383677348,0.3442349945275495,1.0,0.6005018068927842,0.11362342148549341,1.0,0.8781636893571276,0.7976808539062333,0.38445580695955306,0.7127723883456035,0.5468735539606705,0.3494259761517844,0.24196867448735193,0.11610419297940117,1.0,1.0,1.0,1.0,1.0
0.4709441425614748,0.0169958307377447,0.23094817497956616,0.07309327164883371,0.43124486590332745,0.8410597344626354,0.2300885587834884,1.0,0.5266617532294188,1.0,1.0,1.0,0.7940614016099902,0.6366815700392079,0.4701774562527207,0.2927610521585888,0.20762426285924265,0.10677769000481549,1.0,1.0,1.0,1.0,1.0
0.47303163497984735,0.5400301176274755,0.18838250925939307,0.23196189148637922,0.4297591045610421,0.8280425499621844,0.0654004013888345,0.3149253970256739,0.8182990155695723,1.0,0.6744533078597121,1.0,0.81055026724031,0.6569985965977411,0.5056732614644088,0.32508800355487183,0.22737148324142217,0.10911472081397114,1.0,1.0,1.0,1.0,1.0
0.45612820453121006,0.8619646942033925,0.4335397211803885,0.4111684254877933,1.0,0.5939741110946672,0.11767275316243285,0.5134516976397434,1.0,0.9151284318465827,1.0,0.6204559209179108,0.7958497012119675,0.6432779858603619,0.4967254298793952,0.31569043273774605,0.22926822173028158,0.12842164887585442,1.0,1.0,1.0,1.0,1.0
0.4348839028483006,0.9007969144699868,0.696561837752293,0.33627596317355196,0.8907570690304522,0.4809671138030246,0.5754045475962067,0.18734422553139102,0.3004977844000659,1.0,1.0,0.9291110112032056,0.8175494027999204,0.6818636684151587,0.5219141889136856,0.3453065955377604,0.25927232348028484,0.13089667548463968,1.0,1.0,1.0,1.0,1.0
0.4220856290782353,0.14573364762715002,0.10179294938991987,0.18686773317064745,0.43762874700691157,0.24914372028878215,0.7278009372375243,0.34040489723537587,0.15943161846649517,0.335560876633335,0.4225789599144725,0.5130809746032875,0.4411397829320563,0.6602861386802154,0.5040521504788172,0.3219444191503291,0.23580124461926716,0.11379335465340028,1.0,1.0,1.0,1.0,1.0
0.4404377702599556,0.3002138954623417,0.09489108364121453,0.043117726368950435,0.45405112931953556,0.333746793893987,0.36502083823542414,0.552803450530609,0.04180663239805599,1.0,1.0,0.914166476737243,0.8266947930085026,0.6690441274628866,0.5032200602675412,0.33190667457465495,0.2453338087288088,0.11594585541703782,1.0,1.0,1.0,1.0,1.0
0.46607892203004486,0.214918735565726,0.2321672662033203,0.11122484255912816,0.4308533829062131,0.8641380907767492,0.025067314580339006,0.4031238024095528,0.8570456535741974,1.0,0.6112245118774877,1.0,0.7967031699295923,0.653299828635003,0.47232164146917205,0.3062589194046477,0.22424405293050567,0.10543685177062308,1.0,1.0,1.0,1.0,1.0
0.48592878466282446,0.09634795562210939,0.20094165348294496,0.27523063678660187,1.0,1.0,0.3011689642078527,0.09387907266630609,0.90605588166251,0.7315321414377202,1.0,1.0,0.8453747883527394,0.7000309937917296,0.5339846366289094,0.35214750870633543,0.2673749000385546,0.1249162003946296,1.0,1.0,1.0,1.0,1.0
0.4861136430792276,0.5521056056194434,0.43300098042235297,0.43159319352990805,0.44011182908980045,0.8557108766186974,0.17248337774730715,1.0,0.4927538516515075,0.3338030705178664,1.0,1.0,0.8463608947047347,0.7106751603199731,0.5386429417719589,0.3586882576621374,0.2604991840410072,0.11828616604484632,1.0,1.0,1.0,1.0,1.0
0.467602163480026,0.6110303591504712,0.4260000217936655,0.2628195606570383,0.4554834238511539,0.5622136522225281,0.12461357780589752,1.0,0.48957888325209403,1.0,0.8941654559595883,1.0,0.8515415739786968,0.6994563061351868,0.5247906567571868,0.3612727249786345,0.2688889038533123,0.12926045701433977,1.0,1.0,1.0,1.0,1.0
0.4454615305919935,0.5336504883543003,0.3105321590806874,0.5293965587931362,0.9916719049797633,0.5763423159152302,0.12752333178863737,0.5338518945025016,0.23775068506062125,0.4040149324615599,1.0,1.0,0.6134538571545166,0.687346540459337,0.5034046832529697,0.3250885754439085,0.23341000410640245,0.09909457865825862,1.0,1.0,1.0,1.0,1.0
0.4373791486278703,0.6180301936108139,0.7681824736903133,0.40867305424209166,0.9060794517144725,0.4675309071725529,0.23975032677838953,0.6379781804107113,0.027571344592869355,0.20047237927041114,1.0,0.8916007050078951,0.4822693251753415,0.6390809594396147,0.4850040398726744,0.32420633604871785,0.24499108170183825,0.10198504400551701,1.0,1.0,1.0,1.0,1.0
0.4187192167778927,0.458470079273378,0.7073647260640069,0.48004040519258395,0.4524795534416231,0.8730056500678239,0.15817562825426804,0.5589110351299437,0.2408667476516177,0.39685114588392134,0.5212948175075851,1.0,0.8141619114454732,0.6519760746779657,0.48071746351784134,0.3133210960137943,0.23735102218258652,0.10587244231427995,1.0,1.0,1.0,1.0,1.0
