r_p_um,k_ref,d_sei,r_ohm,tau_diff,thermal_gain,thermal_loss,q_loss,capacity_max,v_start,v_mid,v_end,v_mean,v_slope,temp_rise,temp_max,v_q1,t_q1,v_q2,t_q2,v_q3,t_q3,v_q4,t_q4,v_q5,t_q5
9.27226043951444,1.2927481620803307,0.09920594502224683,0.05863464915329539,0.8170234033766817,1.9051218882418162,0.9326252736975672,0.07143007316982118,0.695644277259558,4.25,3.7521106012421157,2.8925052104207203,3.6953845347310748,1.3574947895792797,0.5305527424180134,26.337375171200964,4.1843558493469075,25.650630774671775,4.018019898764277,25.697515596706403,3.756421820902899,25.871660318778183,3.4705605554827046,26.092446373215346,3.015238138817877,26.237203551703452
10.938718863673245,1.3393994854161393,0.15267477832660206,0.027272362723089555,1.8291962847464964,4.335886191933646,0.6800136048680998,0.03636667497911928,0.7219122529799217,4.25,3.745050230686787,2.878859601840648,3.6917983319894643,1.3711403981593522,2.717462144732618,29.55371747825925,4.202771340585604,26.95823289823275,4.021897031891987,27.342448537378807,3.7494689426530856,28.051522408934648,3.459257964359875,28.793979849973145,3.0024152598801663,29.248247703462052
9.56445415212984,1.6065815769918612,0.006436769118890949,0.06742864832451273,0.5580662592153753,3.2232273701593503,0.531480257970184,0.19875945928145458,0.6002546289237579,4.25,3.76334634408813,2.9113793718248213,3.705267949786823,1.3386206281751787,1.9413259120354702,28.30636830190148,4.183286192435208,26.43080458014129,4.023084101949316,26.701943593811688,3.767577422819486,27.212738818263038,3.4858752045790276,27.7521479228927,3.032722571463311,28.08333041599011
8.302216165029263,0.659740481722864,0.06903702194340916,0.02835214859599433,1.3425631666278575,2.0865847552337877,0.7835341795872237,0.03471905317651608,0.7231465797063769,4.25,3.7237288128814807,2.8474030939198185,3.671090912464499,1.4025969060801815,0.843604929374731,26.727277197521765,4.188681690188353,25.795611706391952,4.005671099425483,25.89520897239689,3.7282391236550447,26.140311905337345,3.4326414443697697,26.423847649607477,2.972808192329545,26.60409247903321
5.246741746418619,1.76883938705862,0.20542512338575672,0.03642970778318234,2.1089479434887366,3.31762147536887,0.15594488857338226,0.0360140454679665,0.7221764277010045,4.25,3.7361218656473256,2.8741677970033264,3.6842179819412015,1.3758322029966736,2.450488801709291,28.855507259089922,4.193726003717376,26.615727755151042,4.011961011718822,26.977934981187282,3.7405108004874084,27.597368832998914,3.4523604399310885,28.224457009242627,2.9968487774613948,28.602726099964865
11.275628480811276,1.301556429071923,0.1881388152494438,0.03719792703900362,0.4882430070859435,0.8459761782125159,0.8340819708700741,0.031218408685705943,0.7257691105857316,4.25,3.785992687311256,2.9233854927797487,3.7258404835316177,1.3266145072202513,-0.18205131959700083,25.358272380896242,4.212989471820384,25.156854785983,4.050437598098756,25.10091728914114,3.790307146309433,25.09174675986584,3.5034157648454167,25.123414456725357,3.0469768093526017,25.15317205525264
4.51317504496025,1.4784803300218543,0.10300002549931246,0.05184387182346382,1.5248942707586068,4.41667574571704,1.0255825756483454,0.0763202662368613,0.6919807569112376,4.25,3.7392818982318854,2.881551969988385,3.6856973067106957,1.3684480300116149,2.4066179116233464,29.277087761505133,4.183543743862466,26.880420193345785,4.009332858909479,27.20536062553421,3.7436120287614782,27.8527793743552,3.4580057589825093,28.551623916602626,3.0035681149408076,28.984476437273127
9.105410842244616,0.9925750117387295,0.07329450083385343,0.03347998099428054,1.2148111493028868,4.9626445189692845,0.901086933647634,0.05090188916818719,0.7110231015254009,4.25,3.75126316538555,2.885947511348562,3.6961983484224237,1.364052488651438,2.978201084332163,30.07988965800991,4.199127722525115,27.19953614536861,4.02434376809409,27.615017486728537,3.755654268940278,28.39923461196367,3.466223729034522,29.228025799162637,3.009470347093228,29.73704152858267
8.713652816799993,0.7645952274657893,0.16678910912201517,0.0693208038812618,1.9972682734603566,1.0478164130538383,0.18651550762210944,0.007233470775978422,0.7437375848117757,4.25,3.661449389392506,2.7830882152147653,3.61333322313592,1.4669117847852347,0.6369172221764181,26.08066929311553,4.138428950116508,25.466972171973353,3.948213477904592,25.55618543457921,3.6660004488532922,25.723442751974005,3.3689671703103485,25.899721230873244,2.9087243755362837,26.007864534488014
6.811465969267318,0.8663547473521795,0.16331713812730858,0.050655892363953854,1.1691579687336036,3.246690417426366,0.5393191829249162,0.08780838043777398,0.6833743604843687,4.25,3.725267972683272,2.854966472913607,3.671359908813316,1.395033527086393,1.9888519366017832,28.36383096773965,4.176963896526887,26.451779298026068,4.000769721254243,26.731029418547067,3.729700110142228,27.252459353001402,3.4377863488877556,27.80110212967615,2.9795128451317403,28.137455786027637
