hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,lcoe_pv,lcoe_wind,lcoe_selected,tech_selected,flh_ely,c_electricity,c_electrolyser,c_storage,c_water,c_road_infra,lcoh_production,c_nh3_synth,c_road_transport,c_shipping,c_port,c_reconversion,lcoh_delivered
hex_000,-19.71252741732844,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.3287389791286,401.9486959865509,209.80741851465152,51.19272518683994,40.20068964789484,40.20068964789484,wind,3110.559994179432,1.9124042361069973,1.1181299172782182,0.4032845184531334,0.03099364158185,0.09245357283966049,3.5572658862598594,0.8949091185124226,0.15147380422962747,0.4,0.1,0.85,5.953648809001908
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,40.105104050253445,40.53509758567294,40.105104050253445,solar,2032.3868051019554,1.9078570926763423,1.7112934310781005,0.4032845184531334,0.03029190026814562,0.10019247433691464,4.152919416812636,1.3096735780405075,0.15184379482149238,0.4,0.1,0.85,6.964436789674635
hex_002,-18.69682496106341,15.561555013934129,0.5817130228384195,0.649807766345918,25.688858679272823,17.689641590834682,238.2976785700376,63.933817239716994,58.38294334210492,38.48727683276033,38.48727683276033,wind,3249.0388317295897,1.8308947407584557,1.0704735674486547,0.40328451845313334,0.027915903287429246,0.016465230346570436,3.3490339602942436,0.8567667690783698,0.09962587163712822,0.4,0.1,0.85,5.655426601009742
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,47.39926518397877,46.72657228747728,46.72657228747728,wind,2676.1358866179326,2.222849795961419,1.2996388585395227,0.40328451845313346,0.03172905464691393,0.06229763439850433,4.019799861999493,1.040182046207335,0.07133735426681845,0.4,0.1,0.85,6.4813192624736455
hex_004,-27.86987182534821,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117785,349.6854701288347,216.0451032366615,44.32103992545222,51.40608704073382,44.32103992545222,solar,1839.0607356252015,2.108415185025084,1.8911883232602484,0.4032845184531333,0.03115924390334369,0.012956987009778787,4.447004257651588,1.4473493166582716,0.13491576350299522,0.4,0.1,0.85,7.379269337812854
hex_005,-17.292531780358928,13.65259902718,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.0002811550848,41.999981031972276,46.482094180956864,41.999981031972276,solar,1940.693359526227,1.997999097663824,1.7921482401680682,0.40328451845313334,0.03128580574492535,0.07539028946010409,4.300107951490055,1.3715527421859155,0.11953271715201283,0.4,0.1,0.85,7.1411934108279835
hex_006,-19.866323576115764,12.818901074696605,0.8211226579792855,0.2968998349062955,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,41.36059104411755,84.23491174835505,41.36059104411755,solar,1970.6943791502852,1.967582402527306,1.7648653316200231,0.40328451845313334,0.027514331735668147,0.032081155079257344,4.195327739415388,1.3506728020140188,0.07938478070766533,0.4,0.1,0.85,6.975385322137073
hex_007,-19.567228336676557,17.65986896716307,0.8293347235199925,0.3329331291365369,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,40.95103881529606,75.11818200938659,40.95103881529606,solar,1990.403336447982,1.9480994179276554,1.7473896497719619,0.4032845184531334,0.027465643539662372,0.07397058595929572,4.200209815651709,1.3372984511522683,0.040465310525491634,0.4,0.1,0.85,6.927973577329468
hex_008,-27.46263640789345,14.176730886712376,0.7151274927751562,0.3515950581468396,30.333727092025157,87.51235910013904,338.58742899357145,278.63095254691973,47.49099817424876,71.13106629896978,47.49099817424876,solar,1716.3059826603749,2.2592146274321196,2.026451124752047,0.40328451845313334,0.032500174388149006,0.08145507885824779,4.802905523883697,1.5508675759984851,0.13139968094039545,0.4,0.1,0.85,7.835172780822578
hex_009,-23.5953687452532,20.377395925555145,0.7037648207335433,0.4004129758597777,148.97292018353946,92.4690515382012,125.48262700606044,122.28556717835748,48.257766590749554,62.45884349210279,48.257766590749554,solar,1689.035569760504,2.2956908963885145,2.0591692982960366,0.40328451845313334,0.029223362150107804,0.08606868746816347,4.873436762755956,1.5759071902657542,0.06388379510593645,0.4,0.1,0.85,7.863227748127646
