target_tg,acid,epoxide,pred_tg_ensemble,pred_tg_std,target_error,novelty,mw_total,selection_score
373.15,O=C(O)CCOCCC(=O)O,CCc1cc(OCC2CO2)c(CC)cc1OCC1CO1,372.7145690917969,3.632153296470642,0.43543090820310226,0.4925373134328358,440.48900000000003,2.6115276869002164
373.15,O=C(O)CCOCCC(=O)O,CCN(CC)C(=O)c1c(OCC2CO2)cccc1OCC1CO1,372.7145690917969,3.632153296470642,0.43543090820310226,0.4415584415584416,483.5140000000001,3.3476509181465826
373.15,O=C(O)CCOCCC(=O)O,c1cc(OCC2CO2)cc(Oc2cccc(Oc3cccc(OCC4CO4)c3)c2)c1,372.916259765625,2.4137042999267577,0.23374023437497726,0.48484848484848486,568.5750000000002,3.4931401852694206
373.15,O=C(O)CCOCCC(=O)O,COC(=O)c1c(OCC2CO2)cc(OC)cc1OCC1CO1,373.7818908691406,4.887789916992188,0.6318908691406477,0.46478873239436624,472.4430000000001,3.5451464581728884
373.15,O=C(O)CCOCCC(=O)O,O=C(CO)c1ccc(OCC2CO2)c(OCC2CO2)c1,373.7818908691406,4.887789916992188,0.6318908691406477,0.36923076923076925,442.417,3.8182342371544697
373.15,O=C(O)CCOCCOCCOCCOCCC(=O)O,CCc1cc(OCC2CO2)c(CC)cc1OCC1CO1,372.7145690917969,3.632153296470642,0.43543090820310226,0.4776119402985075,572.6479999999999,4.022669925706185
423.15,O=C(O)CCOCCC(=O)O,Cc1c(OCC2CO2)ccc(OCC2CO2)c1C,418.8289489746094,7.950740718841553,4.321051025390602,0.4769230769230769,412.43499999999995,7.174010707620451
423.15,O=C(O)CCOCCOCCOCCOCCC(=O)O,Cc1c(OCC2CO2)ccc(OCC2CO2)c1C,418.8289489746094,7.950740718841553,4.321051025390602,0.46153846153846156,544.5939999999999,8.587908399928143
423.15,O=C(O)CCOCCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1,418.44586181640625,5.962885856628418,4.704138183593727,0.453125,546.5730000000001,8.643695354919412
423.15,O=C(O)CCOCCOCCOCCOCCC(=O)O,O=C(NCc1ccc(OCC2CO2)cc1)NCc1ccc(OCC2CO2)cc1,418.44586181640625,5.962885856628418,4.704138183593727,0.45833333333333337,678.7320000000001,9.934035354919413
423.15,O=C(O)CCOCCC(=O)O,CCc1cc(OCC2CO2)c(CC)cc1OCC1CO1,412.83331298828125,6.562301158905029,10.316687011718727,0.4925373134328358,440.48900000000003,13.078813362902721
423.15,O=C(O)CCOCCC(=O)O,CCN(CC)C(=O)c1c(OCC2CO2)cccc1OCC1CO1,412.83331298828125,6.562301158905029,10.316687011718727,0.4415584415584416,483.5140000000001,13.814936594149087
473.15,O=C(O)CCOCCC(=O)O,COC(=O)c1c(OCC2CO2)cc(OC)cc1OCC1CO1,442.7396545410156,7.750456619262695,30.410345458984352,0.46478873239436624,472.4430000000001,33.89613438847069
473.15,O=C(O)CCOCCC(=O)O,c1cc(OCC2CO2)cc(Oc2cccc(Oc3cccc(OCC4CO4)c3)c2)c1,442.8017272949219,9.213422298431396,30.348272705078102,0.48484848484848486,568.5750000000002,34.96761625567348
473.15,O=C(O)CCOCCOCCOCCOCCC(=O)O,COC(=O)c1c(OCC2CO2)cc(OC)cc1OCC1CO1,442.7396545410156,7.750456619262695,30.410345458984352,0.45070422535211263,604.6020000000001,35.30223143072422
473.15,O=C(O)CCOCCOCCOCCOCCC(=O)O,c1cc(OCC2CO2)cc(Oc2cccc(Oc3cccc(OCC4CO4)c3)c2)c1,442.8017272949219,9.213422298431396,30.348272705078102,0.4696969696969697,700.7340000000002,36.38011534658256
473.15,O=C(O)CCOCCC(=O)O,CCc1cc(OCC2CO2)c(CC)cc1OCC1CO1,435.046875,10.278174018859863,38.10312499999998,0.4925373134328358,440.48900000000003,41.608425923174934
473.15,O=C(O)CCOCCC(=O)O,CCN(CC)C(=O)c1c(OCC2CO2)cccc1OCC1CO1,435.046875,10.278174018859863,38.10312499999998,0.4415584415584416,483.5140000000001,42.3445491544213
