tg_md,pred_mean,pred_std
214.2418,164.03055852704335,16.56463615009803
216.312783919598,165.87299498768252,16.390838437621028
218.383767839196,167.7186754252254,16.221970789391904
220.45475175879398,169.5675636999691,16.058025017718577
222.52573567839198,171.41962356768587,15.89898982399446
224.59671959798996,173.27481868089222,15.744850684348181
226.66770351758794,175.133112589888,15.59558974320761
228.73868743718594,176.99446874392547,15.45118571575571
230.80967135678392,178.85885049262086,15.311613800558542
232.88065527638193,180.72622108683612,15.17684560347268
234.9516391959799,182.59654368029845,15.046849073818333
237.02262311557791,184.46978133028162,14.92158845383425
239.0936070351759,186.34589699942336,14.801024242491325
241.16459095477387,188.22485355638798,14.68511317416522
243.23557487437188,190.10661377732288,14.573808213128581
245.30655879396986,191.9911403473304,14.467058564380192
247.37754271356786,193.8783958612338,14.36480970101152
249.44852663316584,195.76834282517254,14.26700340874894
251.51951055276385,197.66094365758525,14.173577847371611
253.59049447236183,199.55616069068967,14.084467629248184
255.6614783919598,201.4539561715704,13.999603914539732
257.7324623115578,203.35429226336882,13.918914522850095
259.8034462311558,205.2571310468445,13.842324060465398
261.87443015075377,207.16243452124434,13.769754062855878
263.9454140703518,209.0701646058892,13.701123151041038
266.0163979899498,210.98028314115288,13.636347201344638
268.08738190954773,212.8927518899804,13.575339526917983
270.15836582914574,214.80753253910635,13.518011070100107
272.22934974874374,216.7245867000405,13.464270604049332
274.30033366834175,218.64387591089863,13.414024942586224
276.3713175879397,220.56536163717627,13.36717915624269
278.4423015075377,222.4890052732648,13.323636793653746
280.5132854271357,224.41476814369042,13.28330010641072
282.58426934673366,226.3426115044877,13.246070276057589
284.65525326633167,228.27249654430042,13.211847641711744
286.7262371859297,230.2043843859831,13.18053192714108
288.7972211055277,232.13823608757434,13.152022465658094
290.86820502512563,234.07401264387514,13.126218421890904
292.93918894472364,236.0116749875025,13.103019009133988
295.01017286432165,237.95118399039154,13.082323701301062
297.0811567839196,239.8925004650834,13.064032438392198
299.1521407035176,241.83558516595468,13.048045824928208
301.2231246231156,243.78039879057954,13.034265320383655
303.2941085427136,245.72690198109294,13.022593421098062
305.36509246231157,247.67505532534256,13.01293383324275
307.4360763819096,249.6248193585772,13.005191636442978
309.5070603015076,251.57615456424062,12.999273437675978
311.57804422110553,253.52902137591872,12.995087515405647
313.64902814070354,255.4833801780803,12.99254395389443
315.72001206030154,257.4391913078124,12.99155476754386
317.79099597989955,259.3964150560635,12.99203401557721
319.8619798994975,261.3550116688616,12.99389790691698
321.9329638190955,263.31494134870775,12.997064895886759
324.0039477386935,265.27616425605123,13.001455768679103
326.07493165829146,267.2386405104499,13.006993720954357
328.14591557788947,269.2023301920708,13.013604427216997
330.2168994974875,271.1671933428496,13.021216101921409
332.2878834170855,273.133189968045,13.029759553097241
334.35886733668343,275.1002800374449,13.039168228758829
336.42985125628144,277.0684234868244,13.049378256468959
338.50083517587944,279.03758021911216,13.060328476723964
340.5718190954774,281.0077101059856,13.07196047041038
342.6428030150754,282.9787729892054,13.084218580866118
344.7137869346734,284.95072868161867,13.097049931005081
346.7847708542714,286.92353696902063,13.110404435750482
348.85575477386936,288.89715761115514,13.124234810505934
350.92673869346737,290.8715503432846,13.138496575821762
352.9977226130653,292.8466748773463,13.153148058663
355.0687065326633,294.82249090353207,13.168150390604003
357.13969045226133,296.7989580915415,13.183467503524783
359.21067437185934,298.77603609186514,13.199066122790233
361.28165829145735,300.75368453736246,13.21491575836816
363.3526422110553,302.7318630444334,13.230988694271064
365.4236261306533,304.71053121445823,13.247259976219613
367.49461005025125,306.6896486352477,13.263707398149636
369.56559396984926,308.6691748822056,13.280311487502487
371.63657788944727,310.6490695199333,13.29705548955284
373.7075618090453,312.62929210343134,13.313925350881009
375.7785457286433,314.6098021794169,13.33090970222108
377.84952964824123,316.5905592879778,13.347999840726574
379.92051356783924,318.57152296368173,13.365189711683861
381.9914974874372,320.5526527370138,13.382475889927976
384.0624814070352,322.53390813574873,13.399857560703074
