year,month,day,hour,Electricity [kW],Heat [mmBTU],Cooling Energy [Ton],PV Power Generation [kW],Greenhouse Gas Emission [Ton]
2014,1,1,0,72.95968329662269,16.794911883539573,19.930223121782813,0.0,45.50435983772978
2014,1,1,1,71.20462511154841,17.982947230687206,20.189913009859332,0.0,45.03517932695224
2014,1,1,2,70.6671419258714,18.646474975618606,15.94170633528836,0.0,44.115854722678954
2014,1,1,3,64.47717316435038,17.881349531585528,14.241114843879203,0.0,40.45121441042669
2014,1,1,4,68.61813695798777,19.354943674345805,19.870303784119635,0.0,44.089612338121555
2014,1,1,5,63.36840813964212,17.81343894928186,16.91288598727443,0.0,40.4108129520605
2014,1,1,6,55.85629616085496,17.486199947256853,22.768245689978798,7.819205241122133,33.81805458203923
2014,1,1,7,49.208522092720564,19.26450614872098,23.038649809519214,7.42107976005248,31.280802972854183
2014,1,1,8,50.112952551523094,15.661555893703026,27.60258344164164,6.416807143314468,32.06705616054355
2014,1,1,9,49.29463998263032,13.030352227051576,27.609313868715066,5.744803202171502,31.205886832087895
2014,1,1,10,41.03529004381198,14.907481529573458,31.54337483705747,4.651075954607769,28.97302647088564
2014,1,1,11,35.83327646797418,11.840523938690566,33.27731330440799,3.9869499039578136,26.130783124496954
2014,1,1,12,42.453884503900234,9.24624886268377,36.57676884002724,3.3899515968286127,29.62119488034639
2014,1,1,13,40.96084920145255,7.050328754924527,39.78648789495534,3.1588084396498437,28.97341658636978
2014,1,1,14,40.25247635058074,7.798853128738697,38.0332275546645,2.1232621514545373,29.01090854911761
2014,1,1,15,44.56943833982218,8.756559702613673,36.01741798790163,2.82049476510138,30.70492329572483
2014,1,1,16,49.74278379597512,8.67757525522522,37.933822083849314,3.025267823993215,33.548794979328385
2014,1,1,17,49.64002895570468,7.114421088373313,34.7364702568094,3.550066651723648,32.12660152986439
2014,1,1,18,62.97698632341295,9.888824705413327,27.02516461751196,3.3324830775997207,38.19393195803301
2014,1,1,19,62.45200053542681,9.623760008955346,28.133358579036052,0.0,39.739799986207224
2014,1,1,20,68.32022347184625,10.167728465790605,25.5930223095618,0.0,42.32903473757267
2014,1,1,21,69.37358401120414,10.747023111992497,23.275813607536676,0.0,42.56606166070716
2014,1,1,22,66.45142421510923,13.059558542394932,21.021073208364054,0.0,41.347794311945904
2014,1,1,23,74.78747836282201,12.898414756372338,18.971312162904766,0.0,45.05752604090366
2014,1,2,0,73.88432980379184,15.435171798927746,19.89525782904083,0.0,45.55176800738241
2014,1,2,1,74.57999482802306,15.723377825173689,20.356594543564754,0.0,46.07832967027659
2014,1,2,2,71.2244367330278,19.05262016146036,16.644172545783416,0.0,44.65683892410869
2014,1,2,3,69.9948998782924,16.454162145238207,17.13490116793117,0.0,43.360678816303896
2014,1,2,4,72.85089374889228,17.18710927716868,20.629719182775688,0.0,45.70752349415188
