year,month,day,hour,Electricity [kW],Heat [mmBTU],Cooling Energy [Ton],PV Power Generation [kW],Greenhouse Gas Emission [Ton]
2014,1,1,0,47.93868959048988,8.244816318570248,20.626426336616102,0.0,30.568074958139235
2014,1,1,1,49.496009034312635,9.888096784740615,22.081816853024225,0.0,32.13079692318335
2014,1,1,2,54.0262714123716,13.773820219649501,29.217916307944485,0.0,36.98886503366955
2014,1,1,3,58.509623536198504,11.77769480787744,24.278459435365214,0.0,37.64381209753552
2014,1,1,4,62.467869588413876,13.12439343874754,32.46769099745357,0.0,41.66479102532192
2014,1,1,5,68.37077325442054,13.038150422993077,27.932151996813936,0.0,43.683262153470984
2014,1,1,6,70.56265582190086,12.468260512449662,31.83325915748287,8.138668303505447,41.31912374442918
2014,1,1,7,70.51713279197676,14.7783008084212,29.0353251129276,8.493164643380924,41.2525393394098
2014,1,1,8,71.78499441022063,15.446711392253622,25.682008195584523,8.598868816296013,41.3634778537553
2014,1,1,9,70.58977446836522,16.11164490502484,29.538999533748797,9.150568984249821,41.460896120314914
2014,1,1,10,68.1312671926049,12.790493184805293,20.219448216150425,8.884491841702918,37.50442527412267
2014,1,1,11,64.38568640049368,11.670394192619996,24.06218523437005,8.494396197043859,36.25920040638492
2014,1,1,12,57.34875018955345,11.653185195018976,20.03041969761449,7.542725264925202,32.40505196034272
2014,1,1,13,52.57382342929199,11.137176775450365,19.199224166531263,6.34320698594895,30.296306087612884
2014,1,1,14,50.87706771809009,6.904209458123791,15.878519338129948,6.062385229550306,27.65430794933302
2014,1,1,15,52.1434503533882,7.615053764854736,13.743825222367168,4.961747523863973,28.624132588691964
2014,1,1,16,52.386732066898524,7.766109753390332,12.70692839736896,3.9615182364775055,29.083825520701403
2014,1,1,17,44.30837894623561,4.923940549244323,11.583763148321529,3.146380499922891,24.37493401759396
2014,1,1,18,41.835943856771536,3.5492390693245843,10.474169457135023,2.7950327529154446,22.680061164152423
2014,1,1,19,43.05076165144693,5.359625291948736,9.25155647931871,0.0,24.983579709171828
2014,1,1,20,44.492574349981304,3.438613274593534,10.464781850184831,0.0,25.370827527405677
2014,1,1,21,38.289877530657456,6.513810638409986,12.719682757141696,0.0,23.64301850828006
2014,1,1,22,51.78435930156606,8.147731081342418,14.024229868822527,0.0,31.141344948950263
2014,1,1,23,50.62624661471631,6.729425693632264,21.302040467105297,0.0,31.59235910886889
2014,1,2,0,45.11926218061813,10.127494017628917,19.286375421080923,0.0,29.455154379813923
2014,1,2,1,49.909897035820805,10.425323789472518,19.66843957441968,0.0,32.01623356963609
2014,1,2,2,65.11186862720047,12.50087417006062,24.03929327592662,0.0,41.114055219803745
2014,1,2,3,63.33044817042635,11.694137663721504,24.55800592444114,0.0,40.08506656921785
2014,1,2,4,61.537351236323985,14.02309772525158,31.610068748516095,0.0,41.29761868544068
2014,1,2,5,66.00312950111855,14.454396224474015,28.751130501331133,0.0,43.08810971816771
2014,1,2,6,69.61552083755731,13.94291546646145,30.02603949944057,6.857409004996468,41.56713845610697
2014,1,2,7,70.63903539890666,14.563979640005748,29.310455377860592,7.939648496267915,41.58097841889321
2014,1,2,8,71.67627439308386,15.340226643726073,29.04739700372957,7.6098918483503235,42.4447386662305
2014,1,2,9,66.89204982140222,13.16117853629466,25.9350698096917,8.414865288547338,38.37395978925419
2014,1,2,10,64.68051550334697,12.315768806101616,22.502343076219482,8.219867342308403,36.42552333759366
2014,1,2,11,59.64898394235723,11.235597236435506,20.920501712145043,6.544738158274312,34.10690240540112
2014,1,2,12,54.282213955889986,10.568168488221376,15.75019347070491,5.541099237888166,30.691046599608303
2014,1,2,13,50.13885526694948,10.379710031885393,15.309386515451969,5.924557834221211,28.282939029020145
2014,1,2,14,48.55591929738826,8.343130845359777,16.806122919340435,4.934888699114523,27.674679136612887
2014,1,2,15,46.13761157439961,8.978223412991438,12.66372712686657,4.231164329093843,26.179436071923625
2014,1,2,16,37.30500252615515,5.283526986679916,9.458602727419645,3.6771748765395103,20.290692466295724
2014,1,2,17,45.04651032272318,6.51343474860639,12.778538576168714,2.450209401073343,25.807888600640577
