year,month,day,hour,Electricity [kW],Heat [mmBTU],Cooling Energy [Ton],PV Power Generation [kW],Greenhouse Gas Emission [Ton]
2014,1,1,0,50.135146411667485,20.603535899550568,33.519423011706216,0.0,37.952518578040156
2014,1,1,1,46.96838344959952,20.003444409331834,29.72461131159615,0.0,35.43014730991854
2014,1,1,2,46.72962004801007,20.3557718070696,37.41051080609687,0.0,36.95364372734529
2014,1,1,3,53.01010364077566,16.710321181498692,38.399360542279055,0.0,39.198020283293246
2014,1,1,4,55.40920069117091,17.097794279650902,38.882153361969365,0.0,40.6103693018746
2014,1,1,5,58.30441367067545,15.876697551963211,41.50714539199385,0.0,42.21664517932546
2014,1,1,6,65.17173934346962,17.20264380806541,40.23694182632818,11.602639389913453,39.99273148446334
2014,1,1,7,63.60230458217483,13.255718495643425,47.03574415163952,11.225455048106259,39.57228914605522
2014,1,1,8,71.10120771717949,12.48297456109533,42.58675225248994,11.959901926337203,41.83289571424773
2014,1,1,9,73.5506798324531,10.878856403022077,44.124961377965896,11.842772563632927,42.94260283090989
2014,1,1,10,71.14929991166494,12.876505213549557,43.475493436754086,12.452902906185187,41.906248754155556
2014,1,1,11,73.56651109636975,11.882055093128695,41.02452769134938,11.591863172716664,42.75684602803503
2014,1,1,12,79.19941656392575,14.330006979463324,37.663792192727506,10.833624523190482,46.01465655275213
2014,1,1,13,74.6315126092522,15.231831678659294,34.053982770755255,9.780689754607408,43.80575748507124
2014,1,1,14,82.3126685169771,16.850208820074002,32.75301027546574,9.571304989659094,47.97634646477435
2014,1,1,15,80.18608017347597,18.53337584912979,31.82895887934386,9.088875487525652,47.474406873582865
2014,1,1,16,74.06117167877365,18.25534758432772,28.061995313577036,7.945292053590753,44.14694315060517
2014,1,1,17,71.04881498091676,19.796615758096898,25.032362367434082,8.236252289499308,42.35173854662461
2014,1,1,18,69.51084296520246,21.036132680616795,24.80031082680527,7.429462315985308,42.311592294154664
2014,1,1,19,66.13637870130879,20.979412434814837,24.877765261056485,0.0,44.33756613331014
2014,1,1,20,59.40032425090984,23.084302350451722,20.002053226503826,0.0,40.6258634758912
2014,1,1,21,57.24112864937719,22.69818887928013,21.04583279850164,0.0,39.63918754817296
2014,1,1,22,51.92968024473348,22.976180075312513,22.941547445677617,0.0,37.44600363409602
2014,1,1,23,48.23936944933413,23.746215354770932,24.305691124830123,0.0,36.10468755606437
2014,1,2,0,50.45028142669121,20.43740188122885,25.934495098475722,0.0,36.543260297409404
2014,1,2,1,47.77720041763062,20.915655300510412,26.14942894339285,0.0,35.393182587647004
2014,1,2,2,54.419657759484004,19.324999599057985,32.84205599757947,0.0,39.57573995897529
2014,1,2,3,54.13262882545012,18.661439877602156,35.68917229097607,0.0,39.802580834200924
2014,1,2,4,56.20368635040294,16.990343452377882,37.286930356876,0.0,40.65633228229004
2014,1,2,5,56.02930278704774,13.406601490945228,36.85201915773134,0.0,39.40703567235371
2014,1,2,6,64.02973812871052,15.671339341748542,38.85870596554844,11.220208013439597,38.877908053269714
2014,1,2,7,69.21280724210749,14.318777566031995,40.96007671377358,11.38573653055276,41.40118396834168
2014,1,2,8,67.37508068431244,14.22760351514521,40.12052493507184,13.304370390889853,39.32774118826922
2014,1,2,9,77.90449074003223,12.57740822837624,40.01749137421836,13.288176338070704,44.08487794433731
2014,1,2,10,76.53820297616677,12.1531647501943,42.30576181424716,12.650992724590353,44.05070691369593
2014,1,2,11,77.81474894674348,11.334574186200596,36.90025305215912,12.233688174672405,43.570953252327534
2014,1,2,12,83.14342341053327,12.843638904548769,38.77133164454684,12.047630217937822,47.15525459657172
2014,1,2,13,76.42721784246058,17.154033829991516,35.281210053456185,10.339868005429091,45.24612707820443
2014,1,2,14,78.66020872101846,17.890269936004092,33.10381221690235,10.990886492398952,45.82250453849145
2014,1,2,15,78.8854752747773,17.307306427673222,29.069812838727074,9.689501014498688,45.60414162618669
2014,1,2,16,82.060009761324,19.692875013844564,27.27238542756006,9.45313345657911,47.665777742037825
2014,1,2,17,78.49439516463386,20.752869499117004,24.744618503163565,8.023044098605464,46.410460083382006
2014,1,2,18,70.41576210497746,21.60078646788187,24.920732019742,7.608100068442712,42.868213362580335
2014,1,2,19,64.269725874644,23.001968870471295,18.626686742587488,0.0,42.76079094698088
2014,1,2,20,67.22393217057189,22.078558402032083,18.769195120289467,0.0,43.989372629953465
2014,1,2,21,57.90551182197106,22.427663654552518,22.228286295306727,0.0,40.126712266412625
2014,1,2,22,53.385240419140224,22.00677784547377,21.589901089509926,0.0,37.612633781114226
2014,1,2,23,56.854723973718606,22.107779290589605,28.13815958086393,0.0,40.687327690208974
2014,1,3,0,57.91059870444196,21.512257163934656,26.483781988888392,0.0,40.705732899179054
2014,1,3,1,49.824608928597094,21.091863105528034,25.75643725402118,0.0,36.39115084676119
2014,1,3,2,55.92271119484213,21.796278595686235,27.77153979602638,0.0,40.05454713533221
2014,1,3,3,60.985424893154125,18.1242004214215,32.460755851468605,0.0,42.422123743297234
