a_generated,b_generated
5.880799258352646,5.68586761091483
5.24329217419896,5.879769457459209
5.401573235334343,5.137614987627353
5.75326089508392,5.587496608259015
5.53855954989318,5.2581125381122735
5.602557867370222,5.209879530449449
5.26340128387733,5.913583427808095
5.370261804799835,5.180303789479619
5.781638356519913,5.545187915069276
5.541114567111235,5.210025691451037
5.8988869487175775,5.689134559244499
5.6872007239799,5.370415497471081
5.123790056756337,5.832606022314719
5.115460295002862,5.870605074997688
5.80777002043295,5.542085273307512
5.7568732250581665,5.5822741724572955
5.894496116440225,5.700320014822762
5.803197128737206,5.565615132620294
5.542396188457948,5.1890545832594235
5.554404551437989,5.260191963829704
5.240922812323906,5.863827836638641
5.128595427775536,5.800559521391865
5.5412842769139665,5.239111753178365
5.90294626155338,5.6446108910650805
5.799733620810448,5.584623535791047
5.9336915372952586,5.710514061561047
5.637569918961287,5.317465248802546
5.91665105801626,5.694313578527366
5.361051430589182,5.238981944719642
5.8061267153207945,5.601866969205418
5.263120052904796,5.920741737539174
5.33614192266079,5.1461690766147985
5.655715243563873,5.3384954417978
5.774439093565126,5.570256224181589
5.748339757000205,5.289582044222247
5.809587805711235,5.51941852386431
5.887042044026317,5.71156851790902
5.903128400572864,5.64656765666212
5.657440888722201,5.36598793246804
5.879289001048486,5.685393757687459
5.2358671551971145,5.881651989571826
5.6321183226797595,5.25351757066954
5.284845722400272,5.128993629443083
5.103546406056949,5.814573000043886
5.2107243778470185,5.897757906755993
5.360749618369414,5.149372655825104
5.309591107788327,5.113364962924772
5.331351640665171,5.103800123022789
5.7318636272084325,5.357749451328829
5.751173481369948,5.5953358584116435
5.742564685910379,5.376573957816534
5.52221890102138,5.219972977814012
5.383607334475599,5.102169916031436
5.692214582844387,5.36883902160288
5.761192085852657,5.566014239318146
5.803961979797928,5.648168370759971
5.560222955458205,5.197066504541054
5.283472339117949,5.858295758661181
5.7757986653990905,5.571722217318583
5.832238198671983,5.524724135464617
5.823894912564649,5.568106991830588
5.649454740468561,5.359463104227898
5.684871790867204,5.327593493685236
5.5698940625497,5.2229405920941465
5.126805520357538,5.808863920235631
5.282080504484361,5.864065535035195
5.187391001239688,5.730437366014325
5.784446447148932,5.5854495161945374
5.131829756032051,5.7703190144053815
5.561556332489282,5.219709971960235
5.105719057291674,5.81448806291063
5.689610464578951,5.32481271214218
5.150387996262998,5.798218985626298
5.258885863565168,5.920088865257709
5.542930149672338,5.217694568794091
5.368018808153698,5.141711107963004
5.122772952181076,5.792519821499263
5.161729946873653,5.7712528583349245
5.5842129214351015,5.2284342204269825
5.782469563903183,5.6007633055596155
5.370362490469641,5.147805289080019
5.718064364214629,5.346230115248983
5.254958589138849,5.891891997302197
5.688624990574653,5.341695708368969
5.348509878949781,5.141254710763108
5.764453379502996,5.630571618270564
5.315419478555009,5.086974341616369
5.602543326205002,5.258249880818888
5.253223594511565,5.920050365277929
5.234132596814592,5.874282368855425
5.236774136745812,5.880885148654637
5.930453592002533,5.674488278554936
5.654135084096224,5.335958424750411
5.1357879436282685,5.77208826341588
5.098733388133007,5.796310616344757
5.130748997133262,5.773791704738866
5.331468850831451,5.130361498120729
5.52435746975508,5.192276086768703
5.879646673362427,5.672496585448644
5.35492722696794,5.167660686508487
5.371329788696061,5.118601844101097
5.5672295137629195,5.2044241190608656
5.345044605920228,5.114740240832396
5.910881556810143,5.65408307169343
5.138980395427235,5.834982167390077
5.785737195546294,5.579851351662969
5.699604319751333,5.333563385843425
5.685622774454312,5.345977772023454
5.904130282956465,5.655709706484336
5.124135305227768,5.803939948737363
5.611334308233851,5.2632781247825555
5.965795473725347,5.655879573113358
5.92736961910162,5.684400260172151
5.8546940879965295,5.543551051439345
5.0982083447345765,5.771018220636679
5.725283128270705,5.5520273493495775
5.766226020153389,5.572311813594286
5.799252679273314,5.624085125176476
5.707412715145581,5.328292890330128
5.207547559859549,5.915957575145195
5.749393003789381,5.622743762975631
5.714283203621639,5.331524730436859
5.737605964127273,5.608416171224962
5.785563804642421,5.604934489359204
5.85336717023617,5.660918749311387
5.567957310991545,5.235909417812942
5.220998035855622,5.919885497970426
5.869171387118523,5.674628615449361
5.127008868951357,5.804433165021762
5.922548446342667,5.645160737244863
5.077376574877931,5.827330304656955
5.577769420359388,5.2120454039033035
5.2810345592656756,5.904670239028786
5.7142789155219145,5.3476255544423035
5.8508224377464595,5.6204602252732965
5.781531075545628,5.5969471285286305
5.364961278487555,5.16445894672597
5.538852296182597,5.255081543799953
5.599552734605488,5.181737815407306
5.087902244620027,5.727823034667197
5.670817794966663,5.367126267673879
5.83407071156288,5.570022843412593
5.616658466367139,5.193096956253553
5.8500985268193455,5.677233569033101
5.134921963468179,5.788019157557177
5.283576736998804,5.120726398814616
5.195365914984854,5.921290176464901
5.578797947382905,5.206303606410179
5.219083992479899,5.869423594343331
5.121519627081805,5.817654269615037
5.093828218609934,5.804121395465535
5.329692271448827,5.0996138150321295
5.1201890892013635,5.757942730327419
5.106790520839585,5.753063663222334
5.626741753987492,5.235557906559151
5.324608234760222,5.129819397322027
5.785630158509274,5.561170912014004
5.697325001001302,5.368325231301419
5.329684965571684,5.10612545278066
5.337348449085451,5.054342365057932
5.8557442681340435,5.719906228023335
5.172749031405039,5.781528918813309
5.1406967088916735,5.798337504636306
5.326866424253657,5.934787247343038
5.897362472255577,5.650233786781987
5.075206610392273,5.795103909076016
5.766309477641471,5.52513238871207
5.769602813472724,5.535353559891568
5.839614249052176,5.594249192708483
5.345360820760502,5.167798324166701
5.2368210492294285,5.875361473960153
5.61349372231809,5.250667301310539
5.870082615370206,5.673189839657492
5.541531452398457,5.193016008071069
5.928985326425949,5.736182499214103
5.3036429727854255,5.140289077100717
5.659380722926345,5.33098623848706
5.771228182272834,5.541880276909605
5.347055648838345,5.098471496507669
5.687013704773395,5.344092856716526
5.671731558594007,5.318373090138752
5.77169686008295,5.590461736774773
5.916227515628732,5.649573342656043
5.791979969162877,5.5903416137011535
5.184417841566359,5.9175008057713985
5.325721287231625,5.140517960057795
5.211602225303724,5.847053536980065
5.074573726863505,5.790442548399841
5.796791675051644,5.5406705012468676
5.364757773763321,5.0735543981319315
5.8992176060405805,5.642569514007126
5.659344916765935,5.347021960139492
5.653087599041481,5.334063333673106
5.153588784276433,5.771693243914306
5.703970763361954,5.311708794360271
5.139294125337458,5.832247058619736
5.271450664996181,5.099493142335886
5.6962121638154155,5.33950863841871
5.245634376201139,5.883080444398526
5.570397693624187,5.229829682938237
