region,region_label,year,combined_gt,combined_gt_errors,method_gt,method_gt_error,annual_variability_flag,method_family,residual_gt,pair_sigma,z_score
central_asia,Central Asia,1999,7.09767581067286,13.408140006603862,7.635486081983842,9.154465188294076,,altimetry,0.537810271310982,16.235222552228198,0.0331261409925773
central_asia,Central Asia,2000,-15.691210389951763,12.65846048189935,-15.540497883131858,9.179447093946166,,altimetry,0.15071250681990556,15.63645966075327,0.009638531361302098
central_asia,Central Asia,2001,-8.661029976490713,12.650831628565284,-8.510317469670808,9.156393669071036,,altimetry,0.15071250681990556,15.616756574824104,0.009650691940916232
central_asia,Central Asia,2002,11.012732331062187,12.726704834268237,11.16344483788209,9.163516656613812,,altimetry,0.150712506819902,15.68244411610082,0.009610269018281966
central_asia,Central Asia,2003,0.0622231893648592,12.18824968154203,2.9967624963229427,5.931970509339313,,altimetry,2.9345393069580834,13.555135721315398,0.21648911285657818
central_asia,Central Asia,2004,3.1316974140778573,12.280319532962894,5.313822048371552,5.936026821193389,,altimetry,2.182124634293695,13.639745681412,0.15998279478681593
central_asia,Central Asia,2005,-24.364937695348026,12.227966807206752,-22.18281306105432,6.03291104262918,,altimetry,2.1821246342937073,13.635218659281822,0.16003591059453107
central_asia,Central Asia,2006,-16.203624610085118,12.19050249168788,-14.02149997579142,5.971375789041474,,altimetry,2.1821246342936984,13.574449521575419,0.16075234806578337
central_asia,Central Asia,2007,-31.205562767120995,12.28379538726449,-29.02343813282729,6.105057130170694,,altimetry,2.1821246342937037,13.717264730216021,0.15907869952287051
central_asia,Central Asia,2008,19.303277744785856,12.681601156202609,18.701575578941373,9.194174981326752,,altimetry,-0.6017021658444826,15.663839295404372,-0.03841345371954987
central_asia,Central Asia,2009,-7.017514093311566,12.652993126377655,-6.507366758804536,9.15228637116167,,altimetry,0.51014733450703,15.616100053339562,0.032668037010811356
central_asia,Central Asia,2010,1.8917926084842631,12.575848979017348,2.401939942991286,9.147289464816447,,altimetry,0.5101473345070229,15.550719664896336,0.03280538428447219
central_asia,Central Asia,2011,-8.752039933171,12.106587687470036,0.9254274199287628,6.044077194304209,1.0,altimetry,9.677467353099763,13.531457222528154,0.7151829395719488
central_asia,Central Asia,2012,-13.025131084531116,12.350797630042075,-19.829634519156212,7.754086610620789,1.0,altimetry,-6.804503434625095,14.583143051594245,-0.4666006093851778
central_asia,Central Asia,2013,-2.902760298590662,12.121438035496745,11.396093087276023,6.220158499461792,1.0,altimetry,14.298853385866686,13.624229585808292,1.0495164732662108
central_asia,Central Asia,2014,-19.15413089238197,12.428893013657811,-23.18330681102904,8.204281561317647,1.0,altimetry,-4.02917591864707,14.89253562971493,-0.2705500271295437
