date,BN001_Electricity_kW,BN001_Heat_mmBTU,BN001_Cooling_Energy_Ton,BN001_PV_Power_Generation_kW,BN001_Greenhouse_Gas_Emission_Ton,BN002_Electricity_kW,BN002_Heat_mmBTU,BN002_Cooling_Energy_Ton,BN002_PV_Power_Generation_kW,BN002_Greenhouse_Gas_Emission_Ton,BN003_Electricity_kW,BN003_Heat_mmBTU,BN003_Cooling_Energy_Ton,BN003_PV_Power_Generation_kW,BN003_Greenhouse_Gas_Emission_Ton,BN004_Electricity_kW,BN004_Heat_mmBTU,BN004_Cooling_Energy_Ton,BN004_PV_Power_Generation_kW,BN004_Greenhouse_Gas_Emission_Ton,BN005_Electricity_kW,BN005_Heat_mmBTU,BN005_Cooling_Energy_Ton,BN005_PV_Power_Generation_kW,BN005_Greenhouse_Gas_Emission_Ton,BN006_Electricity_kW,BN006_Heat_mmBTU,BN006_Cooling_Energy_Ton,BN006_PV_Power_Generation_kW,BN006_Greenhouse_Gas_Emission_Ton,BN007_Electricity_kW,BN007_Heat_mmBTU,BN007_Cooling_Energy_Ton,BN007_PV_Power_Generation_kW,BN007_Greenhouse_Gas_Emission_Ton,BN008_Electricity_kW,BN008_Heat_mmBTU,BN008_Cooling_Energy_Ton,BN008_PV_Power_Generation_kW,BN008_Greenhouse_Gas_Emission_Ton,BN009_Electricity_kW,BN009_Heat_mmBTU,BN009_Cooling_Energy_Ton,BN009_PV_Power_Generation_kW,BN009_Greenhouse_Gas_Emission_Ton,BN010_Electricity_kW,BN010_Heat_mmBTU,BN010_Cooling_Energy_Ton,BN010_PV_Power_Generation_kW,BN010_Greenhouse_Gas_Emission_Ton,CN01_Electricity_kW,CN01_Heat_mmBTU,CN01_Cooling_Energy_Ton,CN01_PV_Power_Generation_kW,CN01_Greenhouse_Gas_Emission_Ton,Total_Electricity_kW,Total_Heat_mmBTU,Total_Cooling_Energy_Ton,Total_PV_Power_Generation_kW,Total_Greenhouse_Gas_Emission_Ton,Weather_Temperature_degF,Weather_Dew_Point_degF,Weather_Humidity_pct,Weather_Wind_Speed_mph,Weather_Wind_Gust_mph,Weather_Pressure_in,Weather_Precipitation_in
2014-01-01,55.68744639626527,9.868787397228628,20.34811784281347,3.607214803324302,33.07037558420177,54.87545208709261,12.71378025924397,20.695498348135082,2.7037383679896982,34.03909060695167,56.85905433178311,13.153915929730553,26.667898630693614,2.39334398798238,36.512609676958256,57.28814108090719,12.815059992459796,25.091248546086206,3.4333576208445513,35.7901594369865,56.34980848578399,14.984029453715946,28.96263316051984,4.575484263401096,36.17489757941019,62.764372677306405,17.389027511694284,30.972096733811654,5.006008346521182,40.29030976566323,62.137347288596864,16.793128624607167,29.187754154406132,3.7821726258089026,40.05307674965736,67.8524368748462,18.303357685806187,29.151764696323312,4.661364340361143,42.91689651224905,64.27483329914159,17.781005714523634,33.55395531853529,5.565043184206238,41.399987835531824,72.91021990877697,21.09116544227598,35.81851901137661,4.494924766994781,47.69870100584921,610.9991124305002,154.89325801128615,280.44948644270124,40.222652307434274,387.946104753459,610.9991124305002,154.89325801128615,280.44948644270124,40.222652307434274,387.946104753459,70.17453897517579,59.87923560563174,62.50220988326911,9.28013226401587,13.675017219979907,29.88524671161433,0.002397400247073846
2014-01-02,52.058641510437134,9.904267585449864,19.091623555505958,3.100867111251663,31.268492186328885,49.7513702620737,11.079242087532341,20.401370076409027,2.327302148108527,31.116080698524097,60.04470159783921,12.055132454422877,26.284572223563433,2.4702534007097854,37.66067827960426,60.831824269552364,12.640623706278268,23.52262285785602,3.0396223541670415,37.39281264114735,56.73301823508782,13.279120604109016,25.457443242446086,4.454852530192059,35.214307682169796,66.74958876101266,17.00658748124657,31.112037463979124,4.663031148472764,42.36766254343975,59.52675253883978,15.88806123011397,31.573668293944063,4.227998613466447,38.73052899050967,70.63487644462225,16.54097712468582,30.83799641079555,5.204023024530707,43.84531912961063,66.65056053435626,17.870159888816655,31.518043634696067,5.926472313587813,42.02670080396843,69.0458814019738,21.37052644676226,38.30611717271984,4.8854435833363565,46.15260027789137,612.027215555795,147.63469860941765,278.1054949319152,40.299866227823166,385.77518323319424,612.027215555795,147.63469860941765,278.1054949319152,40.299866227823166,385.77518323319424,73.13521446578726,62.631170652183926,62.41424207582924,8.425799373225791,12.609174110949299,29.908786808934764,0.0
2014-01-03,48.67849625803905,11.249697688847766,19.89762930311832,2.864095874615129,30.26163535898995,49.481369676644675,11.056378367999011,22.5979606510347,2.1068177954565983,31.523781581200684,59.71464616833953,11.60523976585246,23.581590516753803,2.7679303269916584,36.67124795378043,62.18909470911322,13.28050366496551,23.56509208674879,3.183645543368227,38.19989409971191,58.43299865915272,13.434501019875924,24.540160956394214,4.680662651729484,35.81455050095324,66.79954090575809,15.655491474257898,30.12638475447193,4.396041786030694,41.92367395303545,59.63886667081915,15.877045575153987,34.3542448688343,4.557210119601329,39.17479092192197,68.08086873785764,16.715478173562897,33.188310340951226,5.145768653485553,43.11985556244516,69.9729942415127,18.841112203168333,30.076503632649136,6.236209826868804,43.53602659480227,66.47503030393746,20.86305206202294,37.03117915947654,4.914195419210179,44.44556889286583,609.4639063311741,148.57849999570672,278.959056270433,40.852577997357656,384.6710254197069,609.4639063311741,148.57849999570672,278.959056270433,40.852577997357656,384.6710254197069,74.60185669839906,63.85753177002431,61.48850940059244,7.670278415050294,11.4364661315188,29.965551392856543,0.0026762662873670794
2014-01-04,48.374889126098985,12.369269716125869,21.451927558795347,3.1144458043210093,30.631388087485817,50.59555565761619,10.990313183964828,25.22733283744012,2.0906267962101097,32.59502495338051,57.05300206623429,12.190884069851064,21.490393608403867,3.2070691750836535,34.87831038821141,60.44441685127945,14.475559674983202,25.118034039988135,3.665622492382164,37.75567188994123,61.94593647576891,14.389345096281737,24.639230750428922,5.129428444475945,37.65290369461679,62.157125572918005,14.863234495714309,26.590392211162847,4.521037008112114,38.59509307334981,63.48807085909192,16.650487646617375,32.58511742458008,4.584208134605017,40.96410114114468,64.6781484924446,17.395077638846185,35.17179444055917,5.064800873348418,42.059555989313786,72.77597380051508,19.702426268326054,32.629561474496874,6.187191947679377,45.73103110181504,65.60314195146013,19.136159726165832,35.236506456394686,4.707496943884304,43.2359717129166,607.1162608534275,152.16275751687644,280.14029080225004,42.27192762010211,384.0990520321757,607.1162608534275,152.16275751687644,280.14029080225004,42.27192762010211,384.0990520321757,71.15229664172203,60.697127050906296,65.07744344322525,6.907658026362906,10.401133326993307,29.975191399531642,0.001680500987183779
2014-01-05,49.184893768657254,12.044250117289744,23.015195092735862,3.668650754721032,30.974435560702208,55.47016921911964,12.059270968166878,25.864635749820753,2.4213023374031883,35.31514188127244,53.13604534008712,13.196731762318606,21.963993705226162,3.381090169079528,33.22929585524461,55.87172520658162,15.523633345276219,28.236182458760144,3.824747115705636,36.32781554077289,63.27363016713061,15.909894035536974,28.149250293402478,5.323978413094526,39.377644146359636,59.83848323804276,14.217977184138798,26.157058360007397,4.953059071384021,36.939516910572486,67.28764720118592,18.022380557799053,30.5110360247514,4.475313693305933,42.91508812622999,63.17086689542169,18.61499727247525,33.570035927280365,4.610821518274821,41.57852905577209,72.32798137095251,20.43422019071867,34.2183642164579,5.889235726132885,46.193311722916995,68.52768479403225,18.607121049986787,33.23913876041826,4.384481901305014,44.30156551344331,608.0891272012113,158.63047648370699,284.9248905888607,42.932680700406586,387.1523443132866,608.0891272012113,158.63047648370699,284.9248905888607,42.932680700406586,387.1523443132866,67.82248266056746,58.087657519980155,63.239444542214606,7.010049745370391,10.475246356844233,29.953654246190258,6.466467947364584e-05
2014-01-06,52.71356957665106,11.289376479011151,24.010903493379967,3.9366965678097903,32.577430146799976,59.89255058690106,13.120735690783262,25.464913648684714,2.836474931021247,37.55724126491183,51.76864129769774,14.338447558699583,24.517804287607998,3.1078383050994307,33.53549662143063,54.1762742265947,15.064435037599731,28.891897271662646,3.9571540492089645,35.407270054305314,63.962062308569955,16.118776167809582,29.687532509474227,5.287380664224242,40.110480174410576,57.62512722377247,15.829730098282715,27.480067808050322,5.337904966542301,36.388543719709965,68.4629221073153,18.677728788820406,28.297704934907397,3.921173720549017,43.53373381701075,61.56408988735069,19.222309473383614,31.596405225946558,4.390630541224804,40.672703560267344,67.94126929600219,19.90197940005819,36.10227820622379,5.4168508130215365,44.45325870275254,72.73283886714385,18.946455867532794,32.04968890049056,4.1898165422932285,46.365385702783264,610.839345377999,162.509974561981,288.09919628642814,42.38192110099457,390.60154376438214,610.839345377999,162.509974561981,288.09919628642814,42.38192110099457,390.60154376438214,65.74024754001557,55.423573203305985,61.43993916162295,8.019954128975927,12.537896295507123,29.91302825825019,0.000484146264358125
2014-01-07,56.627563939219534,9.952947473405825,22.586497950068352,3.91339040927199,33.86027059700919,57.357044600571356,13.519486766988685,22.49278009784014,2.961868700157138,35.751989999871746,52.94924860204233,14.511522578985916,26.791819008866906,2.7431957681968573,34.8148469923919,54.79001043051085,13.942747407299903,27.481809818560265,3.78082950582578,35.18377664824455,60.84531896435661,15.896283781707067,30.582218031520302,4.834635482269549,38.89067048185971,59.982963291191474,16.51584504386155,29.77876396024611,5.250802726195878,38.27658658770548,65.21371550195066,18.025862221679578,26.59240055279,3.6965885692538247,41.48480224341029,65.04502737159055,19.094676570991044,29.978118068109424,4.411019290482227,42.04103062547336,64.13260709583862,18.204837440541656,35.497233653985454,5.145545673316468,42.05442867422067,74.5510697980754,20.342604828339496,33.73987940425091,3.999862811364443,48.12636082270751,611.4945695953473,160.00681411380071,285.52152054623787,40.73773893633415,390.48476367289436,611.4945695953473,160.00681411380071,285.52152054623787,40.73773893633415,390.48476367289436,67.37988969643058,58.03878536079207,66.7485445981967,8.655342963583614,13.102827436092475,29.863831030577103,0.00017796234001301667
2014-01-08,56.622879548569635,9.553605375433156,19.431526884813035,3.53809450463589,33.294779511559426,53.94476916363854,12.751778219204153,20.647317198724544,3.0018183560110856,33.426472309319884,57.41666797619961,13.147153532788957,26.843267726945115,2.453341108383985,36.794463039133525,57.23577007043434,13.032360605429295,24.520665618755825,3.2578997881931713,35.80277644650054,57.7046525844203,15.114879526025947,28.765420469913963,4.499499282137029,36.89012460293221,62.37244951633545,17.531870232080063,31.496338635395244,4.9943534291346365,40.247876840303476,63.37016994276441,16.474913676893767,29.30850681018117,3.741146238324936,40.6186873173241,69.46985148858516,18.214559164100027,28.72257618613335,4.750373308541703,43.56862207647841,63.94321553381792,17.44388367413725,33.38278934520321,5.4961751262325995,41.133243175074476,73.1613840304312,21.14388293314287,35.002648682997965,4.400178855067574,47.72429720422426,615.2418098551966,154.4088869392355,278.12105755906344,40.13287999666261,389.50134252285034,615.2418098551966,154.4088869392355,278.12105755906344,40.13287999666261,389.50134252285034,70.78361234911702,61.23405672877453,68.23194490544765,9.449720227329879,14.259692014144349,29.86366820212852,1.6221390634124998e-05
2014-01-09,51.51281915478683,10.211923587988828,18.408032323150444,3.147235373216912,30.9279754318117,50.529951852739636,11.502465950172565,20.829028224889733,2.3714799520500427,31.695781380374513,59.21519957317909,12.138298344470718,25.63882050961635,2.508696793621702,37.12250499504318,61.40029306286368,12.773727381750996,23.06953984456821,3.0067692631266922,37.64278808330744,55.41928656261984,14.15459924180137,26.37448138090257,4.414532224740411,35.02365321766064,65.08363941218325,17.002649983308807,32.044689421352565,4.718394292831646,41.692355438938954,59.16401640256458,15.363799188336278,32.09524426552024,4.269878522532587,38.47525754962093,71.03214646605423,16.6385676039535,31.16349613200673,5.147123666488054,44.16678090737048,66.1282293356306,17.947880045550225,31.203129947565767,6.011620159727406,41.68329459112982,67.4244222279974,20.8816074319793,37.88636658094928,4.711005381831817,45.19846396886644,606.9100040506191,148.6155187593126,278.71282863052187,40.306735630167275,383.6288555641241,606.9100040506191,148.6155187593126,278.71282863052187,40.306735630167275,383.6288555641241,74.57057506032079,64.7999546692754,64.70106002893485,8.3401030757241,12.366814727906947,29.917999245077223,0.0
2014-01-10,48.5297431110773,10.96921945315731,19.295869611843244,2.914555060622707,29.95753378354314,49.62165121904807,11.128837407200834,22.56603028590509,2.1632819893896724,31.58104189417047,59.115367244551614,11.471252208515667,23.314168379724105,2.8605093409959266,36.23163829027737,62.561290374026186,13.209123953270941,23.62778370838473,3.191257631266741,38.373310299037946,59.36877107062096,13.694606647489715,24.402509761004115,4.628294688999973,36.35912213725823,65.5043768053876,15.152220541905871,30.00398986787992,4.434614522192118,41.08134527774548,59.79348624291888,15.657566359085118,32.929013752373535,4.562500044794253,38.89856575726256,68.52488597997181,16.393238732075208,32.66285839763383,5.261708289687117,43.08213214429168,70.54147992490267,18.796699519928808,30.194437834322354,6.398048780798683,43.7496129948951,65.75679494151525,20.36058444080099,36.99099622697183,4.968500659874487,43.90052171845505,609.3178469140204,146.83334926343048,275.9876578260427,41.38327100862168,383.214824296937,609.3178469140204,146.83334926343048,275.9876578260427,41.38327100862168,383.214824296937,74.16995669735932,64.26765738234765,66.44470402512853,7.618956425439226,11.456760922939226,29.953296782239914,0.0003173809392630792
