repetition,cell_id,p_no_response,p_response_combo
0,0,0.04669547167649757,0.9533045283235024
0,1,0.12538076023429728,0.8746192397657027
0,2,0.11425326441691008,0.8857467355830899
0,3,0.03149108031051626,0.9685089196894837
0,4,0.028436385286310904,0.9715636147136891
0,5,0.13014163285918404,0.869858367140816
0,6,0.026446487472963603,0.9735535125270364
0,7,0.048748084129406184,0.9512519158705938
0,8,0.058563764719215074,0.9414362352807849
0,9,0.04998580893473216,0.9500141910652679
0,10,0.08747515869330909,0.9125248413066909
0,11,0.03510663270363057,0.9648933672963694
0,12,0.03035947595441658,0.9696405240455834
0,13,0.027117969730033165,0.9728820302699668
0,14,0.01586851948171557,0.9841314805182845
0,15,1.8983309379228934e-08,0.9999999810166906
0,16,0.08747515869330906,0.912524841306691
0,17,0.06376943107471565,0.9362305689252843
0,18,0.14105335330451027,0.8589466466954897
0,19,0.018361426635291975,0.9816385733647081
0,20,0.04701779488323209,0.9529822051167679
0,21,0.05643421603238087,0.9435657839676191
0,22,0.06718357643817889,0.9328164235618212
0,23,0.038560498056086794,0.9614395019439133
0,24,0.0656063717535802,0.9343936282464198
0,25,0.012750987283269136,0.9872490127167308
0,26,0.05622122490618036,0.9437787750938197
0,27,0.027646485190366638,0.9723535148096334
0,28,0.05950690293037631,0.9404930970696237
0,29,0.02266841837369298,0.9773315816263071
0,30,0.06169679226248005,0.93830320773752
0,31,0.03278824650851702,0.967211753491483
0,32,0.008405193400345639,0.9915948065996544
0,33,0.045549586991185505,0.9544504130088145
0,34,0.028925839681772272,0.9710741603182277
0,35,0.0460669578559462,0.9539330421440538
0,36,0.0323834469550092,0.9676165530449908
0,37,0.05077923427187383,0.9492207657281262
0,38,0.015565160684422616,0.9844348393155774
0,39,0.06248224884552558,0.9375177511544744
0,40,0.05333035391668843,0.9466696460833116
0,41,0.02892583968177228,0.9710741603182277
0,42,0.0209844872084679,0.9790155127915321
0,43,0.22039576536018185,0.7796042346398182
0,44,0.039988664254043835,0.9600113357459562
0,45,0.02438420961417519,0.9756157903858248
0,46,0.04648794469582319,0.9535120553041768
0,47,0.021426544579405446,0.9785734554205946
0,48,0.03778929511297652,0.9622107048870234
0,49,0.05623404567355911,0.943765954326441
0,50,0.08330965934197555,0.9166903406580245
0,51,0.027665089369900392,0.9723349106300996
0,52,0.07713855975126889,0.9228614402487311
0,53,0.13389048956660535,0.8661095104333947
0,54,0.03826166884793937,0.9617383311520606
0,55,0.0664113334369934,0.9335886665630067
0,56,0.01935254094646446,0.9806474590535356
0,57,0.05464706294164347,0.9453529370583565
0,58,0.11286841795621148,0.8871315820437885
0,59,0.013774210924603885,0.9862257890753962
0,60,0.02582663371816319,0.9741733662818368
0,61,0.03455809266471825,0.9654419073352818
0,62,0.9999820001611086,1.7999838891391562e-05
0,63,0.13931192640558734,0.8606880735944127
0,64,0.04373758481385126,0.9562624151861487
0,65,0.04165484216743793,0.958345157832562
0,66,0.0320331072985489,0.9679668927014511
0,67,0.052907078559105675,0.9470929214408943
0,68,0.035537375837334524,0.9644626241626655
0,69,0.03936383354916863,0.9606361664508314
0,70,0.07029252702236174,0.9297074729776382
0,71,0.031102295407186193,0.9688977045928138
0,72,0.03598980542648643,0.9640101945735136
0,73,0.025814868414480607,0.9741851315855194
0,74,0.025305327793233388,0.9746946722067666
0,75,0.01517974253113014,0.9848202574688698
0,76,0.021941643245604187,0.9780583567543958
0,77,0.009037620271624913,0.9909623797283751
0,78,0.0503972045301529,0.949602795469847
0,79,0.03187745572283499,0.968122544277165
0,80,0.029752297993857733,0.9702477020061423
0,81,0.06478164400930786,0.9352183559906921
0,82,0.04197853248746155,0.9580214675125385
0,83,0.030718310393207868,0.9692816896067922
0,84,0.035862137190104185,0.9641378628098958
0,85,0.044837874872376296,0.9551621251276237
0,86,0.03487390378562279,0.9651260962143772
0,87,0.0404885223322832,0.9595114776677168
0,88,0.027523616925161747,0.9724763830748383
0,89,0.026242557157365353,0.9737574428426347
0,90,0.022957008068325683,0.9770429919316743
0,91,0.02152219488470381,0.9784778051152961
0,92,0.02082267525492887,0.9791773247450711
0,93,0.04149762333463021,0.9585023766653697
0,94,0.02870279676557834,0.9712972032344217
0,95,0.02519286991680802,0.974807130083192
0,96,0.021766648375242646,0.9782333516247573
0,97,0.08099548648533099,0.919004513514669
0,98,0.11712749430017834,0.8828725056998217
0,99,0.02975907671535198,0.9702409232846481
1,0,0.038847003964692386,0.9611529960353076
1,1,0.07371480001523498,0.926285199984765
1,2,0.0511012331183265,0.9488987668816735
1,3,0.02557827585670771,0.9744217241432923
1,4,0.016308265887285508,0.9836917341127145
1,5,0.05853413763534789,0.9414658623646521
1,6,0.06383373881324675,0.9361662611867533
1,7,0.09501330471759359,0.9049866952824064
1,8,0.0351085538019145,0.9648914461980855
1,9,0.056307081085391446,0.9436929189146086
1,10,0.04681140149334916,0.9531885985066508
1,11,0.17627702358440092,0.8237229764155991
1,12,0.011964876917729832,0.9880351230822702
1,13,0.04826934157849306,0.951730658421507
1,14,0.04844370956250628,0.9515562904374937
1,15,0.05641872081365412,0.9435812791863458
1,16,0.0908628186515889,0.909137181348411
1,17,0.05297636105274295,0.947023638947257
1,18,0.06713098700643896,0.9328690129935611
1,19,0.025322488089914705,0.9746775119100853
1,20,0.07051082106804263,0.9294891789319574
1,21,0.09793168934465248,0.9020683106553475
1,22,0.045160641343915266,0.9548393586560847
1,23,2.346245939964289e-08,0.9999999765375406
1,24,0.053399661017970994,0.946600338982029
1,25,0.03418535725010095,0.965814642749899
1,26,0.022388598563726388,0.9776114014362736
1,27,0.12093833543408994,0.8790616645659101
1,28,0.9999820001611086,1.7999838891391562e-05
1,29,0.11129840667891591,0.8887015933210841
1,30,0.05789319914138445,0.9421068008586155
1,31,0.018114138215178037,0.981885861784822
1,32,0.05851425025754471,0.9414857497424552
1,33,0.12646262890763627,0.8735373710923637
1,34,0.0280203012392515,0.9719796987607485
1,35,0.04045429850509317,0.9595457014949068
1,36,0.028553983547166806,0.9714460164528332
1,37,0.05106699245493948,0.9489330075450605
1,38,0.11031022867913513,0.8896897713208649
1,39,0.043253726481869675,0.9567462735181304
1,40,0.032279384759094885,0.9677206152409051
1,41,0.0511882662817088,0.9488117337182912
1,42,0.02392975120318731,0.9760702487968127
1,43,0.10384321927632442,0.8961567807236756
1,44,0.026440233473046585,0.9735597665269534
1,45,0.04805969550357011,0.9519403044964299
1,46,0.018724563686891814,0.9812754363131082
1,47,0.08122846016183091,0.9187715398381691
1,48,0.021626865619889538,0.9783731343801104
1,49,0.060325912470761675,0.9396740875292383
1,50,0.028136097533797408,0.9718639024662026
1,51,0.0651298480390183,0.9348701519609817
1,52,0.02302044855239794,0.9769795514476021
1,53,0.050348242562456576,0.9496517574375434
1,54,0.09159903017848446,0.9084009698215155
1,55,0.050079199405937525,0.9499208005940625
1,56,0.020891049308399034,0.979108950691601
1,57,0.15167652841063167,0.8483234715893684
1,58,0.07552235922843017,0.9244776407715698
1,59,0.0698056971316888,0.9301943028683112
1,60,0.06082555026314765,0.9391744497368524
1,61,0.03227938475909487,0.9677206152409051
1,62,0.07852342530842132,0.9214765746915787
1,63,0.06319538892646943,0.9368046110735305
1,64,0.018018269415841174,0.9819817305841588
1,65,0.01269195108862846,0.9873080489113716
1,66,0.0575706736778329,0.9424293263221671
1,67,0.017404334826793898,0.9825956651732061
1,68,0.04866044154868008,0.9513395584513199
1,69,0.02973163078658961,0.9702683692134104
1,70,0.05256529154401679,0.9474347084559832
1,71,0.06046917436865265,0.9395308256313474
1,72,0.02197406883490365,0.9780259311650964
1,73,0.09501330471759364,0.9049866952824064
1,74,0.10153557241006067,0.8984644275899394
1,75,0.0744594086811977,0.9255405913188023
1,76,0.04403974521426028,0.9559602547857398
1,77,0.08041615965568165,0.9195838403443184
1,78,0.0634597397368573,0.9365402602631427
1,79,0.05055631253147394,0.949443687468526
1,80,0.02339797439812157,0.9766020256018785
1,81,0.15357248454651543,0.8464275154534846
1,82,0.12980402052579534,0.8701959794742047
1,83,0.034478103294689616,0.9655218967053104
1,84,0.028961607070946617,0.9710383929290534
1,85,0.06179103491823681,0.9382089650817632
1,86,0.030758206813985983,0.969241793186014
1,87,0.09707298352181755,0.9029270164781824
1,88,0.012303284755635814,0.9876967152443642
1,89,0.04061423566537129,0.9593857643346287
1,90,0.05710795924199034,0.9428920407580097
1,91,0.03754663917722881,0.9624533608227712
1,92,0.0973035123158912,0.9026964876841088
1,93,0.05036535607868783,0.9496346439213121
1,94,0.026221729198484138,0.9737782708015159
1,95,0.03446056982374509,0.9655394301762549
1,96,0.05037434045759957,0.9496256595424004
1,97,0.25550605316898145,0.7444939468310185
1,98,0.05383232914952537,0.9461676708504746
1,99,0.09535653041440789,0.904643469585592
2,0,0.05007261137488433,0.9499273886251157
2,1,0.05595969899730306,0.944040301002697
2,2,0.09711051106015113,0.9028894889398489
2,3,0.031209172666199696,0.9687908273338003
2,4,0.12965299192683832,0.8703470080731617
2,5,0.0819893564269694,0.9180106435730306
2,6,0.07500586904993425,0.9249941309500658
2,7,0.10023642478059862,0.8997635752194014
2,8,0.18969073173373296,0.810309268266267
2,9,0.08488383831954084,0.9151161616804592
2,10,0.06935126705213843,0.9306487329478615
2,11,0.07335640545383727,0.9266435945461627
