year,region_code,region,glacier_area_km2,mass_change_gt,mass_change_gt_error,specific_mass_change_mwe,specific_mass_change_mwe_error
2000,10_north_asia,North Asia,2487.7225,-0.9197019532932548,1.0265275291265996,-0.3708087865014635,0.4267978293382843
2000,11_central_europe,Central Europe,2140.639,-0.5934003711822097,0.6009122609745883,-0.2780412432778796,0.2877558756683069
2000,12_caucasus_middle_east,Caucasus & Middle East,1282.75515,-1.5256898932375544,0.5341164210035886,-1.1929640161209925,0.4056858681162848
2000,13_central_asia,Central Asia,49702.3543,2.9975381821101768,13.602258608119822,0.0604912563604096,0.2767044591854465
2000,14_south_asia_west,South Asia West,33507.5776,6.851964677244642,9.262411269403446,0.2051053199536034,0.276570688173286
2000,15_south_asia_east,South Asia East,14907.1245,-2.327916651477616,5.478577160246203,-0.1566312413721902,0.3728669767408168
2000,16_low_latitudes,Low Latitudes,2354.92895,0.3705258618555614,0.5346473022213154,0.157814011419829,0.228933800352463
2000,17_southern_andes,Southern Andes,29402.5139,1.6621530202778638,40.09978572586517,0.0567010864920992,1.3666913821962534
2000,18_new_zealand,New Zealand,981.5995,0.0879743435703125,0.5917289805148116,0.0898931394653015,0.5107513858148645
2000,19_antarctic_and_subantarctic,Antarctic & Subantarctic,127665.25695,-18.995791012237024,55.08026072784176,-0.1492414640992307,0.4157374254838302
2000,1_alaska,Alaska,89847.1,45.88379869548132,50.97137265990765,0.5122242597518045,0.5889067195856142
2000,2_western_canada_us,Western Canada & US,14563.2148,6.971917908706984,7.770347074198091,0.4801753386554795,0.5360700473304427
2000,3_arctic_canada_north,Arctic Canada North,105000.63345,-48.492413102801386,24.61363628578008,-0.4632193777214072,0.2337303111634003
2000,4_arctic_canada_south,Arctic Canada South,40871.6448,-31.828658494953373,19.01202496888099,-0.7810899695018965,0.464740462916506
2000,5_greenland_periphery,Greenland Periphery,89349.1603,-41.2912682002374,58.14795528438563,-0.4635243868595238,0.6496667371457514
2000,6_iceland,Iceland,11000.276,-12.119282301800888,9.310404630398684,-1.1050404144816226,0.8425515454197151
2000,7_svalbard,Svalbard,34444.6137,5.85973224228223,11.083688554617016,0.1706323196560655,0.3272521256079329
2000,8_scandinavia,Scandinavia,2960.94345,0.8445266836084478,0.923866344543825,0.2860804002421115,0.3138955147419732
2000,9_russian_arctic,Russian Arctic,51612.6368,8.519843072055021,16.83852313593046,0.1655695201874821,0.3272558751828727
2001,10_north_asia,North Asia,2477.3595,-1.5411560324271425,0.5757372429047373,-0.6239681453842844,0.2374580820623789
2001,11_central_europe,Central Europe,2121.1834,0.4019665729881813,0.43422767182019,0.1900713070317529,0.2079672547923675
2001,12_caucasus_middle_east,Caucasus & Middle East,1275.82805,-0.7523721686565512,0.2997816663979696,-0.5914872908517828,0.2282378760579874
2001,13_central_asia,Central Asia,49613.6089,-14.36815509049936,12.801266303535042,-0.2904725049798621,0.2600156281964412
2001,14_south_asia_west,South Asia West,33386.7328,-4.64241326904263,7.977766708936824,-0.1394680469090855,0.2382740783384383
2001,15_south_asia_east,South Asia East,14837.8747,-8.137158352811356,5.297867355594772,-0.5500547381397778,0.3595843599372022
2001,16_low_latitudes,Low Latitudes,2327.07105,-0.3070070498935514,0.5172510572472317,-0.1323255009428327,0.2215202773884822
2001,17_southern_andes,Southern Andes,29349.5417,-13.891168790717536,39.98689045112812,-0.4747252218183336,1.3626409786393447
2001,18_new_zealand,New Zealand,973.5817,-0.94077364134553,0.6310131979549193,-0.96920931721463,0.5431591794045684
2001,19_antarctic_and_subantarctic,Antarctic & Subantarctic,127306.51605,-31.12965808605476,53.47723243260334,-0.2452610364264661,0.4035270065256567
2001,1_alaska,Alaska,89430.82,-27.10431231414758,45.315105856652586,-0.3039877071899747,0.5238527511556423
2001,2_western_canada_us,Western Canada & US,14484.7852,-1.6612808463881623,5.303001415060549,-0.115036547828441,0.3661736265380721
2001,3_arctic_canada_north,Arctic Canada North,104927.05575,-27.438732411778343,20.57040203524976,-0.2622897984124593,0.1958535232213091
2001,4_arctic_canada_south,Arctic Canada South,40838.9344,-22.03994632267151,16.849655046641296,-0.5413036711855436,0.4124479714691877
2001,5_greenland_periphery,Greenland Periphery,88613.4809,-30.259115172023737,34.40693590362891,-0.3425005468781988,0.3842871129956297
2001,6_iceland,Iceland,10960.46,-7.880169982482089,8.367888437940389,-0.7211268165172067,0.7580251780053338
2001,7_svalbard,Svalbard,34356.3203,-11.143703096330642,10.105549871997376,-0.3253327103465396,0.2980222964142529
2001,8_scandinavia,Scandinavia,2952.98115,-2.1991190686074744,0.5545600353244062,-0.7469523730077972,0.1848713060535852
2001,9_russian_arctic,Russian Arctic,51571.3632,-10.13503584712864,14.884953959372003,-0.1971158374278154,0.2892132239895944
2002,10_north_asia,North Asia,2466.9965,-2.008519104670919,0.5971520843045376,-0.8166054524398674,0.2449868095663878
2002,11_central_europe,Central Europe,2101.7278,-0.7554326466468112,0.4131614181633634,-0.3605156499993134,0.1972606323468862
2002,12_caucasus_middle_east,Caucasus & Middle East,1268.90095,0.3736522375370595,0.310850456310781,0.2953552578227448,0.2381195007360484
2002,13_central_asia,Central Asia,49524.8635,-10.731484657993787,12.798345532189735,-0.2173408511454381,0.2601377052145498
2002,14_south_asia_west,South Asia West,33265.888,-2.352745468347903,7.767363942734289,-0.0709382819775451,0.2320615647961203
2002,15_south_asia_east,South Asia East,14768.6249,-6.998749077267797,5.2984576149315705,-0.4753190327676427,0.3599021000268251
2002,16_low_latitudes,Low Latitudes,2299.21315,-1.2859863528499784,0.5250969807283328,-0.5609988445881208,0.2232863959982013
2002,17_southern_andes,Southern Andes,29296.5695,-4.276535598304034,31.99366956425893,-0.1464131767964585,1.0903945998300746
2002,18_new_zealand,New Zealand,965.5639,-1.020883713895824,0.6429659917476624,-1.060474175388845,0.5532402934275195
2002,19_antarctic_and_subantarctic,Antarctic & Subantarctic,126947.77515,-16.125234566354507,54.28703506190431,-0.1274047994519427,0.409766011449231
2002,1_alaska,Alaska,89014.54,-49.090521732004326,43.73940940981681,-0.5531482434367275,0.5050664792014296
2002,2_western_canada_us,Western Canada & US,14406.3556,2.0771861792514,6.15785539194263,0.1446192601769147,0.4251931970750917
