recall,precision
1.0,0.3377445339470656
1.0,0.476461038961039
1.0,0.5671497584541063
1.0,0.6450549450549451
1.0,0.6873536299765808
1.0,0.7149817295980512
1.0,0.7355889724310777
1.0,0.7544987146529563
1.0,0.7653194263363755
1.0,0.771353482260184
1.0,0.7837116154873164
1.0,0.7921727395411606
1.0,0.7975543478260869
1.0,0.7986394557823129
1.0,0.800818553888131
1.0,0.8030095759233926
1.0,0.8041095890410959
1.0,0.8074277854195323
1.0,0.8085399449035813
1.0,0.8130193905817175
1.0,0.8175487465181058
1.0,0.8198324022346368
1.0,0.820979020979021
1.0,0.82328190743338
1.0,0.824438202247191
1.0,0.8255977496483825
1.0,0.8267605633802817
1.0,0.8279266572637518
1.0,0.8290960451977402
1.0,0.8302687411598303
1.0,0.8314447592067988
1.0,0.8326241134751773
1.0,0.8338068181818182
1.0,0.8349928876244666
1.0,0.8361823361823362
1.0,0.8373751783166904
1.0,0.8385714285714285
1.0,0.8397711015736766
1.0,0.8409742120343839
1.0,0.8421807747489239
1.0,0.8433908045977011
1.0,0.8446043165467626
1.0,0.845821325648415
1.0,0.847041847041847
1.0,0.8482658959537572
1.0,0.849493487698987
1.0,0.8507246376811595
1.0,0.8531976744186046
1.0,0.8544395924308588
1.0,0.8556851311953353
1.0,0.8569343065693431
1.0,0.8581871345029239
1.0,0.8594436310395315
1.0,0.8607038123167156
1.0,0.8619676945668135
1.0,0.8657817109144543
1.0,0.8683431952662722
1.0,0.870919881305638
1.0,0.8774289985052317
1.0,0.8787425149700598
1.0,0.8800599700149925
1.0,0.8840361445783133
1.0,0.8853695324283559
1.0,0.8907435508345979
1.0,0.8948170731707317
1.0,0.8961832061068702
1.0,0.8989280245022971
1.0,0.9003067484662577
1.0,0.9044684129429892
1.0,0.9072642967542504
1.0,0.9086687306501547
1.0,0.9129082426127527
1.0,0.9200626959247649
1.0,0.9215070643642073
1.0,0.9229559748427673
1.0,0.9258675078864353
1.0,0.9273301737756714
1.0,0.9347133757961783
1.0,0.9362041467304625
1.0,0.9407051282051282
1.0,0.9437299035369775
1.0,0.9513776337115073
1.0,0.952922077922078
1.0,0.9591503267973857
1.0,0.9638752052545156
1.0,0.9686468646864687
1.0,0.9734660033167496
1.0,0.983249581239531
1.0,0.9865546218487395
1.0,0.9898819561551433
1.0,0.9949152542372881
1.0,0.9966044142614601
1.0,0.9982993197278912
1.0,1.0
0.9982964224872232,1.0
0.9965928449744463,1.0
0.9948892674616695,1.0
0.9931856899488927,1.0
0.9914821124361158,1.0
0.989778534923339,1.0
0.9880749574105622,1.0
0.9863713798977853,1.0
0.9829642248722317,1.0
0.9812606473594548,1.0
0.979557069846678,1.0
0.9778534923339012,1.0
0.9761499148211243,1.0
0.9710391822827938,1.0
0.969335604770017,1.0
0.9642248722316865,1.0
0.9625212947189097,1.0
0.959114139693356,1.0
0.9574105621805792,1.0
0.9522998296422487,1.0
0.9471890971039182,1.0
0.9437819420783645,1.0
0.9403747870528109,1.0
0.938671209540034,1.0
0.9352640545144804,1.0
0.9301533219761499,1.0
0.9284497444633731,1.0
0.9216354344122658,1.0
0.9131175468483816,1.0
0.9080068143100511,1.0
0.9063032367972743,1.0
0.899488926746167,1.0
0.8943781942078365,1.0
0.8909710391822828,1.0
0.8841567291311755,1.0
0.8705281090289608,1.0
0.8603066439522998,1.0
0.8568994889267462,1.0
0.8449744463373083,1.0
0.838160136286201,1.0
0.8296422487223168,1.0
0.8194207836456558,1.0
0.8160136286201022,1.0
0.807495741056218,1.0
0.8006814310051107,1.0
0.797274275979557,1.0
0.787052810902896,1.0
0.778534923339012,1.0
0.7700170357751278,1.0
0.75809199318569,1.0
0.7410562180579217,1.0
0.7291311754684838,1.0
0.7223168654173765,1.0
0.7103918228279387,1.0
0.7035775127768313,1.0
0.6916524701873935,1.0
0.6831345826235093,1.0
0.6678023850085179,1.0
0.6490630323679727,1.0
0.6337308347529813,1.0
0.6286201022146508,1.0
0.6183986371379898,1.0
0.6081771720613288,1.0
0.5979557069846678,1.0
0.5809199318568995,1.0
0.565587734241908,1.0
0.5570698466780238,1.0
0.545144804088586,1.0
0.5298126064735945,1.0
0.5178875638841567,1.0
0.5025553662691652,1.0
0.4889267461669506,1.0
0.48211243611584326,1.0
0.46678023850085176,1.0
0.43611584327086883,1.0
0.4122657580919932,1.0
0.40034071550255534,1.0
0.38841567291311757,1.0
0.36626916524701875,1.0
0.3441226575809199,1.0
0.3321976149914821,1.0
0.3151618398637138,1.0
0.2981260647359455,1.0
0.28109028960817717,1.0
0.252129471890971,1.0
0.23339011925042588,1.0
0.21124361158432708,1.0
0.1890971039182283,1.0
0.17035775127768313,1.0
0.14991482112436116,1.0
0.12947189097103917,1.0
0.11584327086882454,1.0
0.10051107325383304,1.0
0.08858603066439523,1.0
0.07666098807495741,1.0
0.049403747870528106,1.0
0.03747870528109029,1.0
0.028960817717206135,1.0
0.017035775127768313,1.0
0.010221465076660987,1.0
0.0034071550255536627,1.0
0.0017035775127768314,1.0
0.0,1.0
