bootstrap_id,tm_score_min_norm,rmsd
0,0.15920085567232276,19.30511844177049
1,0.1516879519474872,19.703139624009058
2,0.15112124269000646,19.41299053816671
3,0.15000933881127976,19.536467080409828
4,0.1649003084758717,18.933855398033664
5,0.14300423656300243,19.713889901169974
6,0.15537493907175182,19.530445465703107
7,0.14774357716380565,19.446310402424825
8,0.14596726450395256,19.873881366196485
9,0.15301801777184917,19.36103621371312
10,0.1454289179415361,19.57345662004807
11,0.15566512491216203,18.89731518344121
12,0.16822487235616768,19.20099638969676
13,0.1517622707942137,19.405314854847312
14,0.14437698371361316,19.927779983874604
15,0.15110240002019182,19.439005085443963
16,0.1651469743897827,19.193072740791266
17,0.14708796540696464,19.877246437090015
18,0.14797325460000033,19.294453772098333
19,0.15193749592343272,19.57478710402533
20,0.15896496345664396,19.201253787042734
21,0.15239032825423016,19.287844478736094
22,0.1497383023625638,19.413334938258895
23,0.15376769707546484,19.293642077130382
24,0.16125040840315874,18.962622456409004
25,0.1569780897153156,19.641145354427394
26,0.15769242267930617,19.35005201569684
27,0.1604440869143168,19.113001960915177
28,0.14055236462892853,19.73858599523207
29,0.14098525972977569,19.801710075339948
30,0.13156696399413814,19.834269777099315
31,0.1550769247472731,19.41434114910924
32,0.16123222691467695,19.101594490046985
33,0.14601517353386326,19.415234036838534
34,0.14954010895740846,19.484057558476525
35,0.1596080886921966,19.08810893481005
36,0.1436435549973316,19.573967265165113
37,0.15881446200253854,19.128803771798434
38,0.14842169934363786,19.441818373051444
39,0.15561437085443927,19.02132927850184
40,0.14785934952749655,19.469258516596774
41,0.15350012005489436,19.17009760795468
42,0.1489527973566046,19.62558340171776
43,0.15167422050787593,19.473325535650083
44,0.14311439699495776,19.693594972946062
45,0.15221305892968104,19.580723693819586
46,0.14906589069791018,19.462599565137975
47,0.1630706014069653,19.101812152680516
48,0.15679019391744334,19.396665230937426
49,0.15968649849938765,18.904532855935326
50,0.14129284820538807,19.71439327169412
51,0.1566439066141218,19.254506332517245
52,0.15313830242213178,19.81183056249428
53,0.15876926644610873,19.521922631044394
54,0.14135671225897622,19.778060369724646
55,0.16078126727647107,18.897724209732843
56,0.14731156687756886,19.44994135816718
57,0.14507261594579468,19.60058325811671
58,0.1563599654966377,19.12902225141644
59,0.1515208477469514,19.396263733985137
60,0.15863310821231275,19.124505311116064
61,0.14647214064567152,19.555547294430255
62,0.13688843803419765,19.83625596620479
63,0.13978342108675026,19.74728984366958
64,0.15609229121471324,19.2884080939887
65,0.14624734640384918,19.426215523903895
66,0.15423326012676197,19.306715444388864
67,0.15447251236322468,19.140074863158997
68,0.12977174448748932,20.023204097456205
69,0.1580399156337359,19.240640928252656
70,0.16651260155900038,18.902769330774454
71,0.1468515038306608,19.90464065222034
72,0.1636436490467377,18.817556598876685
73,0.15780415134510917,19.18315812330459
74,0.14865604709947877,19.40508684090715
75,0.16042652804704194,19.123796901458853
76,0.13253157746521074,19.969594038881343
77,0.14756928193041322,19.37494043264601
78,0.1566676764674318,19.179412722822757
79,0.14397004637491967,19.58126053570275
80,0.15623445753177326,19.44039240283149
81,0.13751463442850553,19.681646602693135
82,0.15494016656762125,19.315827695721648
83,0.13994593110417988,19.69612158753134
84,0.14875994911529433,19.324731390244782
85,0.15711000668006395,19.175898851087958
86,0.15659244090763785,19.49881033551108
87,0.148713305708325,19.383705279872057
88,0.1471354305046936,19.352706389119316
89,0.15530374048136292,19.41191391404285
90,0.16291806318092772,18.697366391420214
91,0.14885886493599618,19.4071489975601
92,0.1572870579342831,19.19752224292414
93,0.14302442376673094,19.575688902486917
94,0.15140517671223697,19.430983568650195
95,0.1519909668753645,19.396028387101698
96,0.15464198781756713,19.214692447261246
