frame,gt_id,track_id,score
0,20,0,0.9
0,67,1,0.9
0,161,2,0.9
0,156,3,0.39944355130524634
0,30,4,0.3970302776849376
0,98,5,0.39661170859018513
0,50,6,0.39510379370307114
0,150,7,0.3945217893070617
0,133,8,0.3944826870979191
0,184,9,0.39362630565578505
0,172,10,0.3920942323168466
0,112,11,0.39060201671153794
0,136,12,0.3862629064041845
0,101,13,0.3825283319906353
0,194,14,0.3809217359101612
0,151,15,0.37914623411124493
0,96,16,0.3782614546327461
0,102,17,0.37384470689807914
0,106,18,0.3737126950089621
0,190,19,0.3725290240633651
0,57,20,0.3705025247042819
0,158,21,0.36873600347068525
0,8,22,0.3629396819456371
0,173,23,0.36203373207722334
0,117,24,0.36198234423636466
0,55,25,0.35556226298632587
0,182,26,0.35334936132449823
0,135,27,0.35287422217690256
0,79,28,0.34682721077119505
0,137,29,0.34348068090733075
0,185,30,0.3424120758826788
0,23,31,0.3402064089959012
0,3,32,0.33573061251496217
0,145,33,0.3350820583784381
0,26,34,0.3348202266883062
0,33,35,0.3347427033851057
0,74,36,0.32830102375415676
0,127,37,0.3262889366466467
0,186,38,0.3262079359174903
0,121,39,0.32252554385020193
0,148,40,0.3222518623847676
0,107,41,0.32179286212420044
0,24,42,0.32041702257845184
0,146,43,0.3203238492169738
0,193,44,0.3184094123486635
0,43,45,0.3159670341501267
0,192,46,0.31286546894204825
0,47,47,0.3120711925327506
0,199,48,0.3067827140474044
0,126,49,0.30394409122684174
0,51,50,0.3020715367843305
0,154,51,0.3009474543104493
0,103,52,0.3005899541241648
0,168,53,0.29703218986040925
0,25,54,0.29513205274187176
0,81,55,0.29336987129927966
0,82,56,0.29278101411707497
0,1,57,0.2820624734367203
0,77,58,0.2808149934752724
0,21,59,0.2788642058470877
0,32,60,0.27545119266698637
0,52,61,0.27275295173676606
0,17,62,0.2720854988846204
0,134,63,0.27151230792120373
0,66,64,0.2704893386784863
0,155,65,0.26824454469370573
0,160,66,0.267645920441368
0,152,67,0.2650554710084849
0,37,68,0.261445912423099
0,94,69,0.2611422036465135
0,115,70,0.2591190930018987
0,93,71,0.2534300281951699
0,122,72,0.25282606968677734
0,92,73,0.25277784564495837
0,46,74,0.2510372839976575
0,183,75,0.25013183978637415
0,143,76,0.24566398726469343
0,75,77,0.24362253268007714
0,88,78,0.2434641841740006
0,116,79,0.2425270640651552
0,179,80,0.24223005796774053
0,176,81,0.24134868749382193
0,22,82,0.24106105087120994
0,15,83,0.2392534859554568
0,195,84,0.23855432408960417
0,162,85,0.23786755057343154
0,58,86,0.23735165378857878
0,18,87,0.23550854128204196
0,5,88,0.22783711793329509
0,91,89,0.22732402327944456
0,87,90,0.22443451879428983
0,73,91,0.22421589448162657
0,144,92,0.2217848694198126
0,147,93,0.2213246462287101
0,44,94,0.2208449376658865
0,6,95,0.22084303055089483
0,196,96,0.21758263640701953
0,76,97,0.21500558425035682
0,65,98,0.21358943042924589
0,191,99,0.21146319779993905
0,69,100,0.20781553231343847
0,198,101,0.2062882774198757
0,99,102,0.20426964573241577
0,80,103,0.20394205223734568
0,42,104,0.19666963181590302
0,181,105,0.19373086145399754
0,29,106,0.19152766757418715
0,163,107,0.1885800148959474
0,108,108,0.1880379880018605
0,49,109,0.18769998852394368
0,175,110,0.18659786299743425
0,40,111,0.18648328322082097
0,39,112,0.18450767383960454
1,134,63,0.14746071222665044
1,101,13,0.21731481415147433
1,116,79,0.2199724425057786
1,172,10,0.3091946839059879
1,20,0,0.30398745057943655
1,94,69,0.23965243745453849
1,186,38,0.33806140944920116
1,6,95,0.1062795694252921
1,88,78,0.21242228001611344
1,192,46,0.2683380735841483
1,137,29,0.37924633984162426
1,126,49,0.2962929976007594
1,162,85,0.37847495108250995
1,93,71,0.13112902093950424
1,121,39,0.3958965161517034
1,21,59,0.1406843889817027
1,106,18,0.20481778023792485
1,168,53,0.128048469418024
1,99,102,0.1226968548959155
1,91,89,0.1344118333014332
1,127,112,0.3151433526097265
1,122,72,0.2765259506012834
1,107,41,0.20320219266114273
1,194,14,0.3988053342826816
1,33,35,0.21412308952800757
1,117,24,0.30677428199071133
1,89,45,0.305479798100641
1,67,1,0.9
1,150,7,0.2796071684511539
1,179,80,0.11739801697210867
1,87,90,0.25737699536495096
1,133,8,0.3793804162328108
1,161,2,0.9
1,178,52,0.30569782977440896
1,1,57,0.3064658703769017
1,199,48,0.1978761510882196
1,108,108,0.29145200126104065
1,15,83,0.33881295621148866
1,5,88,0.37246536682954134
1,154,51,0.19571147562933666
1,82,56,0.10411179833028374
1,115,70,0.332579395476835
1,147,93,0.15138404477764195
1,185,30,0.34843363552040457
