battery_id,discharge_index,ambient_C,capacity_Ah,max_temp_C,min_voltage_V,duration_s
B0005,1,24.0,1.8564874208181574,38.98218133148803,2.612467347907089,3690.234
B0005,2,24.0,1.846327249719927,39.033397966787035,2.587208728940726,3672.344
B0005,3,24.0,1.8353491942234077,38.818796689817404,2.6519168938437794,3651.641
B0005,4,24.0,1.8352625275821128,38.7623045063458,2.592947964776547,3631.563
B0005,5,24.0,1.8346455082120419,38.66539257343368,2.547419651124539,3629.172
B0005,6,24.0,1.8356616600675495,38.75169504640032,2.5209480504077413,3652.281
B0005,7,24.0,1.8351461429226603,38.8207012322275,2.487927319492314,3650.828
B0005,8,24.0,1.8257567905665537,38.51713023385634,2.6652049047458775,3572.453
B0005,9,24.0,1.8247738529891333,38.526267904657,2.6038584726333673,3550.594
B0005,10,24.0,1.824613268496936,38.52698128472781,2.552853984885676,3551.25
B0005,11,24.0,1.8246195526864504,38.54143406601644,2.4724483018527317,3530.25
B0005,12,24.0,1.8142019357673917,38.52197451768004,2.64956413267546,3491.016
B0005,13,24.0,1.8137521577549054,38.582485834057856,2.5724981777366227,3470.281
B0005,14,24.0,1.8134404914735822,38.520294134873915,2.5249886697730286,3470.0
B0005,15,24.0,1.8025980036306504,38.21358592965045,2.694621861688723,3450.297
B0005,16,24.0,1.80210690024615,38.1983618706913,2.64010141737067,3429.407
B0005,17,24.0,1.802579500826209,38.31926916027133,2.5739035098380962,3409.484
B0005,18,24.0,1.8030683142834096,38.4787542519308,2.4942396831720126,3390.422
B0005,19,24.0,1.8027776247196041,38.54659017774874,2.4556793246645583,3390.281
B0005,20,24.0,1.8470259949329193,38.44749852224995,2.632142800798914,3591.734
B0005,21,24.0,1.847417311283644,38.992275791716615,2.5027764692056795,3552.297
B0005,22,24.0,1.8361774213478947,38.51424197364312,2.617507742871704,3531.578
B0005,23,24.0,1.8257807475776242,38.165816144899125,2.694074478000972,3492.907
B0005,24,24.0,1.8251136435078368,38.16526203587147,2.6237674644021887,3511.594
B0005,25,24.0,1.8255815042203762,38.27549578575718,2.5010798299873738,3431.9370000000054
B0005,26,24.0,1.8140311275083907,37.982160799183106,2.6849988185249796,3431.125
B0005,27,24.0,1.8147691941158939,38.11100191887773,2.547109116468133,3412.406
B0005,28,24.0,1.813969388710352,38.18831137948753,2.471314764334132,3410.688
B0005,29,24.0,1.802765665167823,37.998541119085836,2.6613903306108773,3410.718
B0005,30,24.0,1.804077040117352,38.194201649765226,2.541762355407921,3392.719
B0005,31,24.0,1.8518025516704486,38.45796400011448,2.628919415830567,3470.672
B0005,32,24.0,1.8307038456739428,38.49126351534004,2.6312552691827045,3414.109
B0005,33,24.0,1.8199041089501267,38.31473393357882,2.654880745360911,3395.219
B0005,34,24.0,1.8093079637028517,37.861934640176806,2.6749688422803803,3386.0
B0005,35,24.0,1.80460990458052,37.90665575786083,2.6159705726789904,3368.187
B0005,36,24.0,1.7993770651972192,38.34003238560517,2.658447162110498,3368.266
B0005,37,24.0,1.7884432335370462,38.0745950590744,2.6979426084271156,3358.719
B0005,38,24.0,1.7829230484252723,38.07252758016199,2.6617272246516333,3339.5
B0005,39,24.0,1.7730337158018288,37.80133585100446,2.699288287625812,3331.265
B0005,40,24.0,1.773037755078937,38.39873985476869,2.6127932408838532,3321.188
B0005,41,24.0,1.7678721106662054,38.74929237918251,2.6637064901468075,3321.844
B0005,42,24.0,1.7623150704093087,38.87275464755104,2.6668454289754746,3311.828
B0005,43,24.0,1.7676172924938447,38.503541429116005,2.684431051981017,3327.391
B0005,44,24.0,1.762668359743147,38.27009094548294,2.645224362345869,3312.078
B0005,45,24.0,1.7517304870664143,38.11684755251712,2.6603527244917,3293.172
B0005,46,24.0,1.7418496047960008,38.04152715355532,2.6926849789916263,3275.328
B0005,47,24.0,1.7360913511847138,38.17980302242767,2.670544734728978,3265.016
B0005,48,24.0,1.7936240148573608,40.71218198711114,2.605158060541757,3328.937
B0005,49,24.0,1.7831890223273275,39.885261233152924,2.672012007453096,3329.266
B0005,50,24.0,1.7673642076278957,39.18287352945846,2.674271233724938,3301.579
B0005,51,24.0,1.7570177850353066,38.951564804030774,2.6309416727017187,3283.563
B0005,52,24.0,1.7468706179837907,38.607510759873634,2.6629725743154204,3275.125
B0005,53,24.0,1.7417172507457144,38.920359903369054,2.612942119873717,3265.656
B0005,54,24.0,1.7364225056478186,39.23273115358871,2.6157198442661476,3266.093
B0005,55,24.0,1.7263217239235826,38.964927068400804,2.6287695472774453,3257.594
B0005,56,24.0,1.7158065389330133,38.83927283461771,2.6655106679421823,3248.593
B0005,57,24.0,1.710533351135192,38.82796377704433,2.650495153350403,3238.766
B0005,58,24.0,1.706014499648521,39.14007944734004,2.643236235233877,3240.14
B0005,59,24.0,1.7003110272642588,39.349611598028886,2.656450207001938,3230.109
B0005,60,24.0,1.6945798601797895,39.29444535878087,2.626177688152069,3229.7810000000027
B0005,61,24.0,1.6849029086609286,39.10487658009542,2.6582230344240045,3212.469
B0005,62,24.0,1.6744741591159717,39.0462609369598,2.695100237338448,3213.219
B0005,63,24.0,1.6745692479879102,39.398032192832,2.639091813583503,3203.578
B0005,64,24.0,1.663716375981405,39.10678394120843,2.6857210282450983,3195.125
B0005,65,24.0,1.659013868748246,39.44448954135193,2.69017866510873,3195.3129999999946
B0005,66,24.0,1.6538540573335014,39.509602016775695,2.639895313359579,3186.297
B0005,67,24.0,1.642653782130131,39.334865362245324,2.68991452927918,3176.438
B0005,68,24.0,1.6378578430223698,39.43723270017243,2.65935818848874,3167.593
B0005,69,24.0,1.6327350407099108,39.51375235624076,2.6657030585650423,3167.719
B0005,70,24.0,1.6277528915533617,39.60170302810528,2.642986759012803,3159.077999999994
B0005,71,24.0,1.622125485521159,39.687463597582074,2.6311169118893036,3148.829
B0005,72,24.0,1.6113256603765849,39.53535075538898,2.696157404617167,3149.094
B0005,73,24.0,1.6065631397488385,39.6502371632164,2.6667596238241567,3140.547
B0005,74,24.0,1.6015142233917594,39.69929058154853,2.6403185448373043,3131.625
B0005,75,24.0,1.590369231400328,39.56076309770468,2.69892986372897,3121.907
B0005,76,24.0,1.5857889968242211,39.63708096307912,2.6682466504352993,3122.125
B0005,77,24.0,1.5849430707374117,39.43977047692484,2.6479207279724903,3121.672
B0005,78,24.0,1.5955263892495937,39.839022256254516,2.6741633856529066,3120.86
B0005,79,24.0,1.5747301747801037,39.41794949618613,2.6892528956736257,3103.828
B0005,80,24.0,1.5649019950937946,39.262781682151214,2.688809122993162,3095.094
B0005,81,24.0,1.5597659473370362,39.47237839941986,2.6743555987897745,3095.781
B0005,82,24.0,1.5594815668184234,40.037541469513684,2.6430294964336345,3094.328
B0005,83,24.0,1.55468935359061,40.142730162011574,2.6584858447131823,3086.531
B0005,84,24.0,1.5488741079890418,40.1165626728546,2.629782173759164,3085.625
B0005,85,24.0,1.538236598942558,39.87503330866132,2.6622967647315545,3067.203
B0005,86,24.0,1.527914258251028,39.61961987024145,2.682380966742509,3058.157
B0005,87,24.0,1.5285252629756445,40.067324667444815,2.6401894768922713,3058.812
B0005,88,24.0,1.522647325284378,40.24716716520102,2.693769409137257,3058.578
B0005,89,24.0,1.5174859938489869,40.30253125568348,2.695787450704935,3049.328
B0005,90,24.0,1.605818899130659,40.09418103142496,2.6920548172137724,3177.219
B0005,91,24.0,1.5638491446744425,40.52238496316615,2.629071246219689,3082.937
B0005,92,24.0,1.5480915247767786,40.56886357314186,2.631343871050918,3074.266
B0005,93,24.0,1.5323755631868592,40.27804845768325,2.6983970036642315,3066.0
B0005,94,24.0,1.5269528268489705,40.2921849196155,2.6338485871981514,3056.437
B0005,95,24.0,1.5169573017136326,40.184384347174266,2.671566207861818,3048.219
B0005,96,24.0,1.5118975960142693,40.320066232195046,2.6540810507928123,3039.218
B0005,97,24.0,1.5065638960681105,40.336505612651585,2.656849703962618,3039.047
B0005,98,24.0,1.5015453526671363,40.43267631588412,2.6363048614501152,3030.375
B0005,99,24.0,1.4908444050400238,40.314538591575015,2.69951692300468,3021.0
B0005,100,24.0,1.485868384561201,40.386661855917744,2.698216006032282,3021.75
B0005,101,24.0,1.480413677976106,40.43384612547835,2.6911707598773864,3012.265
B0005,102,24.0,1.4752095869031632,40.44479269068758,2.690162319231471,3002.641
B0005,103,24.0,1.4859035988304024,40.58499656066617,2.6355034454892072,3012.0
B0005,104,24.0,1.4960918298136696,40.99869158762305,2.6594753656507684,3020.11
B0005,105,24.0,1.4808005946928984,40.997807625227495,2.644554999824577,3002.172000000006
B0005,106,24.0,1.4697543268466824,40.84213757482493,2.6719601666204564,2992.703
B0005,107,24.0,1.4539012274845928,40.69012464267011,2.6598211033173382,2964.468
B0005,108,24.0,1.4541462067235693,40.69938049882204,2.688360455508818,2983.375
B0005,109,24.0,1.455023751906683,41.06026204078849,2.6376728619288525,2975.297
B0005,110,24.0,1.449042163761236,41.19696040482682,2.645120521151077,2974.9850000000006
B0005,111,24.0,1.4386709371480566,40.84446688602949,2.698012437629632,2966.25
B0005,112,24.0,1.433445432156979,40.764203830749366,2.6928942772989077,2956.359
B0005,113,24.0,1.4333958900838095,41.11212504270441,2.6483923655058113,2956.344
B0005,114,24.0,1.42806487344776,41.27256611507568,2.6832134764261997,2956.406
B0005,115,24.0,1.4229203181741186,41.15574924454392,2.684960445221862,2947.266
B0005,116,24.0,1.417429032731308,41.03237216951879,2.669922120529456,2937.984
B0005,117,24.0,1.412409228794446,40.937269906716935,2.664105530655056,2929.125
B0005,118,24.0,1.412578792940193,41.240704611971786,2.634098605983684,2928.454
B0005,119,24.0,1.4075983731469897,41.43649987692296,2.68378702970616,2929.375
B0005,120,24.0,1.4333920485221476,41.16703904201915,2.660031949282934,2946.031
B0005,121,24.0,1.4382550176792908,41.36216559728765,2.650011641082063,2955.438
B0005,122,24.0,1.4173547174485526,41.02198772703674,2.6936969083341418,2937.625
B0005,123,24.0,1.406981663677643,40.78818812957494,2.697073130067154,2929.078
