particle_radius_um,exchange_current_scale,electrolyte_diff_scale,solid_diff_scale,thermal_resistance_KW,heat_capacity_scale,aging_resistance_growth,active_material_frac,loss,voltage_rmse,temp_err,fade_err,dynamic_err,rank
9.09251235915311,0.9181407966385464,1.3363239430550782,1.3603039064216933,2.7314815312872183,1.01819303575931,0.9004341342135683,0.8981557097686419,0.12578461895229603,0.02978645340767506,0.12669177616419347,0.008129806612474866,0.004090932764454019,1
4.468321742042527,1.4664467452345722,1.0549983169825194,0.7733394824482374,2.630800474979076,1.2124768579846328,1.779632899579569,0.8735915606100998,0.13350479561630685,0.05413591378166532,0.01028102649669016,0.021550591515037576,0.018935822447432943,2
7.714042652536466,0.7718482906855246,1.326830591032614,0.8392716829735847,3.0546087207491004,1.154869307195835,0.8608999094888621,0.9662889425034047,0.1357342528051924,0.08344664301081035,0.06004132085965708,0.002018111144798218,0.0055364335619319804,3
8.322537162282313,1.685005048779141,0.7558975676917321,1.0766168186387244,2.503787872060136,1.031897710106964,1.3345935208104616,0.9716458366401286,0.13684395046460063,0.049207938354173704,0.0193012493603959,0.026047913967666814,0.01791910629319568,4
10.91889014278401,1.4742192187501695,1.394600552734174,1.2441452799060075,2.6914554515979585,1.1741887719679884,1.3723103392499656,0.9258124708274891,0.15723446692953336,0.03333897042984282,0.05034290926757734,0.03121493947773568,0.022492729426344532,5
11.76456897133826,1.4007558142266525,1.3827075517954714,1.4390743530749655,2.808666435523066,1.1871491524476248,1.2866414954269634,0.9705572554753713,0.1579428586417464,0.04419276071137582,0.06600502104080341,0.027499656906348147,0.016458998807308306,6
13.75886108892093,1.154882755433113,0.9146845018120957,1.1060541296925248,2.795263890102992,1.1421149551096195,1.04332718592455,0.8779042789277672,0.1599363668120315,0.04569450783742489,0.05762384736460824,0.06044375160645532,0.0028540194512381156,7
4.55102090286355,0.8046506729931007,1.3386463532943975,1.0551164544807077,2.5276856153577656,0.9372002598241994,0.9087066976000492,0.8537834678408736,0.16742855163017312,0.045275113999916246,0.14559009008950952,0.013486823293014316,0.007446078249973592,8
11.967470233520002,1.6274193351424127,1.1948070600053573,0.7461952525537602,2.15405983467308,1.0392695428148429,1.749674519211844,0.9734682220700024,0.1697712852376434,0.043921563034868084,0.0048721540902345595,0.08896747770757041,0.006466182599820042,9
10.864606514630967,1.1791877767953123,1.3809907480051367,0.7358961962107043,2.9214251358050483,1.1614171067957002,1.0809709021705278,0.9492377320466004,0.17553872126619902,0.05458705600600319,0.03351761391362196,0.0256331555767626,0.028032524087963,10
6.011583547341252,1.3888435670369526,0.7996691101122249,1.14956875803564,2.897694519387629,1.141093643388543,1.0600904858259346,0.9273943771945774,0.17578459014793313,0.04246503531927596,0.1782904613514713,0.0027861263549591175,0.009200770556729382,11
5.080781211328592,1.6402017642694435,0.8102219383327234,1.7850934768564028,3.0383373772619326,1.2537307431226217,1.0304137161256293,0.851425987643716,0.17651000227566055,0.07700372400721008,0.033574163683464775,0.0248160305041234,0.019833017381369417,12
