frame,energy,separation,inv_sep,intra_sum,inter_sum,pred_short_range,pred_long_range
0,0.3010472353254414,2.8621164816435924,0.3493917897519469,6.2728537976150065,6.048491288854473,0.7610455621176333,0.21617730546970648
1,0.36325703896749484,3.0368708885462365,0.3292863070904883,6.0937258413004365,5.66910641182103,0.7860884150022158,0.3721509977129003
2,0.44233550314199027,2.9243767602039834,0.3419532030237606,6.324756936377026,5.758420958639064,0.7537892817747552,0.7956862772185325
3,0.6546224188846886,3.4260626710757722,0.2918802415502818,6.358804621601925,4.977856708173563,0.7490292700507877,0.4978457281863342
4,0.25822117555607194,3.442818128388856,0.2904597230257912,6.4516847055991775,4.9870083908145135,0.7360442378575651,0.35858706492284753
5,1.1551650613571343,3.5933892801646063,0.27828880258533856,6.264631771915207,4.695576491142578,0.7621950364054533,0.6920393188428378
6,0.37996542192807387,4.066379351171234,0.24591901385491036,6.499152368960105,4.116710284405634,0.7294080559081935,0.729691097378776
7,0.31840291315415253,3.9329564046033747,0.2542616538615934,6.229372876425593,4.244673257335474,0.7671243804943718,0.8361028545754188
8,0.7881122494619325,3.9279013579147857,0.25458887810025665,6.361739043035911,4.282509177842893,0.7486190254089986,0.6944323902436196
9,0.6322230099518007,4.439864782591284,0.22523208452676338,6.444972674887049,3.727825242132205,0.7369826084008289,0.8605840710522408
10,1.8443943208912492,4.475635599783371,0.22343195233508328,6.090920526068663,3.690141074873856,0.7864806100458572,0.9510278827647145
11,0.3945375914412822,4.413376670082758,0.226583877777477,6.559984340549005,3.7611693615987773,0.7209034866241859,0.8024464414228394
12,0.46974330398976333,4.904863402313285,0.20387927613404466,6.482943008691544,3.37792961486565,0.7316741936619559,0.7910920923699489
13,0.7206730592254834,4.82821155092571,0.20711602825445183,6.3413962439410385,3.4534946703175766,0.7514630355538968,0.7450979532280915
14,0.5534544595729943,4.929385341227206,0.20286504924588483,6.280412521386522,3.37493619490246,0.7599888202706331,0.776365251872928
15,1.5614496856176263,5.416669507757249,0.184615287782999,6.336652565075938,3.0299539689433193,0.7521262221072106,0.8794004355195
16,1.555065814783358,5.321974004249614,0.1879002037968424,6.157912417284509,3.122522698231423,0.7771148577049317,0.7815766663169441
17,1.510258744294313,5.391104183760515,0.18549075772126133,6.274588531296489,3.0504303370073664,0.7608030389444052,0.8712536331724934
18,0.5479356945616202,5.845768283176555,0.17106391351122904,6.085783928788092,2.799616265614837,0.7871987282707913,0.9166061762066278
19,1.2140550994536703,5.876272059670141,0.17017591933211718,6.864196399653402,2.7834670056576996,0.6783733422591789,0.7747807275501941
20,0.31105297521203085,5.876162526439469,0.1701790914564659,6.319700331209812,2.795135755959156,0.7544962167608029,0.8340427153232088
21,0.582993362456531,6.339580385778172,0.157739146622912,6.057135484084367,2.576144870119642,0.7912039031237191,0.9016161394169355
22,0.6325732583622883,6.433890959472979,0.1554269424674728,6.360192074217796,2.540340532133001,0.7488352982528704,0.8308194818602459
23,0.9494395727526188,6.235816750074971,0.1603639170422988,6.532487850401628,2.6085070925360276,0.7247476133131204,0.8594009854457969
24,0.5159765068784019,6.744526603734163,0.14826837504745577,6.139534799638078,2.4175594219003154,0.7796841270951349,0.8709065152361131
25,0.8887433905528719,6.753231576612745,0.14807725585231232,6.469567554504112,2.4243659572533502,0.7335441392492997,0.7727537481512368
26,1.7212787510707745,6.781757321372037,0.14745440637467208,6.128436435867755,2.399112945642406,0.7812357257226081,0.8891519706028284
27,0.9644447870224602,7.171257626640043,0.13944555502861372,6.368105426267351,2.2657037708791297,0.7477289778589007,0.8289787550385324
28,0.3904874508346345,7.263437225192955,0.13767586460739803,6.213130604510571,2.232051137171726,0.76939511943679,0.8695861989661697
29,0.6606881436338498,7.212283596098589,0.13865234036844304,6.231413085963266,2.2518596799335135,0.7668391504925516,0.8552026272575386
30,0.7424023484627553,7.761655660345367,0.1288384906211497,6.080648120438979,2.093063237053898,0.78791673619974,0.8472785152925315
31,0.4566142248647749,7.816298751082992,0.12793779151052082,6.366363057611682,2.073670620504778,0.7479725684341094,0.8082418766663224
32,1.0894575886199562,7.756270905092792,0.1289279361482071,6.4105519204568795,2.094057798521405,0.7417947767921061,0.78778302707771
33,0.535067835133936,8.167320851669208,0.122439171689407,6.329715322231172,1.989020001377917,0.7530960782679152,0.7791922127299955
34,0.6565090527842334,8.024281615251438,0.12462174783339348,6.551580988609107,2.020361686176935,0.7220783110943466,0.7603002035228066
35,0.48523349559029333,8.127602122606424,0.12303751892806879,6.106330344659957,1.99580977777438,0.7843262516313494,0.8335149989278268
36,0.6409078629891286,8.765744164099749,0.11408044557078413,6.220103257644626,1.8484830898163653,0.7684203127664972,0.7881408621788939
37,0.5684537161860165,8.680322066761521,0.11520309872247433,6.239148810197447,1.8651363905771992,0.7657576632253598,0.7942053137796128
38,1.2361890313319936,8.678613923997977,0.11522577323491882,6.02998965770511,1.8686159342605084,0.7949990055210933,0.8219525205549063
39,0.6615266470270783,9.225334113199576,0.10839715805731127,6.197986554847219,1.75029750168868,0.7715123222207604,0.7940185414723073
40,1.2294425890245302,9.122602876637472,0.10961783753197782,6.1057221931465495,1.7715939083501375,0.7844112738087646,0.8100775660919934
41,0.4524077552321719,9.220017976692235,0.10845965837896979,6.342049077871179,1.7577284260739021,0.7513717665838994,0.7440860613761071
42,0.538513307416034,9.611146782816355,0.10404585660765134,6.077643639102941,1.6821052793548326,0.7883367755148804,0.7924245004900419
43,0.5484043586635337,9.535428488217274,0.10487205700673848,6.221905524049456,1.6942672269686483,0.7681683482302876,0.7729606856787656
44,1.3288405266609915,9.655407709946424,0.10356890460149702,6.501414270805483,1.6734550653086497,0.7290918323754819,0.7151045509240976
45,0.6333467641723535,10.008063285912645,0.09991943210507077,6.185218171904778,1.6176917726200155,0.7732973966568245,0.7486810422167984
46,0.9429704217616401,10.170068445432975,0.09832775515380777,6.389719642396198,1.5871308560816557,0.744707218185722,0.7221957937631736
47,0.8002925681661405,10.081276226157465,0.09919379030656277,6.153483823603631,1.6032679592304815,0.7777339940045781,0.7616746150676379
48,1.2030262915321819,10.54625843274361,0.09482035798546708,6.174214247283764,1.5272882200190596,0.7748357922881193,0.7607022953715665
49,1.1564462341479549,10.557041618217989,0.09472350646741112,6.55602175221577,1.5245489561522327,0.7214574733871293,0.6934655382650847
50,0.582433541310651,10.537007868857708,0.09490360189969257,6.073703705765389,1.5305660879935594,0.7888875950127264,0.7727209180782442
51,0.4735753733912856,11.048572420019207,0.09050943071958084,6.267407078654799,1.4600738985555204,0.7618070366771076,0.7182908110349837
52,0.5477055493838241,11.005145638121862,0.0908665848579047,6.564950495552042,1.4641602095854975,0.7202091969571689,0.6703116377780605
53,1.2499540951957424,11.100576052545502,0.09008541496102694,6.241491157544132,1.450532846168631,0.765430193068191,0.7312992191319116
54,0.527627686061772,11.56259338384587,0.08648578798914633,6.265835774941868,1.3945980487376486,0.7620267116431458,0.7051612194620347
55,0.4776275171136141,11.498121678965306,0.08697072686484111,6.374256444816319,1.4015448119206013,0.7468690392106775,0.6900088720395736
56,0.5244865574377907,11.48050298888415,0.08710419752237661,6.307526178163286,1.4045785621770788,0.7561982153210005,0.6997568298759118
57,0.7931004821514827,11.92193148455032,0.08387902591924003,6.21744147456087,1.34957288582333,0.7687924414031915,0.7149484760530482
58,0.558996718992535,12.051441283774258,0.08297762702842634,6.396887620351064,1.334712277405645,0.7437051042717531,0.679205446735744
59,0.5259591179636693,12.095042199421648,0.08267850442454985,6.3465440650981755,1.3327567297368834,0.7507433481831106,0.6770096041428584
