G000,G001,G002,G003,G004,G005,G006,G007,G008,G009,G010,G011,G012,G013,G014,G015,G016,G017,G018,G019,G020,G021,G022,G023,G024,G025,G026,G027,G028,G029,G030,G031,G032,G033,G034,G035,G036,G037,G038,G039,G040,G041,G042
0.0,0.0,3113.492170355855,5653.364719551427,3182.240264481825,169.52386500871512,45.022957363922046,184.11182327862872,187.69245898326994,133.38919047321565,265.9862734032509,70.79234419979474,51.199028077785705,306.0139130117445,211.25681631083322,89.92944841754215,203.42309783896584,223.95658839851197,25.0,202.3900184317736,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,0.0,5506.8335009571565,4156.171097303782,1829.131664480551,59.377792672980895,177.7420408320272,306.94917852131636,153.83048312119556,39.0231183115952,307.816349973504,81.7611218461919,71.81539062960145,135.60770791968835,236.16075629854623,166.40073363544326,142.71934372070254,272.12128942442087,25.0,197.62374740164896,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,0.0,2432.225554352578,5383.765676167449,3075.127467781616,110.8096327483694,106.94426271391035,307.88085359519556,157.88681460582725,125.5681471694795,219.24390577184914,67.43561325723326,125.35519604999934,299.86560117490546,91.87371916373691,101.2640899842884,227.3628475019122,160.251100521862,66.8230666193058,224.39743384939533,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,0.0,6316.678284130497,3482.009793582573,865.101314225783,66.1630762781292,158.7278167970586,193.64611374333936,61.39383898362155,53.09794294893625,216.52256677068223,123.8283475122518,162.96160137745065,227.8480152920858,90.90780816724644,107.8282091103293,204.28754129230626,191.37030858770055,94.382458899369,254.1589850933864,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,514.9894282910423,5413.064467371055,1573.2818806177208,3541.3329996514,82.1719449866707,150.3242474445089,245.49199597579886,25.0,154.94254326439625,227.26890645884228,193.6094824662095,105.06355519984395,179.67437114111627,176.7467991596081,92.81886208606944,307.2909592335805,151.56977788389818,80.42793467097675,227.26406883691536,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,0.0,6478.732083504852,2344.729049045749,2974.204339151426,141.1278067693105,187.729606713546,292.6644076767347,160.21564369619335,140.94845873619525,278.9952855468121,209.823712447276,99.6531186926712,158.3945205059849,129.0648966035651,164.990587904172,301.60271570145744,200.2641824551172,150.0895432676179,222.58643513444116,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,4991.043166643587,3378.2960839126804,1249.365830678651,2792.242094630162,84.87628793751335,178.61223030915767,185.1054188489084,64.09957329655624,73.24776555264765,170.06597759861685,122.6059052087857,132.94499015155606,214.057377956621,133.47048593010274,168.0169849119428,201.4468471276869,88.66162062968564,25.0,175.95392026151242,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
7365.158174899237,1507.8567036367485,0.0,0.0,3597.902559211335,77.44748122608725,120.9551145183292,185.47788705767914,64.3536702326573,223.42462441923274,222.3825375038092,109.53068885352255,174.121085086108,266.53724265235104,114.32968128903576,92.1230916461672,217.2911162047125,151.56027570020285,112.05094786511854,187.63907430729105,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,431.03964137179173,4380.582565151735,2771.394091190614,4402.293076602082,25.0,244.45807337878568,157.13583090848047,141.61940054666735,139.29804350102435,251.88756263486616,25.0,83.1444259947244,209.42590904476853,109.4299048342202,68.25919588433985,219.53981236527358,95.0887291702772,25.0,284.1737146167069,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,0.0,3159.1514428687806,4303.18917134729,3912.65452651715,117.09099650465619,178.48766364975648,125.2262190344405,103.02628848419396,145.76658135702564,219.64496918812347,49.47491495070085,51.683885422170356,285.2221777225194,25.0,135.2438134868718,197.4027935366531,93.14903442033271,162.64537570608925,296.54884766063344,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
25.393893127683896,3663.848407354258,3339.097251720703,2869.8023402481,1255.0847085064308,116.79569345543369,132.6750642045211,132.65740950228144,99.70487817085655,205.73911020909625,194.5239061858708,35.732575638601205,149.74901488227385,129.61792875707783,131.66367964535314,116.66635698649674,224.90348329946795,93.69354678826484,130.80658555719785,211.03224350443676,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,3064.841913047046,4139.769726461957,2284.140640470832,2045.796438148338,198.907605018554,195.0593002921209,92.73967027003485,188.5085820446023,261.5406223625065,224.7594654739613,44.285251544454155,126.40655775198306,192.90503242243065,134.82465580427154,164.6167519562331,170.93175512145794,95.84200336218535,167.70690228671901,221.79474732262443,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,3777.2220781746223,2199.280110973245,3338.152016881949,2956.5230972279337,82.91887295194016,295.96142686529953,144.36726054653016,53.00711730618345,160.49257693543962,28.64934748068365,68.81436478571995,171.355066703073,121.2389915815736,63.588034549137845,240.3873518086613,144.67843697964844,73.05200650366484,114.80314152727634,169.24972909055063,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
7429.643923314123,1527.6193089619633,0.0,0.0,3884.168338703664,117.9967797817356,266.2895963625342,93.05668858371685,137.9648625309087,220.15718453834447,186.49631647561984,57.15619275490965,197.63584686888865,191.62402731203622,73.2903008812394,165.72820179360758,223.55046626989684,86.8407174718588,233.06063394748855,266.64647221058254,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,2314.6791833207985,2975.8064369119343,2889.273297818345,4666.9833345605,129.21110386987712,207.5331251571028,132.55387156467575,102.13415344616999,242.78727344220374,108.63152101987596,25.0,189.38132734408555,206.8406285044052,25.0,195.6575087195761,214.13824720613482,153.92304223860557,231.8322257086676,233.49630046166754,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
7338.01081740013,2530.789408894675,2292.7274161402174,153.4099101348993,0.0,206.0690776766454,206.99538142672085,33.0376597651086,121.57025795181055,258.662115439271,38.732290548947645,129.81487943497226,290.28343817913213,130.22950261618965,106.99766729374214,208.82466286950572,131.95448554978876,124.89677975956545,218.90936992272688,288.36775530913405,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,1953.6749584669956,3303.5979399606554,1485.996041556072,4935.604241358931,133.40163275403648,206.18583283528525,118.22974814231844,194.36749172943547,233.81628861616986,145.19885235636497,46.6381371307897,238.08407869631984,25.0,115.17042052988445,255.20570201134186,205.94536570233305,121.3705308204853,192.34426296858308,137.53836352872855,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,1441.6561322435823,1399.0167126176918,4317.83866157965,4288.167987032609,163.3549934729479,322.2806102222165,135.30767937769195,153.8639463217242,205.93486301838635,178.3827887393805,121.2176385469983,239.23541639872275,138.9261849353504,90.1745811398049,105.88101381420866,118.3533457768103,59.05394586735275,235.79732420947045,151.99069026501974,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
157.35394247868817,2224.94657266266,965.897875455831,3752.057221473456,4714.458956031341,191.0497256289903,232.1683706436225,25.0,166.4017125384927,180.5194605732691,93.7996065131903,222.86051735123274,256.1092715231581,140.25942184464273,157.5005119137294,191.78947178012857,151.34666417726206,42.8280432889934,178.16003506939703,171.4276818088345,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,1273.305259347679,3799.254171544717,3262.309321379241,4183.069333244517,180.9954728075115,227.7762603002301,100.2011695840779,204.3646862306548,222.19352223059678,140.4030466458285,83.785498744538,167.14903635140683,128.7947950373272,93.67900246864895,234.95721894896047,168.7174848136811,141.9319059631419,261.54705291502,180.9213705406972,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,612.8340190186564,2920.181217947711,4593.006896943092,4905.61622694342,159.86368944385495,249.71878708554274,139.07768388657135,143.72738049012528,158.7320842807577,166.7545116147031,25.0,273.46315296760935,161.46307605444255,148.60877200258122,284.9837886137306,115.53564895579214,146.10818390852805,304.9533115728513,126.58673860527355,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,575.2292358437812,1948.8965190369881,5760.539951712881,4686.243717269216,201.68263548433686,200.9847872147223,25.0,130.9795219688122,59.31497087279495,146.7112171152089,137.77427606457303,213.51970870022015,38.3528703744854,80.0604995890415,199.276518070502,130.21043011926426,185.1565263503399,278.08131333634265,82.78080595400975,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
0.0,0.0,2410.0436576101283,4737.288629228746,5236.367255209749,254.50352425053723,166.0512716171854,158.6673538206683,131.14594841117741,219.00195948994823,159.3492221881338,218.33931908706998,245.11073916983176,119.46124026411985,140.95987870599868,127.2658501552916,72.87037341150845,91.41092720158139,188.45687282304092,160.0908300337936,0.0,0.0,0.0,0.0,0.0,571.3480415791242,370.4621124873813,701.0984903770199,337.2753218398854,793.4434683002587,686.1223846483288,399.3578407670862,302.7610585618012,707.7307142274171,653.4286719238086,664.5035840204937,685.6351733429728,337.0223258670452,479.23286427213634,357.93452976256486,0.0,1200.0,1200.0
