hex_id,lat,lon,theo_pv,theo_wind,grid_dist_km,road_dist_km,ocean_dist_km,waterbody_dist_km,Base_low_rate_delivered,Base_low_rate_production,Base_low_rate_chain,Base_low_rate_competitiveness_gap_vs_europe,High_rate_delivered,High_rate_production,High_rate_chain,High_rate_competitiveness_gap_vs_europe,De_risked_delivered,De_risked_production,De_risked_chain,De_risked_competitiveness_gap_vs_europe
hex_000,-19.712527417328438,21.42667018270944,0.6634168884306757,0.6221119988358864,148.1040023836202,99.32873897912859,401.94869598655094,209.80741851465152,3.9581075874870324,1.648126082627609,2.309981504859423,1.0159863656939638,4.462975751871721,2.152994247012297,2.309981504859423,0.495723889472484,3.5259559532816436,1.4659744484222206,2.059981504859423,0.8805263731028754
hex_001,-23.73345872297537,24.54513625407894,0.8468278354591481,0.6169796764044917,164.2124173809309,107.64313184893224,403.1165214670598,176.4293997201662,3.827612124165128,1.5158438463205264,2.311768277844602,0.8854909023720596,4.265878431867459,1.9541101540228571,2.311768277844602,0.2986265694682224,3.4189818422579434,1.3572135644133416,2.061768277844602,0.7735522620791753
hex_002,-18.69682496106341,15.561555013934127,0.5817130228384195,0.649807766345918,25.688858679272826,17.689641590834682,238.2976785700376,63.933817239716994,3.4237228126487946,1.3641273644366367,2.059595448212158,0.48160159085572607,3.9581693761417123,1.8985739279295546,2.059595448212158,-0.00908248625752428,2.9808995732307673,1.1713041250186094,1.809595448212158,0.3354699930519991
hex_003,-20.631583651287634,16.186435884488162,0.7165114970014225,0.5352271773235865,106.87281353179937,66.93030108114688,149.00878280554892,242.2167352237675,3.501799332961551,1.5788158952690607,1.92298343769249,0.5596781111684823,4.0111588061261,2.08817536843361,1.92298343769249,0.043906943726863545,3.0680272772447967,1.3950438395523066,1.67298343769249,0.42259769706602857
hex_004,-27.869871825348206,17.57378135786131,0.7662753065105006,0.486505253193377,15.195472596163658,13.920513195117783,349.6854701288347,216.0451032366615,3.5834115679894825,1.353392798692365,2.2300187692971174,0.6412903461964139,4.086176244877188,1.8561574755800705,2.2300187692971174,0.11892438247795134,3.152018852076304,1.1720000827791868,1.9800187692971174,0.506589271897536
hex_005,-17.292531780358928,13.652599027179999,0.8086222331359278,0.5380422683640402,126.02775071490714,80.99657107173759,301.13095579381485,223.00028115508482,3.6754181730146827,1.519687810650146,2.1557303623645367,0.7332969512216141,4.1447557385108045,1.9890253761462673,2.1557303623645367,0.17750387611156793,3.2560856411183816,1.3503552787538449,1.9057303623645367,0.6106560609396134
hex_006,-19.866323576115764,12.818901074696603,0.8211226579792855,0.29689983490629557,85.8159970215324,34.46682027684199,174.40940070443244,43.66203670940741,3.4441774280786133,1.4823310450008318,1.9618463830777817,0.5020562062855447,3.986951519483494,2.025105136405712,1.9618463830777817,0.01969965708425736,2.9983496957551887,1.2865033126774068,1.7118463830777817,0.35292011557642056
hex_007,-19.567228336676553,17.65986896716307,0.8293347235199925,0.33293312913653694,40.40842627218149,79.4712935283363,51.56533394706672,41.50737207685166,3.113223890452274,1.4193289295132625,1.693894960939012,0.17110266865920565,3.638603064007702,1.94470810306869,1.693894960939012,-0.3286487983915345,2.6736720791249926,1.2297771181859807,1.443894960939012,0.028242498946224437
hex_008,-27.46263640789345,14.176730886712377,0.7151274927751562,0.35159505814683967,30.333727092025153,87.51235910013904,338.58742899357145,278.63095254691973,3.8910807414856645,1.6780419751254998,2.2130387663601647,0.948959519692596,4.471013431583166,2.257974665223001,2.2130387663601647,0.5037615691839292,3.4318465400003495,1.4688077736401848,1.9630387663601647,0.7864169598215813
hex_009,-23.595368745253197,20.377395925555145,0.7037648207335433,0.40041297585977775,148.97292018353946,92.46905153820119,125.48262700606045,122.28556717835748,3.6282249610583337,1.7412365417390614,1.8869884193192725,0.6861037392652651,4.1941581599668885,2.307169740647616,1.8869884193192725,0.2269062975676519,3.1740416429085103,1.5370532235892376,1.6369884193192725,0.5286120627297421
hex_010,-24.550423709209024,17.12012686421263,0.8357975881257154,0.6099661340085155,46.7952772915371,13.82117256875169,422.19778623486286,93.77986407537722,3.540838980797213,1.199876367857873,2.3409626129393404,0.5987177590041446,3.98352946075154,1.6425668478121993,2.3409626129393404,0.016277598352303357,3.1307647479590774,1.039802135019737,2.0909626129393404,0.4853351677803093
hex_011,-17.878820133816777,22.657494744809725,0.7308695675118385,0.41417814169599093,231.6544290023153,110.00540957137534,116.02705300250129,149.13229337870234,3.6416661179277825,1.8491447268339554,1.7925213910938271,0.6995448961347139,4.187245417845743,2.3947240267519154,1.7925213910938271,0.21999355544650623,3.194826293040416,1.6523049019465887,1.5425213910938271,0.5493967128616477
hex_012,-21.273618559032023,20.803711428031487,0.6224313676662078,0.4932756168940916,147.35997922659678,28.395464916490816,64.01349026105385,200.54494276525682,3.4442437794942036,1.7313031393947909,1.7129406400994125,0.502122557701135,4.018315675055219,2.305375034955807,1.7129406400994125,0.05106381265598259,2.9871240969622948,1.5241834568628825,1.4629406400994125,0.3416945167835266
hex_013,-19.12686064075004,15.373132979348576,0.6366712785996519,0.7448842446679098,89.98310211103508,5.452094184965394,375.6895757349587,286.9088608288561,3.7080927258821426,1.4382876750076556,2.269805050874487,0.765971504089074,4.186277268660388,1.9164722177859004,2.269805050874487,0.2190254062611512,3.285568288685811,1.2657632378113235,2.019805050874487,0.6401387085070427
hex_014,-23.67902961407203,22.651637219532816,0.6580547713998388,0.49656040434078613,149.7742954129471,67.02744385758652,77.44509931477738,89.50163693020623,3.3971892473074563,1.6636982453558469,1.7334910019516094,0.45506802551438774,3.9498232522772705,2.216332250325661,1.7334910019516094,-0.01742861012196606,2.9478041519025906,1.4643131499509814,1.4834910019516094,0.3023745717238224
hex_015,-26.273135338582676,22.266701004955227,0.7997160744053764,0.660627335270063,10.586948402275887,45.13975177963021,88.8780555894052,277.818486647048,3.0318841778027243,1.2809007527509344,1.75098342505179,0.08976295600965578,3.4744067121110214,1.7234232870592314,1.75098342505179,-0.4928451502882152,2.6218647586694175,1.1208813336176273,1.50098342505179,-0.023564821509350686
hex_016,-22.344982555809985,16.42469730642244,0.7642425736070565,0.40995734799851846,239.8470072441541,99.74497943275716,273.72842826917116,12.333549958945614,3.849933599509325,1.7361291042574931,2.113804495251832,0.9078123777162563,4.379925335379193,2.2661208401273614,2.113804495251832,0.4126734729799564,3.4087176195480917,1.5449131242962597,1.863804495251832,0.7632880393693235
hex_017,-28.234192926749895,15.036593455023418,0.8190485354067768,0.5191843663198555,123.16434205101055,97.18192517565191,394.80729796848436,168.7834224864133,3.8053922583718567,1.5063370924800752,2.2990551658917813,0.8632710365787881,4.275998171869162,1.9769430059773805,2.2990551658917813,0.30874630946992543,3.385602118574217,1.3365469526824358,2.0490551658917813,0.7401725383954489
