start_dates,end_dates,changes,errors,unit,author
1999.75,2000.75,-0.00375,0.3240570459204532,mwe,WGMS
2000.75,2001.75,0.245,0.3240570459204532,mwe,WGMS
2001.75,2002.75,0.51175,0.3240570459204532,mwe,WGMS
2002.75,2003.75,0.29625,0.3240570459204532,mwe,WGMS
2003.75,2004.75,0.64825,0.3240570459204532,mwe,WGMS
2004.75,2005.75,0.124,0.3240570459204532,mwe,WGMS
2005.75,2006.75,0.30925,0.3240570459204532,mwe,WGMS
2006.75,2007.75,-0.218,0.3240570459204532,mwe,WGMS
2007.75,2008.75,-0.2635,0.3240570459204532,mwe,WGMS
2008.75,2009.75,-0.049,0.3240570459204532,mwe,WGMS
2009.75,2010.75,0.00075,0.3240570459204532,mwe,WGMS
2010.75,2011.75,-0.59475,0.3240570459204532,mwe,WGMS
2011.75,2012.75,-0.54675,0.3240570459204532,mwe,WGMS
2012.75,2013.75,0.49925,0.3240570459204532,mwe,WGMS
2013.75,2014.75,0.29375,0.3240570459204532,mwe,WGMS
2014.75,2015.75,-0.297,0.3240570459204532,mwe,WGMS
2015.75,2016.75,-0.0985,0.3240570459204532,mwe,WGMS
2016.75,2017.75,0.51675,0.3240570459204532,mwe,WGMS
2017.75,2018.75,0.6035,0.3240570459204532,mwe,WGMS
2018.75,2019.75,-0.17875,0.3240570459204532,mwe,WGMS
2019.75,2020.75,-0.198,0.3240570459204532,mwe,WGMS
2020.75,2021.75,0.45475,0.3240570459204532,mwe,WGMS
2021.75,2022.75,-0.142,0.3240570459204532,mwe,WGMS
2022.75,2023.75,-0.1596666666666666,0.3452302980344005,mwe,WGMS
2023.75,2024.75,0.0794833333333333,0.326174371131848,mwe,WGMS
