start_dates,end_dates,changes,errors,unit,author
1996.75,1997.75,-1.264395967183268,-0.1519456467014895,mwe,Palsson et al.
1997.75,1998.75,-0.9898562666155012,-0.1485920214071515,mwe,Palsson et al.
1998.75,1999.75,-0.6654528491976536,-0.148856486396323,mwe,Palsson et al.
1999.75,2000.75,-0.8484663012192871,-0.1490910077388518,mwe,Palsson et al.
2000.75,2001.75,-0.7135671935749023,-0.1496129455483648,mwe,Palsson et al.
2001.75,2002.75,-0.559429756676714,-0.1492203321843652,mwe,Palsson et al.
2002.75,2003.75,-0.8645283123880908,-0.149700907897583,mwe,Palsson et al.
2003.75,2004.75,-1.053722293361025,-0.1492674640349844,mwe,Palsson et al.
2004.75,2005.75,-1.1868670341205771,-0.1497610388220784,mwe,Palsson et al.
2005.75,2006.75,-0.8011002122804168,-0.1494058078950456,mwe,Palsson et al.
2006.75,2007.75,-0.6539115475087838,-0.1499402390930275,mwe,Palsson et al.
2007.75,2008.75,-0.7535095032319389,-0.1504737087366972,mwe,Palsson et al.
2008.75,2009.75,-0.2983498467002493,-0.1501066058766068,mwe,Palsson et al.
2009.75,2010.75,-2.161827841258036,-0.1503058499548571,mwe,Palsson et al.
2010.75,2011.75,-0.1890044899150606,-0.1502559154691899,mwe,Palsson et al.
2011.75,2012.75,-0.7493423975054448,-0.1507751360771514,mwe,Palsson et al.
2012.75,2013.75,-0.2675350849175877,-0.1504235887928408,mwe,Palsson et al.
2013.75,2014.75,-0.8564148853738857,-0.1509641167169863,mwe,Palsson et al.
2014.75,2015.75,0.6954615436289837,0.1505664522534632,mwe,Palsson et al.
2015.75,2016.75,-0.7114563378379014,-0.1511095663723932,mwe,Palsson et al.
2016.75,2017.75,-0.1632904261489771,-0.15169378847331,mwe,Palsson et al.
2017.75,2018.75,-0.0096878196041961,-0.1511299785398902,mwe,Palsson et al.
2018.75,2019.75,-1.2200307366151215,-0.1514165824887519,mwe,Palsson et al.
2019.75,2020.75,-0.3390123751207001,-0.1500136296936104,mwe,Palsson et al.
2020.75,2021.75,-1.126471472901312,-0.1493784153364487,mwe,Palsson et al.
2021.75,2022.75,-0.0705495637582422,-0.149917424540091,mwe,Palsson et al.
