precision,recall
0.2048,1.0
0.21844971172325434,0.9990234375
0.2184963690730457,0.9990234375
0.2185430463576159,0.9990234375
0.2185897435897436,0.9990234375
0.21863646078221843,0.9990234375
0.21868319794784097,0.9990234375
0.2187299550994227,0.9990234375
0.21877673224978614,0.9990234375
0.2188235294117647,0.9990234375
0.21887034659820281,0.9990234375
0.2189171838219559,0.9990234375
0.2189640410958904,0.9990234375
0.21901091843288376,0.9990234375
0.2190578158458244,0.9990234375
0.2191047333476119,0.9990234375
0.2191516709511568,0.9990234375
0.21919862866938075,0.9990234375
0.21924560651521646,0.9990234375
0.21929260450160773,0.9990234375
0.21933962264150944,0.9990234375
0.2193866609478876,0.9990234375
0.21943371943371942,0.9990234375
0.21948079811199314,0.9990234375
0.21952789699570815,0.9990234375
0.21936037776346856,0.998046875
0.21940747101760413,0.998046875
0.21945458449645694,0.998046875
0.21950171821305842,0.998046875
0.21954887218045113,0.998046875
0.21959604641168887,0.998046875
0.21964324091983667,0.998046875
0.21969045571797077,0.998046875
0.21973769081917868,0.998046875
0.21978494623655914,0.998046875
0.2198322219832222,0.998046875
0.21987951807228914,0.998046875
0.21992683451689263,0.998046875
0.2199741713301765,0.998046875
0.22002152852529602,0.998046875
0.22006890611541774,0.998046875
0.22011630411371957,0.998046875
0.22016372253339078,0.998046875
0.22021116138763197,0.998046875
0.22025862068965518,0.998046875
0.22030610045268376,0.998046875
0.22035360068995258,0.998046875
0.22040112141470777,0.998046875
0.22044866264020707,0.998046875
0.22049622437971952,0.998046875
0.22054380664652568,0.998046875
0.22059140945391756,0.998046875
0.22063903281519862,0.998046875
0.22068667674368386,0.998046875
0.22073434125269978,0.998046875
0.22078202635558436,0.998046875
0.22082973206568712,0.998046875
0.22087745839636913,0.998046875
0.22092520536100302,0.998046875
0.22097297297297297,0.998046875
0.22102076124567474,0.998046875
0.2210685701925157,0.998046875
0.22111639982691475,0.998046875
0.22116425016230254,0.998046875
0.22121212121212122,0.998046875
0.22126001298982464,0.998046875
0.2213079255088783,0.998046875
0.22135585878275937,0.998046875
0.22140381282495666,0.998046875
0.22145178764897075,0.998046875
0.22149978326831382,0.998046875
0.22154779969650987,0.998046875
0.22159583694709453,0.998046875
0.22164389503361526,0.998046875
0.22169197396963122,0.998046875
0.22174007376871338,0.998046875
0.22178819444444445,0.998046875
0.22183633601041894,0.998046875
0.22188449848024316,0.998046875
0.2219326818675353,0.998046875
0.2219808861859253,0.998046875
0.22202911144905496,0.998046875
0.222077357670578,0.998046875
0.22212562486415996,0.998046875
0.22217391304347825,0.998046875
0.2222222222222222,0.998046875
0.22227055241409308,0.998046875
0.22231890363280402,0.998046875
0.22236727589208008,0.998046875
0.22241566920565833,0.998046875
0.22246408358728775,0.998046875
0.22251251905072936,0.998046875
0.2225609756097561,0.998046875
0.2226094532781529,0.998046875
0.22265795206971678,0.998046875
0.2227064719982567,0.998046875
0.2227550130775937,0.998046875
0.22280357532156092,0.998046875
0.2228521587440035,0.998046875
0.22290076335877862,0.998046875
0.22294938917975568,0.998046875
0.22299803622081607,0.998046875
0.22304670449585334,0.998046875
0.22309539401877318,0.998046875
0.22314410480349345,0.998046875
0.2231928368639441,0.998046875
0.22324159021406728,0.998046875
0.22329036486781734,0.998046875
0.22333916083916083,0.998046875
0.2233879781420765,0.998046875
0.22343681679055533,0.998046875
0.22348567679860049,0.998046875
0.22353455818022747,0.998046875
0.22358346094946402,0.998046875
0.2236323851203501,0.998046875
0.22368133070693805,0.998046875
0.22373029772329248,0.998046875
0.22377928618349024,0.998046875
0.22382829610162067,0.998046875
0.22387732749178532,0.998046875
0.22392638036809817,0.998046875
0.22397545474468553,0.998046875
0.2240245506356861,0.998046875
0.22407366805525103,0.998046875
0.22412280701754386,0.998046875
0.2241719675367405,0.998046875
0.2242211496270294,0.998046875
0.22427035330261136,0.998046875
0.22431957857769974,0.998046875
0.22436882546652032,0.998046875
0.22441809398331136,0.998046875
0.22446738414232376,0.998046875
0.22451669595782073,0.998046875
0.22456602944407822,0.998046875
0.2246153846153846,0.998046875
0.2246647614860409,0.998046875
0.2247141600703606,0.998046875
0.2247635803826699,0.998046875
0.22481302243730752,0.998046875
0.22486248624862487,0.998046875
0.2249119718309859,0.998046875
0.22496147919876733,0.998046875
0.22501100836635843,0.998046875
0.2250605593481612,0.998046875
0.2251101321585903,0.998046875
0.22515972681207314,0.998046875
0.22520934332304982,0.998046875
0.2252589817059731,0.998046875
0.22530864197530864,0.998046875
0.22535832414553472,0.998046875
0.22540802823114248,0.998046875
0.22545775424663578,0.998046875
0.22550750220653135,0.998046875
0.22555727212535864,0.998046875
0.22560706401766004,0.998046875
0.22565687789799072,0.998046875
0.22570671378091872,0.998046875
0.22575657168102495,0.998046875
0.22580645161290322,0.998046875
0.2258563535911602,0.998046875
0.22590627763041557,0.998046875
0.2259562237453018,0.998046875
0.2260061919504644,0.998046875
0.22605618226056182,0.998046875
0.2261061946902655,0.998046875
0.2261562292542598,0.998046875
0.22620628596724215,0.998046875
0.22625636484392295,0.998046875
0.2263064658990257,0.998046875
0.22635658914728682,0.998046875
0.22640673460345592,0.998046875
0.2264569022822956,0.998046875
0.22650709219858156,0.998046875
