start_dates,end_dates,changes,errors,unit,author
2002.25,2002.3333333333333,24.955981717151374,41.999256769163445,Gt,Harig et al.
2002.3333333333333,2002.4166666666667,-15.33901886320448,34.18252579551774,Gt,Harig et al.
2002.4166666666667,2002.5,-35.604685597050995,19.137199336605477,Gt,Harig et al.
2002.5,2002.5833333333333,-35.604685597050995,19.137199336605477,Gt,Harig et al.
2002.5833333333333,2002.6666666666667,-28.57190841627085,42.430404154821474,Gt,Harig et al.
2002.6666666666667,2002.75,-33.625750373442344,61.40433547169127,Gt,Harig et al.
2002.75,2002.8333333333333,-11.321258672059159,61.570084082735036,Gt,Harig et al.
2002.8333333333333,2002.9166666666667,14.17980842647485,61.41538537919189,Gt,Harig et al.
2002.9166666666667,2003.0,11.559993230567954,60.49824306408357,Gt,Harig et al.
2003.0,2003.0833333333333,-2.1686856404442523,62.61296672354507,Gt,Harig et al.
2003.0833333333333,2003.1666666666667,18.360270771314873,63.47752672021187,Gt,Harig et al.
2003.1666666666667,2003.25,46.593741928826105,62.51485116619972,Gt,Harig et al.
2003.25,2003.3333333333333,37.076030117442386,68.1010043580867,Gt,Harig et al.
2003.3333333333333,2003.4166666666667,-21.421345140410022,40.39301380572692,Gt,Harig et al.
2003.4166666666667,2003.5,-40.59799342909893,28.415841439253768,Gt,Harig et al.
2003.5,2003.5833333333333,-24.65277053710288,46.258930562078376,Gt,Harig et al.
2003.5833333333333,2003.6666666666667,-13.380838386975114,61.58113399025069,Gt,Harig et al.
2003.6666666666667,2003.75,-4.1697110871391345,61.4043354716913,Gt,Harig et al.
2003.75,2003.8333333333333,-13.245239485007971,61.57008408273498,Gt,Harig et al.
2003.8333333333333,2003.9166666666667,23.977553353596264,61.41538537919189,Gt,Harig et al.
2003.9166666666667,2004.0,34.939213407371696,73.55048268811424,Gt,Harig et al.
2004.0,2004.0833333333333,-14.649122350209865,54.54833142740813,Gt,Harig et al.
2004.0833333333333,2004.1666666666667,5.884185045026285,55.784981265206625,Gt,Harig et al.
2004.1666666666667,2004.25,14.74759268092322,63.67833020992066,Gt,Harig et al.
2004.25,2004.3333333333333,5.230307600975266,61.55903417550826,Gt,Harig et al.
2004.3333333333333,2004.4166666666667,0.32221283050175487,61.75793250883771,Gt,Harig et al.
2004.4166666666667,2004.5,-40.89326841000482,61.5590341753541,Gt,Harig et al.
2004.5,2004.5833333333333,-15.698373700838289,60.66399167528516,Gt,Harig et al.
2004.5833333333333,2004.6666666666667,-5.875388925675793,61.724782786550804,Gt,Harig et al.
2004.6666666666667,2004.75,-31.675838052292775,61.59218389756347,Gt,Harig et al.
