energy_ev,kx_pos_a_inv,kx_neg_a_inv,abs_energy_ev,abs_kx_a_inv
-0.2989949748743719,0.05033557046979864,-0.05033557046979867,0.2989949748743719,0.050335570469798654
-0.29396984924623115,0.05033557046979864,-0.05033557046979867,0.29396984924623115,0.050335570469798654
-0.2889447236180904,0.046308724832214765,-0.046308724832214765,0.2889447236180904,0.046308724832214765
-0.28391959798994976,0.046308724832214765,-0.046308724832214765,0.28391959798994976,0.046308724832214765
-0.27889447236180903,0.046308724832214765,-0.046308724832214765,0.27889447236180903,0.046308724832214765
-0.27386934673366836,0.046308724832214765,-0.046308724832214765,0.27386934673366836,0.046308724832214765
-0.26884422110552764,0.046308724832214765,-0.046308724832214765,0.26884422110552764,0.046308724832214765
-0.2638190954773869,0.042281879194630834,-0.04228187919463089,0.2638190954773869,0.04228187919463086
-0.25879396984924624,0.042281879194630834,-0.04228187919463089,0.25879396984924624,0.04228187919463086
-0.2537688442211055,0.042281879194630834,-0.04228187919463089,0.2537688442211055,0.04228187919463086
-0.24874371859296485,0.042281879194630834,-0.04228187919463089,0.24874371859296485,0.04228187919463086
-0.24371859296482412,0.042281879194630834,-0.04228187919463089,0.24371859296482412,0.04228187919463086
-0.2386934673366834,0.03825503355704696,-0.038255033557047013,0.2386934673366834,0.038255033557046986
-0.23366834170854273,0.03825503355704696,-0.038255033557047013,0.23366834170854273,0.038255033557046986
-0.228643216080402,0.03825503355704696,-0.038255033557047013,0.228643216080402,0.038255033557046986
-0.22361809045226128,0.03825503355704696,-0.038255033557047013,0.22361809045226128,0.038255033557046986
-0.2185929648241206,0.03422818791946308,-0.03422818791946308,0.2185929648241206,0.03422818791946308
-0.21356783919597988,0.03422818791946308,-0.03422818791946308,0.21356783919597988,0.03422818791946308
-0.2085427135678392,0.03422818791946308,-0.03422818791946308,0.2085427135678392,0.03422818791946308
-0.20351758793969849,0.03422818791946308,-0.03422818791946308,0.20351758793969849,0.03422818791946308
-0.19849246231155776,0.03422818791946308,-0.03422818791946308,0.19849246231155776,0.03422818791946308
-0.1934673366834171,0.03020134228187915,-0.030201342281879207,0.1934673366834171,0.03020134228187918
-0.18844221105527637,0.03020134228187915,-0.030201342281879207,0.18844221105527637,0.03020134228187918
-0.1834170854271357,0.03020134228187915,-0.030201342281879207,0.1834170854271357,0.03020134228187918
-0.17839195979899497,0.03020134228187915,-0.030201342281879207,0.17839195979899497,0.03020134228187918
-0.17336683417085424,0.03020134228187915,-0.030201342281879207,0.17336683417085424,0.03020134228187918
-0.16834170854271358,0.026174496644295275,-0.02617449664429533,0.16834170854271358,0.026174496644295303
-0.16331658291457285,0.026174496644295275,-0.02617449664429533,0.16331658291457285,0.026174496644295303
-0.15829145728643218,0.026174496644295275,-0.02617449664429533,0.15829145728643218,0.026174496644295303
-0.15326633165829145,0.026174496644295275,-0.02617449664429533,0.15326633165829145,0.026174496644295303
-0.14824120603015073,0.0221476510067114,-0.022147651006711455,0.14824120603015073,0.022147651006711427
-0.14321608040201006,0.0221476510067114,-0.022147651006711455,0.14321608040201006,0.022147651006711427
-0.13819095477386933,0.0221476510067114,-0.022147651006711455,0.13819095477386933,0.022147651006711427
-0.13316582914572866,0.0221476510067114,-0.022147651006711455,0.13316582914572866,0.022147651006711427
-0.12814070351758794,0.01812080536912747,-0.018120805369127524,0.12814070351758794,0.018120805369127496
