entity_id,variable,negative_count,minimum
BN001,electricity_kw,0,24.062064419019244
BN001,heat_mmbtu,0,0.2444178054183048
BN001,cooling_ton,0,3.410272421940705
BN001,pv_kw,0,0.0
BN001,ghg_ton,0,16.08731179709554
BN001,temperature_f,0,48.00040592578927
BN001,dew_point_f,0,33.15102723608064
BN001,humidity_pct,0,33.33806491728346
BN001,wind_speed_mph,0,3.2913172883243837
BN001,wind_gust_mph,0,4.889179636132738
BN001,pressure_in,0,29.6883168225418
BN001,precipitation_in,0,0.0
BN002,electricity_kw,0,26.8096260266747
BN002,heat_mmbtu,0,2.4916518302765605
BN002,cooling_ton,0,4.64432640672394
BN002,pv_kw,0,0.0
BN002,ghg_ton,0,17.65949667011926
BN002,temperature_f,0,48.00040592578927
BN002,dew_point_f,0,33.15102723608064
BN002,humidity_pct,0,33.33806491728346
BN002,wind_speed_mph,0,3.2913172883243837
BN002,wind_gust_mph,0,4.889179636132738
BN002,pressure_in,0,29.6883168225418
BN002,precipitation_in,0,0.0
BN003,electricity_kw,0,30.00670304919887
BN003,heat_mmbtu,0,4.465354135199229
BN003,cooling_ton,0,7.193959903265137
BN003,pv_kw,0,0.0
BN003,ghg_ton,0,21.48307327081749
BN003,temperature_f,0,48.00040592578927
BN003,dew_point_f,0,33.15102723608064
BN003,humidity_pct,0,33.33806491728346
BN003,wind_speed_mph,0,3.2913172883243837
BN003,wind_gust_mph,0,4.889179636132738
BN003,pressure_in,0,29.6883168225418
BN003,precipitation_in,0,0.0
BN004,electricity_kw,0,31.00241236075219
BN004,heat_mmbtu,0,4.818728857399718
BN004,cooling_ton,0,8.151241747402448
BN004,pv_kw,0,0.0
BN004,ghg_ton,0,22.48989117240944
BN004,temperature_f,0,48.00040592578927
BN004,dew_point_f,0,33.15102723608064
BN004,humidity_pct,0,33.33806491728346
BN004,wind_speed_mph,0,3.2913172883243837
BN004,wind_gust_mph,0,4.889179636132738
BN004,pressure_in,0,29.6883168225418
BN004,precipitation_in,0,0.0
BN005,electricity_kw,0,31.841969441571933
BN005,heat_mmbtu,0,5.896498993245107
BN005,cooling_ton,0,9.356239768223563
BN005,pv_kw,0,0.0
BN005,ghg_ton,0,18.964425415396125
BN005,temperature_f,0,48.00040592578927
BN005,dew_point_f,0,33.15102723608064
BN005,humidity_pct,0,33.33806491728346
BN005,wind_speed_mph,0,3.2913172883243837
BN005,wind_gust_mph,0,4.889179636132738
BN005,pressure_in,0,29.6883168225418
BN005,precipitation_in,0,0.0
BN006,electricity_kw,0,34.69045951812957
BN006,heat_mmbtu,0,5.4560126445747335
BN006,cooling_ton,0,10.85066760169136
BN006,pv_kw,0,0.0
BN006,ghg_ton,0,28.650616851139148
BN006,temperature_f,0,48.00040592578927
BN006,dew_point_f,0,33.15102723608064
BN006,humidity_pct,0,33.33806491728346
BN006,wind_speed_mph,0,3.2913172883243837
BN006,wind_gust_mph,0,4.889179636132738
BN006,pressure_in,0,29.6883168225418
BN006,precipitation_in,0,0.0
BN007,electricity_kw,0,35.5306766957758
BN007,heat_mmbtu,0,8.080390793035072
BN007,cooling_ton,0,12.806107706239384
BN007,pv_kw,0,0.0
BN007,ghg_ton,0,25.931282138753804
BN007,temperature_f,0,48.00040592578927
BN007,dew_point_f,0,33.15102723608064
BN007,humidity_pct,0,33.33806491728346
BN007,wind_speed_mph,0,3.2913172883243837
BN007,wind_gust_mph,0,4.889179636132738
BN007,pressure_in,0,29.6883168225418
