Bus1,Bus2,Bus3,Bus4,Bus5,Bus6,Bus7,Bus8,Bus9,Bus10,Bus11,Bus12,Bus13,Bus14,Bus15,Bus16,Bus17,Bus18,Bus19,Bus20
0.4831263431403564,0.6247221988711257,0.749803497437265,0.5653364719551427,0.3182240264481825,0.3390477300174302,0.09004591472784418,0.3682236465572574,0.3753849179665399,0.2667783809464313,0.5319725468065017,0.1415846883995895,0.1023980561555714,0.6120278260234889,0.4225136326216664,0.17985889683508435,0.4068461956779317,0.44791317679702397,0.05,0.4047800368635472
0.5775401141380678,0.5248187653994865,0.5704079340293076,0.41561710973037824,0.1829131664480551,0.11875558534596184,0.35548408166405443,0.6138983570426327,0.30766096624239114,0.07804623662319046,0.615632699947008,0.1635222436923838,0.14363078125920292,0.27121541583937675,0.47232151259709254,0.33280146727088655,0.28543868744140516,0.5442425788488418,0.05,0.3952474948032979
0.46137591955315105,0.5712341851451936,0.42769547202305724,0.5383765676167449,0.30751274677816165,0.22161926549673883,0.21388852542782077,0.6157617071903911,0.3157736292116545,0.25113629433895907,0.43848781154369837,0.13487122651446654,0.2507103920999987,0.5997312023498109,0.1837474383274738,0.20252817996857686,0.4547256950038244,0.320502201043724,0.13364613323861166,0.4487948676987907
0.5186947923605674,0.7165379760936316,0.712711067396784,0.3482009793582573,0.08651013142257835,0.1323261525562584,0.3174556335941172,0.38729222748667874,0.12278767796724316,0.10619588589787257,0.4330451335413645,0.24765669502450366,0.3259232027549013,0.45569603058417163,0.1818156163344929,0.21565641822065865,0.40857508258461256,0.38274061717540114,0.18876491779873808,0.5083179701867728
0.4526219095827132,0.5768660911748519,0.5413064467371055,0.15732818806177215,0.35413329996514,0.16434388997334143,0.3006484948890178,0.4909839919515977,0.05,0.30988508652879254,0.45453781291768464,0.38721896493241903,0.2101271103996879,0.35934874228223257,0.35349359831921623,0.18563772417213897,0.614581918467161,0.30313955576779644,0.1608558693419535,0.4545281376738307
0.46706919088559834,0.6683541313989402,0.6496556442698239,0.23447290490457495,0.29742043391514267,0.28225561353862105,0.375459213427092,0.5853288153534694,0.32043128739238674,0.2818969174723905,0.5579905710936243,0.419647424894552,0.19930623738534242,0.3167890410119698,0.25812979320713025,0.329981175808344,0.6032054314029149,0.40052836491023447,0.30017908653523584,0.44517287026888236
0.6882868481901385,0.6436241544645777,0.337829608391268,0.12493658306786512,0.27922420946301624,0.16975257587502673,0.35722446061831536,0.3702108376978168,0.1281991465931125,0.14649553110529534,0.3401319551972337,0.24521181041757145,0.26588998030311217,0.42811475591324205,0.2669409718602055,0.3360339698238856,0.4028936942553738,0.17732324125937138,0.05,0.3519078405230248
0.7594527386211387,0.5619915542348393,0.4076645859854281,0.2567179603728756,0.35979025592113356,0.15489496245217454,0.24191022903665846,0.37095577411535835,0.12870734046531468,0.44684924883846555,0.44476507500761847,0.2190613777070451,0.348242170172216,0.533074485304702,0.22865936257807154,0.18424618329233447,0.434582232409425,0.3031205514004057,0.22410189573023714,0.3752781486145821
0.6294925919860571,0.8256258980407484,0.4380582565151735,0.2771394091190614,0.44022930766020824,0.05,0.48891614675757145,0.3142716618169609,0.28323880109333477,0.2785960870020487,0.5037751252697323,0.05,0.16628885198944887,0.41885181808953714,0.2188598096684404,0.13651839176867972,0.43907962473054724,0.19017745834055447,0.05,0.5683474292334137
0.7456913355167526,0.6550584654813836,0.41244555522525217,0.43031891713472903,0.39126545265171503,0.23418199300931242,0.356975327299513,0.250452438068881,0.20605257696838794,0.29153316271405133,0.4392899383762469,0.09894982990140178,0.1033677708443407,0.5704443554450388,0.05,0.2704876269737436,0.3948055870733062,0.18629806884066547,0.32529075141217856,0.5930976953212669
0.6857302453289813,0.3663848407354258,0.3339097251720703,0.28698023402481004,0.12550847085064318,0.23359138691086745,0.2653501284090422,0.2653148190045629,0.19940975634171312,0.4114782204181925,0.38904781237174163,0.07146515127720246,0.29949802976454776,0.2592358575141557,0.2633273592907063,0.23333271397299354,0.4498069665989359,0.18738709357652975,0.26161317111439575,0.42206448700887356
0.5847718276013598,0.5620892141303164,0.41397697264619576,0.2284140640470832,0.20457964381483384,0.39781521003710807,0.39011860058424186,0.18547934054006976,0.3770171640892046,0.5230812447250129,0.44951893094792267,0.08857050308890835,0.2528131155039661,0.38581006484486136,0.2696493116085431,0.3292335039124662,0.34186351024291595,0.1916840067243707,0.335413804573438,0.4435894946452489
0.6806354809142618,0.44969741367121574,0.2199280110973245,0.33381520168819495,0.2956523097227934,0.1658377459038803,0.591922853730599,0.2887345210930603,0.10601423461236699,0.3209851538708792,0.05729869496136736,0.13762872957143996,0.34271013340614603,0.24247798316314728,0.12717606909827572,0.48077470361732266,0.2893568739592969,0.1461040130073297,0.22960628305455277,0.3384994581811013
0.7891148870514055,0.5720624659041278,0.29023774539111125,0.05,0.38841683387036646,0.23599355956347123,0.5325791927250684,0.18611337716743379,0.2759297250618174,0.4403143690766889,0.37299263295123974,0.11431238550981937,0.3952716937377773,0.3832480546240724,0.1465806017624788,0.3314564035872152,0.44710093253979377,0.17368143494371763,0.4661212678949771,0.533292944421165
0.6183547599102597,0.37767779140061986,0.2975806436911934,0.28892732978183455,0.46669833345605005,0.2584222077397542,0.4150662503142056,0.26510774312935154,0.20426830689234,0.4855745468844075,0.2172630420397519,0.05,0.3787626546881711,0.4136812570088104,0.05,0.39131501743915226,0.42827649441226967,0.3078460844772111,0.46366445141733525,0.46699260092333517
0.7611410180558311,0.4154102962254654,0.3217879102924246,0.356065505944178,0.3722754959661446,0.41213815535329085,0.4139907628534417,0.0660753195302172,0.24314051590362115,0.5173242308785421,0.07746458109789531,0.25962975886994455,0.5805668763582643,0.2604590052323793,0.21399533458748432,0.4176493257390114,0.26390897109957756,0.24979355951913096,0.43781873984545383,0.5767355106182681
0.32194478447892616,0.44785930890322384,0.3303597939960655,0.1485996041556072,0.4935604241358931,0.26680326550807304,0.4123716656705705,0.23645949628463697,0.3887349834588709,0.4676325772323397,0.2903977047127299,0.09327627426157942,0.47616815739263973,0.05,0.23034084105976896,0.5104114040226837,0.41189073140466614,0.24274106164097067,0.38468852593716624,0.2750767270574571
0.6423247857916523,0.45560271655276885,0.13990167126176922,0.43178386615796505,0.42881679870326095,0.32670998694589587,0.6445612204444331,0.27061535875538395,0.30772789264344846,0.41186972603677274,0.35676557747876103,0.24243527709399665,0.4784708327974455,0.2778523698707008,0.18034916227960981,0.21176202762841734,0.23670669155362067,0.11810789173470554,0.47159464841894094,0.3039813805300395
0.5425647629434518,0.22249465726626605,0.09658978754558314,0.37520572214734565,0.47144589560313416,0.3820994512579806,0.46433674128724506,0.05,0.33280342507698546,0.36103892114653824,0.18759921302638063,0.44572103470246555,0.5122185430463162,0.2805188436892855,0.31500102382745887,0.3835789435602571,0.30269332835452417,0.08565608657798687,0.35632007013879413,0.342855363617669
0.47578908740372816,0.28500088889431896,0.3799254171544717,0.3262309321379241,0.41830693332445174,0.36199094561502304,0.45555252060046025,0.2004023391681558,0.4087293724613096,0.4443870444611936,0.28080609329165707,0.16757099748907606,0.3342980727028137,0.25758959007465443,0.18735800493729798,0.4699144378979209,0.3374349696273622,0.2838638119262838,0.52309410583004,0.3618427410813944
0.4854367330070008,0.24985701425192106,0.29201812179477116,0.4593006896943092,0.49056162269434206,0.3197273788877099,0.4994375741710855,0.27815536777314276,0.2874547609802506,0.3174641685615154,0.3335090232294062,0.05,0.5469263059352187,0.32292615210888514,0.2972175440051624,0.5699675772274613,0.23107129791158434,0.2922163678170561,0.6099066231457027,0.2531734772105471
0.24748094403556048,0.21436995146078067,0.19488965190369884,0.6525747927303298,0.4686243717269216,0.40336527096867375,0.4019695744294446,0.05,0.2619590439376244,0.11862994174558994,0.2934224342304178,0.27554855212914614,0.4270394174004403,0.07670574074897088,0.16012099917808303,0.398553036141004,0.2604208602385285,0.3703130527006798,0.5561626266726853,0.16556161190801955
0.3943328749732343,0.4424493933532953,0.4398801140457188,0.4737288629228746,0.5236367255209748,0.5090070485010745,0.33210254323437083,0.31733470764133664,0.2622918968223548,0.43800391897989654,0.31869844437626765,0.43667863817414004,0.4902214783396635,0.23892248052823972,0.2819197574119974,0.2545317003105832,0.14574074682301696,0.1828218544031628,0.3769137456460819,0.3201816600675872
0.4228353755567197,0.29676494064519987,0.31509432275193544,0.5102757377694875,0.7401487295192467,0.314382167029152,0.3169765617421888,0.1943966453267837,0.18952048540392227,0.4661915258847932,0.22497037416242108,0.5442501880699813,0.301760785044828,0.2801598189954194,0.28938256875931284,0.4953875031221712,0.16249375601949353,0.24172256337817677,0.4834000697971319,0.28487392425445485
0.5071589602090183,0.1249207401041324,0.4435297168400976,0.46862755911581067,0.5492278896184773,0.4430748045395999,0.307228562805133,0.0877453626913791,0.6092125252639617,0.11924139824196295,0.1577304206157394,0.2461987635935441,0.23688086051671753,0.05,0.3517376800803467,0.35809347476994774,0.14897552790245974,0.12298503251728327,0.31199958255167703,0.10382461200769759
0.2818367781968455,0.3420361169488468,0.3572371928983049,0.4572296454195377,0.9,0.36957611632429854,0.28811833409042625,0.16162594658381582,0.3083648298162409,0.2330427459573678,0.05,0.4379986251403334,0.4552703604824249,0.18247837989297333,0.3139828325341505,0.2881268212491812,0.08527340813710138,0.2702377426588213,0.48941360496383124,0.3160513652894624
0.22973859959118992,0.4662219122700973,0.5836951284862809,0.6508134903691958,0.6989849666170667,0.5657476672903085,0.34223983481445525,0.23499388613828334,0.40897113015122855,0.37364344993364507,0.1345360986429902,0.3589758635081661,0.39068587217038275,0.09992615677295283,0.3583654463967882,0.327701748435306,0.13579001599972196,0.43147889264088124,0.46510779155926707,0.28528329600339425
0.2404879872416899,0.36543985543418495,0.5819256382563639,0.5050748001848046,0.664114954458594,0.2972731267163448,0.2529978024792907,0.2014517767746024,0.41286239943708924,0.4949246525434893,0.08414110218647163,0.4097051733145761,0.24120414669451612,0.14540596050551752,0.4730779754796054,0.3526889159219092,0.05,0.30678992211248335,0.21822488003552482,0.17242747372834138
0.3658816182897904,0.1226889585571577,0.41125217699151995,0.6175627730320238,0.5513512548377868,0.3936667476603509,0.3005735243323624,0.2648164962761198,0.47755448110225485,0.26894626745044453,0.39785693268923505,0.6968079209154905,0.22209733264254114,0.19485045127196746,0.363712133394491,0.290063913975749,0.10143329388751342,0.43789699664881454,0.27180887728656444,0.16087952790154658
0.29486519990745075,0.2425997085879607,0.5633758520085665,0.5787372029658616,0.6945421302351638,0.48386628088208294,0.20038741452034478,0.13797648207789498,0.5313387169312792,0.17250740613800397,0.17816647811923142,0.29115767144427684,0.3990565636741886,0.12104751313522852,0.2612185021692055,0.10823622439290304,0.125672148094912,0.37353882040701203,0.3404650649594923,0.2055723573209895
0.20091293443720729,0.43770524950990075,0.560459873017738,0.6865076734356331,0.5503264410795434,0.5959798768973966,0.1995415369786018,0.26766430874939584,0.5353779163635161,0.20669524299097625,0.22542451700281516,0.4727120398326576,0.14532622785647353,0.11483112103566526,0.6085671037788225,0.39610300393852244,0.1354496412503854,0.44164186234736935,0.3179298443400409,0.06463027104197382
0.30154788303933255,0.2633801444326598,0.661450828270872,0.679818902435391,0.5999009938092813,0.42298290770136693,0.05,0.13115500755977327,0.3872126037703387,0.34384552002792057,0.28756593555840315,0.4966600111572793,0.40709682111536183,0.20110717174104462,0.5804662414532271,0.4113428447940136,0.14696651964657667,0.3086446381953767,0.20521953630742704,0.15781055089348214
0.26077731385896896,0.4042809804230212,0.4550745795355828,0.7536086450137041,0.8204053853355289,0.36123963268379367,0.2574189092913638,0.2838231535158753,0.42170829906522567,0.12525134065963628,0.2576187878109823,0.5576334927095533,0.13262196626006378,0.10657013046431697,0.31858935576529274,0.3268314650817839,0.17790205923807953,0.44332242733281235,0.342624972811325,0.05
0.3532795319496537,0.465151226969548,0.6448552857858649,0.5977370217730352,0.528901784559996,0.5894374571541126,0.19190948394537272,0.227088554906228,0.4564494320356921,0.09590855833323758,0.4446614376158976,0.4546477827326314,0.26812556373195245,0.12622986742911593,0.5189396527791146,0.12660090910129881,0.2476053872828406,0.1440282456470393,0.3063500753546619,0.2601485836389623
0.19593141157945265,0.3241921979986199,0.7039217709172909,0.6161424598212754,0.6255451286513198,0.23879202861750987,0.25176293177066233,0.26606474378981615,0.3901953738766311,0.11634046562538439,0.23535080787106816,0.4681746372536114,0.15519057332173547,0.3237410067984027,0.3984344208044319,0.20025855052667352,0.30496397400693076,0.4295566988843456,0.23967635042366237,0.05
0.24724863837262598,0.44087873075883355,0.44068705014595555,0.535278945482758,0.411039838979269,0.14409476466234797,0.05,0.48446986936269415,0.5600709266055013,0.061129555902704455,0.33958979892827285,0.38761944273526244,0.2346679194009201,0.1629146825973758,0.4704813868736458,0.20159307691466552,0.17225150650666005,0.2869521813424593,0.16234918121966685,0.3520043343200214
0.25852488240742233,0.15272218648848163,0.5129515183202424,0.5746109150759395,0.4478894454473814,0.38691250931434773,0.3602858112012588,0.48985855389416255,0.4304601321271344,0.16382188179391435,0.2679402634515911,0.4402456027268769,0.10907501498406258,0.3669177344127756,0.4656975586173472,0.24617201305490938,0.13804273990656163,0.5689612345032158,0.32302731400235707,0.18674395062684293
0.1725471598439502,0.40382085931134903,0.43797253611580145,0.6388338624878089,0.5984677870485762,0.2706712911716986,0.14228612349368172,0.45968340362482657,0.435037386167837,0.31247090535684663,0.23128964586849216,0.3630002675169878,0.13943041238943893,0.3690315355034344,0.4018961873552923,0.2397444776928067,0.17623443739731373,0.5211109040173041,0.3657757483337335,0.21849688054668726
0.3726373382093189,0.5091416968108584,0.6212354272897208,0.6554503689096716,0.32933726059587426,0.19624713871723642,0.2751098611575937,0.30534756288365117,0.4066333043206511,0.18415005202593854,0.32178877567491226,0.44126324975705816,0.1552867588906389,0.1721628584167856,0.33318883408086575,0.0889839117378162,0.25423684165522875,0.48180460284974824,0.13621262772006684,0.19816178206398022
0.3956757812640781,0.435851155401824,0.7217306908977966,0.46324948464549603,0.5452354549015068,0.34673661053151383,0.07141532716594243,0.39615705381907207,0.4355760832735811,0.1317951213799715,0.3970602567088625,0.3221433080498358,0.05,0.2979467113986126,0.32621766258011275,0.1632022894349601,0.29021640768616147,0.5759505222807073,0.11029528099558544,0.2542859852239674
0.3984447515238557,0.7476006572822704,0.7974918237370667,0.6157569364954348,0.40866676825639336,0.2783563693420442,0.2506142453641535,0.5594377075794812,0.313802292485777,0.13626968461704975,0.37335407923422675,0.37547653930820896,0.22636531391940068,0.5045884652886521,0.2852052139405449,0.19661004885016004,0.27028594885425,0.3148708708791248,0.21048055766339085,0.4474799802386654
0.4040148704588397,0.46203808847845484,0.6474860450178445,0.6359091744630985,0.25808021451672264,0.17668418654961338,0.1004279030618115,0.45950712451166914,0.1435855843400079,0.05,0.3599338266252697,0.31264862100843127,0.10653982603280693,0.3046097828656714,0.27345811700097833,0.2957145014221799,0.23848195989058024,0.5679301562235574,0.11853879527599309,0.07925575176381935
0.31598592345508647,0.5782353404664728,0.7914616673620323,0.5120998067397968,0.3570700323439779,0.08568989371564284,0.1619553591703987,0.6811904056365157,0.2914105072745131,0.2794682818724555,0.29851562864560655,0.40563624106865437,0.1437927082926953,0.371512472036068,0.32845802021760373,0.2232211189618276,0.3417502785203379,0.467737550896952,0.13667673041863432,0.4775091272636417
0.4453378131057806,0.6486077282859833,0.4750760488328525,0.6283776047524348,0.3741174916005252,0.2835448029195257,0.4360087441634207,0.48913711518795305,0.1655766724501417,0.2000786119233031,0.43766267935032455,0.2655056947423116,0.07902375085176629,0.4767190869610183,0.24134017058743779,0.23764262494749755,0.4227988301013873,0.33050284851656897,0.22423347236185026,0.4042648363037316
0.4821647177852304,0.7887606757410062,0.42354727881349064,0.3334710926999096,0.32598981654995074,0.2462422049376451,0.24706297709705394,0.46617159816921716,0.15868767130523043,0.20860224725235826,0.2990271654433835,0.07161927390612347,0.05,0.5184617493102648,0.35856971126082454,0.17627952619493764,0.4790870466804181,0.44613606140300127,0.05,0.26881733616993264
0.463740399428951,0.5057468940475554,0.5658773807951949,0.25742156254647,0.09794219093460318,0.1589126311502948,0.31016575624930043,0.4098940419100248,0.25302224941120754,0.5664070593394647,0.5256511615000476,0.3545467904511978,0.190881638127354,0.4214108734010199,0.41675527703049997,0.32108903068401456,0.37606638865334896,0.1996239905499636,0.29148774702025754,0.2990215816228031
0.553247252939005,0.7658430891539802,0.5846402080348364,0.17659180136542618,0.17781578934104492,0.3440672935297962,0.39798221735914335,0.44481570371100976,0.30343819390468363,0.2986136071554449,0.45465299007020443,0.11883315691220175,0.47025301830846833,0.3899425386708416,0.1884141983729207,0.23587741387230413,0.39975381626690765,0.20524943198775142,0.17645096022875514,0.5888166927544314
0.6324899777238459,0.6462330905934743,0.5155902265257756,0.4788047574829864,0.225851750650021,0.05,0.3828484957197402,0.40389871131196675,0.1696826426678021,0.21590793191583216,0.2941075678348647,0.12712947409857184,0.3280641972467422,0.5916753428674806,0.24996008279955323,0.12602624388369604,0.354439990907757,0.20456741884706126,0.14051625963568118,0.33851191482725224
0.8002005552999099,0.5383290449478837,0.2831848756162466,0.37210420964636504,0.24774196657697753,0.05,0.36987471989233134,0.47494721685653973,0.18937844731387884,0.27100148584316625,0.3992337531231428,0.11846972440094578,0.2694292884206307,0.6196948931845292,0.2572606665506368,0.37169222261437496,0.4466965388647388,0.19103574017076463,0.18789991276195336,0.32660472912653826
0.6448840707064886,0.6697447870479161,0.4511838223755766,0.281816689775454,0.32623822795526275,0.08149294626872926,0.41164189198107226,0.4824431114023614,0.32285518393953055,0.4507237390731398,0.3422886653149206,0.3037665508233691,0.26746534768610053,0.5367612114626179,0.23786067440283448,0.3219175387915557,0.364340908220604,0.11805231492226893,0.21055644685383632,0.5613396974097538
0.6650147244078459,0.6265719902222922,0.2995873890468561,0.29975585671926136,0.2951277080061845,0.1499577390474412,0.6341015542960644,0.2888488619956344,0.17417893827549896,0.3686370414292216,0.43411507999776183,0.05,0.31854131248581524,0.4373382595891133,0.1840960140829007,0.22967701561222578,0.502467395443132,0.3275156220327624,0.06062060724859267,0.48379513719053063
0.6393700536146457,0.52623429576314,0.4673914538158321,0.14762327252743673,0.16091254450451534,0.18597170094238596,0.4044927659825808,0.21347470460044596,0.4111304451896873,0.23361747532536944,0.5186256999709485,0.46593363587941095,0.3931785660855306,0.3349990921004381,0.23940061971865095,0.24847450758906228,0.25925741795464174,0.162964010673122,0.4041596545322046,0.3550893330150259
0.4580432587761632,0.569745929272294,0.40859460221700244,0.49745183785463976,0.35307259548065684,0.1477634055483045,0.4443667653361921,0.14107425238594878,0.21174078667585258,0.4877526986165011,0.17753439039504962,0.25563380954878545,0.24168772078271472,0.3171820682293969,0.20503800373310843,0.34860458952360535,0.391454426927384,0.21025477081411803,0.2807483209860109,0.46612078042936267
