Qmax_ah,R0_ohm,Rp_ohm,Cp_f,k_diff,eta,mass_kg,cp_jkgk,h_wmk,area_m2,ocv_a0,ocv_a1,ocv_a2,ocv_a3
1.8937490453339532,0.14185921033646984,0.09284872591013625,2173.001661547154,0.016843386251756694,0.949493543644941,0.03717328877601619,1173.1703934310647,15.083067798179291,0.025045234350528717,3.1649242331326657,1.1281568879470592,0.11597920106311747,0.06371460642499968
1.2649545174104206,0.17303690906342087,0.05675323417128152,315.5303492733417,0.3092639829355974,0.9971978498615482,0.058230024673073436,1149.399204873033,12.2125704516721,0.018924933336355552,3.6823438987803656,0.9083723614113128,0.12956715609809188,0.12908800924098257
1.4237077374550897,0.112516250000488,0.038424122218310916,2112.964400752314,0.3280992005691257,0.9520071229900138,0.0226500895607134,1100.4977247850488,32.21590233982082,0.021949463202705015,3.2369935411821174,0.7874492327703562,0.09577817573890096,0.08025214708639535
1.0949020919013157,0.053724902863236265,0.028258953286260057,4888.916175000195,0.34104985336392457,0.9423051776674596,0.03798497402320239,1184.2324773374016,21.367505088566006,0.009789011040338963,3.3409907740647387,1.0314291108701406,0.15203177388210062,0.13946541278786265
1.4518366189618093,0.060596838442727785,0.09629652495807943,4804.359621613748,0.3289889394447472,0.8887768782055109,0.018430153670760844,838.1845449281186,17.477189265732285,0.008259312680487007,3.015739069945795,0.8270769195890486,0.06103418269576062,0.13833405821030936
1.5532823483738873,0.05961830366342848,0.10715300713745504,4030.3404999555773,0.3475245904029193,0.90920774282418,0.01866789184437788,756.6103120442652,10.089616915102265,0.023222840131646865,3.5285329722095136,1.0509404126292425,0.16028815310685351,0.07249566297039801
2.1111594310580353,0.1251308300632011,0.08509053224022195,1931.0164548648931,0.08222603532028126,0.8910254788631108,0.03196263138182535,1019.2141794695902,33.94062727049227,0.029633777440113022,3.5935905355197115,1.2442129534756345,0.17041072832477314,0.17429205314789947
0.8396964970561589,0.13736942714140718,0.07546111220580813,3258.5977283269813,0.136875768211023,0.989196493648834,0.059316337007216446,1066.209209998765,16.285631122181368,0.02386422037133244,3.5146950647255224,0.68960394412158,0.07931192465526657,0.055783996978885045
0.9384893772192319,0.06638324189567335,0.014340027690195156,2335.458480361942,0.18853947255868103,0.8695592837016788,0.052313856313453214,1094.4427889575186,10.003484956998607,0.027753408594994217,3.276530521495821,0.6808806093251528,0.08997878499066446,0.023571925049634283
0.6280147885200733,0.03936417761504025,0.03505855191768611,1397.5388010263484,0.14230097861566385,0.9741500005772395,0.047464477878088225,923.9817826757171,10.596792348675418,0.027204856257363227,3.0044607729648973,1.0264945883226602,0.07213376098790963,0.04942242569355175
0.6625723258178495,0.15282055633215635,0.031287095669117686,3222.36629792352,0.22659952404707864,0.9335099128973421,0.026427667510560394,1002.1375117678706,15.718094003648664,0.021525802634385107,3.2439018782958415,0.9245985787307283,0.1431562493500015,0.0687380962267013
1.363703778171598,0.07803021674725956,0.048604635201191855,2939.7386943220185,0.25549363054203295,0.9540149649481823,0.019555804836633012,1120.3170085107854,8.099717291675562,0.02495259167466044,3.5879834667642387,0.7379035153348579,0.12411814732510619,0.018862020305477872
0.8669334050911113,0.1545410647274675,0.08444642747479982,617.290755871198,0.07079794272271937,0.8507651036907722,0.03487989373909918,1114.7068119118826,9.083219170365048,0.01823906186793306,3.644306297035616,1.2076297283327022,0.05152956045962326,0.17171033613587788
1.5212230863335048,0.014756489337463874,0.09202938703102134,1347.052511685744,0.2646212431757746,0.9024810478999786,0.057892850179665445,740.3178633504663,4.1574212289685315,0.0080684857261071,3.1310794369454804,0.7636670530782226,0.03213611314988733,0.03796725918464723
1.0797892464555612,0.11804501916563097,0.07260681720006605,768.3913574723942,0.24541215255649146,0.858758100548489,0.027551505994675603,845.5328024496816,33.33871101752505,0.014181795077346519,3.258992718227723,0.7270496897380104,0.13446761536169927,0.11513362100116104
